"encriptado"	"seg_gol"	"sex_enc"	"p3 pensando en su cuenta empresa, en general, con escala 1 a 7, donde 1 = muy insatisfecho y 7 = muy satisfecho, ¿cuán satisfecho está usted con entel?"	"p4 ¿por qué evalúa con esa nota?"	"fecha_stock"
"5395"	"HWbth817BFZw"	"MP"	"Mujer"	"6"	"PORQUE A VECES SE ME CAE EL INTERNET LAS COMUNICACIONES ESTAN BIEN PERO LA COBERTURA DEL INTERNET"	"2019_q2"
"5396"	"F3M6lOeoxlSo"	"Mas"	"Mujer"	"7"	"BUENA COBERTURA NO HAY PROBLEMAS BUENA PAGINA"	"2019_q2"
"5397"	"2Tnarpxn2pcf"	"MP"	"Hombre"	"5"	"NO ENTREGAN LA INFORMACION A TIEMPO UEVOS PLANES"	"2019_q2"
"5398"	"1YpdFfA5OmN0"	"Mas"	NA	"6"	"POR QUE LOS ULTIMOS DIAS NO SE SI SEA EL TELEFONO PERO ESTA FALLANDO ALGO, SE DESCONECTA, CORTA NO SE SI ES PROBLEMA DE CHIP"	"2019_q2"
"5399"	"nJTX88GzgyEy"	"AP"	"Hombre"	"4"	"TIENEN PLANES MUY CAROS TIENEN PROBLEMAS DE DEFICIENCIA"	"2019_q2"
"5400"	"jk5t59REPqkV"	"AP"	"Hombre"	"7"	"POR LA CALIDAD DE SERVICIO Y POST VENTA Y LA CALIDAD DE LA SEÑAL Y LA POST VENTA QUE HACE EJECUTIVA EMPRESA"	"2019_q2"
"5401"	"MnbLrVPyjXQg"	"Mas"	"Mujer"	"6"	"PORQUE NO TIENE MAYOR PROBLEMA"	"2019_q2"
"5402"	"UfQz3GNuTMdM"	"Mas"	"Hombre"	"7"	"PORQUE GENERALMENTE TIENEN UN BUEN SERVIO ATENCION A CLIENTE Y POST VENTA LO UNICO QUE PODRIA QUEJARSE ES LA COBERTURA"	"2019_q2"
"5403"	"nhHRsjSPmqFh"	"MV"	NA	"5"	"NO LE GUSTA LA ATENCION CORRESPONDIENTE , DIRECTA ALA EMPRESA COMO LO HACIA ANTES"	"2019_q2"
"5404"	"OYmM9zzN40G1"	"MP"	"Hombre"	"6"	"PORQUE ES CARO PORQUE MOVISTAR ES MAS BARATO"	"2019_q2"
"5405"	"iOubjeEZq4Ji"	"Mas"	"Hombre"	"6"	"POR QUE SATISFACE TODO LO QUE NECESITO OPORTUNAMENTE,PERO HAY QUE IR A SUCURSAL PARA PODER HACER TODO PERO HABLANDO DE ATENCION Y CALIDAD ME PARECE MUY BIEN."	"2019_q2"
"5406"	"vI0WeWzpOyc7"	"Mas"	"Hombre"	"6"	"POR QUE EL PRECIO DEBERIA SER MAS BARATO"	"2019_q2"
"5407"	"kfIOFSEzNpia"	"Mas"	"Mujer"	"5"	"PORQUE TENGO PROBLEMAS YO VIVO EN EL CAMPO NO CUALQUIERA COMPAÑÍA LLEGA EL INTERNET ES LENTO Y EN TALCA"	"2019_q2"
"5408"	"TbOrI2MPsfeg"	"Mas"	"Hombre"	"5"	"HE TNEIDO ALGUNOS  PROBLEMAS ULTIMAMENTE LAS TARIFAS CAMBIO DE LINEA POR LA MISMA TARIFA NO SON AUTOMATICOS CAMBIO DE PLAN TARIFARIOS MEJORAS A LOS CLIENTE ANTIGUOS NO SON AUTOMATICOS  HAY QUE ESTAR PERMANTEMENTE  LLAMANDO  PARA PEDIR LAS REBAJAS"	"2019_q2"
"5409"	"Rzj6qCjYZvyq"	"Mas"	"Hombre"	"7"	"PORQUE EL SERVICIO HA SIDO BASTANTE RAPIDO, EN LA SEÑAL A LA CALIDAD DEL INTERNET QUE TENEMOS CUANDO HE INTENTADO INGRESAR CUANDO TENGO ALGUNA DUDA LOS OPERADORES RESULTAN DE MANERA RAPIDA A QUE UNA VEZ TUVE DUDA CON MI BOLETA LLAME Y EL OPERADOR ME RESPONDIO RAPIDO NO ME TUVIERARON EN ESPERA COMO OTRAS COMPAÑIAS, FUE RAPIDA LA ATENCION"	"2019_q2"
"5410"	"ff6Ug0Zklpm4"	"Mas"	"Mujer"	"7"	"PORQUE NO HE TENIDO NINGUN PROBLEMA NO NOS HAN CORTADO LA LINEA NADA"	"2019_q2"
"5411"	"glORv8w8dwTM"	"Mas"	"Hombre"	"4"	"MUCHA CAIDA DE SEÑAL CUESTA UNO CUANDO SE TRASLADA D3E UN LADO A OTRO SE PIERDE LA SEÑAL DE LAS LLAMADAS DE LA ANTENA DE RECEPCION"	"2019_q2"
"5412"	"Zw4x6vehBEbp"	"Mas"	"Hombre"	"5"	"PORQUE TODOS LOS SERVICIOS DE TELEFONIA SON MUY MALOS LA VELOCIDAD QUE TIENEN MALA COBERTURA NO PUEDE LLAMAR INTERNET LENTO"	"2019_q2"
"5413"	"2KB8WydxQCWf"	"Mas"	"Mujer"	"6"	"POR QUE AVECES FALLA NO FUNCIONA AL 100%"	"2019_q2"
"5414"	"lctOsbBEGtsq"	"Mas"	"Hombre"	"5"	"PORQUE EH TENIDO PROBLEMAS CON EL SISTEMA OPERATIVO DEL CELULAR COMO LAS LLAMADAS Y EL INTERNET DEPENDIENDO DE LA ZONA GEOGRAFICA Y TAMBIEN DENTRO DE LA MISMA CASA"	"2019_q2"
"5415"	"ZWUiOGDXtB4E"	"MasPrem"	"Mujer"	"4"	"PORQUE NO ESTA SATISFECHA CON SERVICIO"	"2019_q2"
"5416"	"R2yPcEBQbpEl"	"Mas"	"Hombre"	"7"	"PORQUE LA VERDAD TENGO BUEN COBERTURA SOMOS EMPRESA CON SERVICIO DE INGENIERÍA EN CERROS DONDE OTRAS COMPAÑÍAS NO OFRECEN NIVEL DE COBERTURA LINEA PARA CORREO O WATSAP NO TENGO PROBLEMAS DE INTERNET PASA MUCHO  TENEMOS GENTE QUE ANALIZA DATOS ENVIÓ POR CORREO WATSAP NO TENGO PROBLEMA DE COBERTURA TRABAJE ANTES DE WOM Y ME FUE MAL AHI"	"2019_q2"
"5417"	"JlB9zufNudBX"	"Mas"	"Mujer"	"6"	"LA ATENCIÓN EN OFICINA NO ES TAN RÁPIDA O BUENA"	"2019_q2"
"5418"	"WZbdj0bJoCCy"	"Mas"	NA	"5"	"PORQUE NO ES AL 100 PORCIENTO LO QUE EL ESPERA"	"2019_q2"
"5419"	"2JFGdW29vIn1"	"Mas"	"Hombre"	"6"	"EL SERIVICIO FUNCIONA BIEN EN POCAS EXCEPCIONES TIENE ALGUN TIPO DE PROBLEMAS DE COBERTURA PRINCIPALMENTE Y VELOCIDAD DE BANDA ANCHA"	"2019_q2"
"5420"	"kLW4g4CAffMv"	"Mas"	"Hombre"	"6"	"EL INTERNET O LOS PLANES SON ES CAROS PERO ES BUENO"	"2019_q2"
"5421"	"SjARmXkGKpeA"	"MasPrem"	"Hombre"	"4"	"PORQUE NO ES MUY BUEN SERVICIO AYER LLAME TODO EL DIA A UN EJECUTIVO Y NO ME CONTESTARON, Y HACE 10 AÑOS QUE CONTRATE, EL EJECUTIVO ASIGNADO NO SE REPORTA Y NO HE PODIDO HACER UNAS SOLICITUDES Y CAMBIOS QUE QUIERO HACER"	"2019_q2"
"5422"	"mQD6EtfyEaHG"	"AV"	"Mujer"	"5"	"PORQUE NO ES EL MEJOR SERVICIO"	"2019_q2"
"5423"	"EUv0c6hHS96x"	"Mas"	"Mujer"	"7"	"PORQUE E TENIDO EXCELENTE SERVICIO HASTA HORA"	"2019_q2"
"5424"	"eJXKafRAqVfb"	"Mas"	"Hombre"	"6"	"PORQUE ES BUENO EN GENERAL EL SERVICIO CONECTIVIDAD BUENA SEÑAL TELEFONÍA MÓVIL CONSTANTE PRINCIPALMENTE POR LA SEÑAL PORQUE TIENE BUENA COBERTURA AMPLITUD"	"2019_q2"
"5425"	"K6mbov7P38nE"	"Mas"	NA	"7"	"LOS SERVICIOS SON BUENOS POR ESO HIZO LA PORTABILIDAD"	"2019_q2"
"5426"	"aslHIxy7RGPO"	"Mas"	"Hombre"	"5"	"POR LA INFORMACION Y EL TRATO SOBRE LAS CUENTAS"	"2019_q2"
"5427"	"I0nOMw4QpaV9"	"MasPrem"	"Hombre"	"7"	"DESTACA LA BUENA COBERTURA NUNCA TIENE PROBLEMAS"	"2019_q2"
"5428"	"zyTYJJ7MyBxP"	"MasPrem"	"Hombre"	"6"	"PORQUE NUNCA HE PODIDO MANEJAR MI CUENTA POR INTERNET COMO CUANTO ME QUEDA, NO ES AMIGABLE PARA MANEJARLO POR INTERNET"	"2019_q2"
"5429"	"GGSZRALBgz6T"	"Mas"	"Hombre"	"5"	"PORQUE LA CUENTA NUNCA LE LLEGA A TIEMPO Y NO PODER PAGAR ME CORTAN LA BANDA ANCHA"	"2019_q2"
"5430"	"JCTr2GK28er7"	"MasPrem"	"Mujer"	"5"	"PORQUE TENGO MALA SEÑAL EN LAS LLAMADAS Y EN EL INTERNET"	"2019_q2"
"5431"	"dHH0ArEKP4Ko"	"MV"	NA	"7"	"PORQUE NO HAY TENE PROBLEMAS DE SERVICIOS CONEXIONES, TIENE EJECUTIVO RESUELVEN LOS PROBLEMA DE FORMA INMEDIATA  SUPER DESCONTINUOS"	"2019_q2"
"5432"	"guMeXYQtbDP0"	"AP"	"Hombre"	"5"	"PORQUE ES COMPLICADO COMUNICARSE CLON EL EJECUTIVO"	"2019_q2"
"5433"	"dyMDFZFVtpWZ"	"AV"	"Mujer"	"7"	"LA SEÑAL TIENE BUENA FUNCIONA EN TODAS PARTES LA FACTURACION TAMBIEN ES CLARA EL SOPORTE SERVICIO TECNICO CONSULTA QUE UNO HACE POR VIA ES TIENE TAMBIEN PRESENCIAL"	"2019_q2"
"5434"	"fak8cruSUPAz"	"AP"	"Hombre"	"6"	"PORQUE EL 7 ES LA PERFECCION"	"2019_q2"
"5435"	"zNtOA4FiLK6x"	"Mas"	"Mujer"	"6"	"TEMA DE COBERTURA HEMOS TENIDO BASTANTE PROBLEMAS DE COBERTURA EN SEXTA REGION ESPORADICO"	"2019_q2"
"5436"	"R1vY3m6HNX1u"	"Mas"	"Hombre"	"5"	"POCO COBERTURA"	"2019_q2"
"5437"	"4TkpK0EvzEer"	"AP"	"Mujer"	"5"	"PORQUE TIENE PROBLEMAS CON EL INTERNET"	"2019_q2"
"5438"	"W9QTmPIFL2Va"	"Mas"	"Hombre"	"6"	"PORQUE ES MUY BUENO PERO TIENE UN PROBLEMA DE COBERTURA NO MAS OCASIONALMENTE 3"	"2019_q2"
"5439"	"vCyC4osibgrq"	"AP"	"Hombre"	"5"	"POCA INFORMACION DE PARTE DE LA COMPAÑIA DE PLANES NUEVOS TY OFERTAS PLANES Y ADEMÁS MUY POCA INFORMAICION"	"2019_q2"
"5440"	"dpYEUzclOKpX"	"Mas"	"Mujer"	"5"	"POR EL PRECIO DE LOS PLANES PORQUE SON ALTOS EN COMPARACIÓN A LA TANTA COMPETENCIA. AVECES HAY UN TEMA Y TENGO POCO DE SEÑAL EN ALGUNOS LADOS PERO NO PODRÍA GENERALIZAR"	"2019_q2"
"5441"	"zcT7r4w8wxWB"	"Mas"	"Hombre"	"5"	"TEMA DE TARIFA TENGO UN PLAN Y AUN NO LO HA RENOVADO TAMBIEN HAY UN PROBLEMA CON LOS APARTOS MUY COMPLICADO QUE LOS RENUEVEN"	"2019_q2"
"5442"	"7Grah4kYfBF3"	"Mas"	NA	"5"	"EL INTERNET NO ES TAN BUENO, TIENE POCA COBERTURA EN ALGUNOS SECTORES"	"2019_q2"
"5443"	"ThMmfj2Xg4DA"	"AP"	"Hombre"	"5"	"LA CALIDAD DEL SISTEMA DE LLAMADOS, INTERNET Y OTROS SERVICIOS ES MALA AHORA, ANTES ERA MEJOR"	"2019_q2"
"5444"	"DMIen7lNs8MF"	"Mas"	"Mujer"	"6"	"SIEMPRE ES POSIBLE MEJORAR A VECES SE PIERDE COBERTURA EN LAS TARDES ENTRE 3 Y 5"	"2019_q2"
"5445"	"7bFPR3z7a7Tv"	"Mas"	NA	"7"	"PORQUE ESTA TODO BIEN Y LE OFRECEN LO QUE LE DICEN"	"2019_q2"
"5446"	"uvcTfcpuv2v6"	"MP"	"Hombre"	"7"	"PORQUE NO HEMOS TENIDO PROBLEMAS DESDE QUE RECOMENZAMOS ANTES LO HABÍAMOS DEJADO Y VOLVIMOS CON ELLOS Y ENTEL SIGUE SIENDO MEJOR QUE OTRAS COMPAÑÍAS MEJOR EN CUANTO A LA CALIDAD DE LAS COMUNICACIONES EL SERVICIO NO SE CORTA DAN RESPUESTA RÁPIDAS Y EL PLAN QUE NOS DIERON ES MUY BUENO"	"2019_q2"
"5447"	"0pGwtWKOD56a"	"Mas"	NA	"5"	"POR LOS PECIOS DE LOS PLANES Y NO TENER COBERTURA EN ALGUNAS PARTES DEL PAÍS Y EXCESIVO COSTO DEL USO DEL CELULAR"	"2019_q2"
"5448"	"zZ6AiKIyLRdi"	"Mas"	"Hombre"	"6"	"PORQUE EN COMPARACIÓN A LOS OTRAS COMPAÑIAS ESTA MUY CARO Y NO HAN ACTUALIZADO, NO TIENEN SERVICIO DE ROAMING INCORPORADO"	"2019_q2"
"5449"	"pvoifJR5Iz1j"	"Mas"	"Hombre"	"7"	"PORQUE CUANDO HE REQUERIDO ATENCIÓN ME HAN ATENDIDO BIEN, CUANDO HAY UN ÁREA COMERCIAL AGILIZAN MUCHO EL TRAMITE"	"2019_q2"
"5450"	"fuaOeQDh064p"	"Mas"	NA	"6"	"PORQUE NO HE TENIDO NUNCA HE TENIDO PROBLEMA CON ENTEL, PROBLEMA CON LOS MONTOS A PAGAR LA FACTURA ES CLARA NUNCA HE TENIDO CON RESPECTO A LO QUE SE PAGA TODOS LOS CARGOS QUE SE PAGAN ES POR LOS SERVICIOS QUE HEMOS CONTRATADO EL SERVICIO NUNCA HEMOS TENIDO PROBLEMA CON LA SEÑAL EL TELEFONO EN GENERAL NO HEMOS TENIDO PROBLEMA"	"2019_q2"
"5451"	"shEGzYMpaZYy"	"MV"	NA	"6"	"HAY ZONAS SIN COBERTURAS ZONAS DE LAS SEXTA REGION NO ESO"	"2019_q2"
"5452"	"HZHJfglr5Zvs"	"MP"	"Hombre"	"6"	"PORQUE HAY ALGUNAS TEMAS DE DEMORA EN ENTREGA DE EQUIPO Y ESAS COSAS POR ESO NO LE PONGO SIETE NO ESTOY CONFORME CON QUE COMPRE UN EQUIPO Y NO ME SALIÓ BUENO Y LA SOLUCIÓN VOY A LA OFICINA Y ME REEMPLAZAN CON UN EQUIPO BÁSICO MIENTRAS ME REVISAN EL QUE ESTA MALO DEL RESTO TODO BIEN"	"2019_q2"
"5453"	"3qsXpXST8s6N"	"MP"	"Mujer"	"5"	"PORQUE DE REPENTE HAY PROBLEMA DE SEÑAL OCASIONAL POR FUERA DE SU EMPRESA"	"2019_q2"
"5454"	"tO8EfPpNKDwd"	"Mas"	"Hombre"	"4"	"POR QUE SE HA PERDIDO LA COBERTURA DE SEÑAL TELEFONICA ESTA AL 40% DE ANTES"	"2019_q2"
"5455"	"zZMvQJXk7lG4"	"Mas"	"Mujer"	"7"	"PORQUE ME GUSTA TIENE BUENA COBERTURA Y NUNCA FALLA"	"2019_q2"
"5456"	"NMVR3zk90aGJ"	"MasPrem"	"Hombre"	"7"	"EL SERVICIO ES SATISFACTORIO DESTACA LA RAPIDEZ Y ESTABLIDAD DEL SERVICIO"	"2019_q2"
"5457"	"HHrgWurB2Zhb"	"Mas"	"Hombre"	"6"	"POR QUE CUESTA CONTACTARSE CUANDO HAY PROBLEMAS CON ENTEL"	"2019_q2"
"5458"	"W12i28oSfbGm"	"Mas"	"Hombre"	"7"	"NO PORQUE PODRIAN SER MEJOR PROBABLEMENTE CON EL TEMA DE CUANDO HACEN TRAMITES A LAS TIENDAS LOS LOCALES UNO SE DEMORA MUCHO LOS LOCALES SON MUY PEQUEÑOS PODRIAN SER UN EJEMPLO LUGARES MAS AMPLIOS NO SE LA ATENCION ANDA BIEN YO CREO QUE ESO NO SOLAMENTE ESO"	"2019_q2"
"5459"	"c3knXcTBVfVX"	"MP"	"Mujer"	"5"	"POR QUE CUANDO UNO QUIERE VIAJAR NO TIENE BUENOS PLANES DE INTERNET EN EL EXTRANJERO POR EJEMPLO CUANDO VAS AL EXTRANJERO Y TE DICEN POR 5 LUKAS  TIENES ACCESO PERO SOLO A WHATSAPP EN ENTEL ESTAS OBLIGADO A COMPRAR UN CHIP EN EL EXTRANJERO, ENTEL TIENE POR 9 LUCAS AL DIA SOLO WHATSAPP CREO QUE LAS PERSONAS TIENEN HASTA MAS REGALÍAS QUE LAS EMPRESAS LO QUE TE OFRECEN ES UN INTERNET NADA. Y TAMPOCO TIENE CELULARES DE RECAMBIO A PRECIOS RAZONABLES ANTES TENIAN CELULARES GRATIS O BARATOS Y ESTAN CARISIMOS"	"2019_q2"
"5460"	"LorGwAFrZ4XW"	"AP"	"Mujer"	"7"	"PORQUE ESTOY MUY SATISFECHA"	"2019_q2"
"5461"	"IKcq42mOol7H"	"MV"	NA	"7"	"PORQUE JUSTAMENTE SE HAN PORTADO ANTE CUALQUIER PROBLEMA HAN SABIDO RESOLVER CUALQUIER PROBLEMA QUE TENGA INTERMITENCIA QUE REFIERA CON LA BANDA ANCHA 5-10 DIEZ MINUTOS ESO NO MAS"	"2019_q2"
"5462"	"CTsK7nd6qmF0"	"MasPrem"	"Hombre"	"6"	"POR QUE A VECES HAY PROBLEMAS DE CONECTIVIDAD CON INTERNET, Y GENTE QUE ME LLAMA QUE ME INDICAN QUE EL TELEFONO NO TOMA LA SEÑAL APARENTEMENTE EN EL SECTOR NO HAY BUENA COBERTURA, ES RELATIVAMENTE FRECUENTE POR QUE CUANDO ME HAN LLAMADO NO ME HE ENTERADO Y ME HE ENTERADO POR GENTE QUE ME DICE QUE ME LLAMAN Y NO ME ENTERO, EN EL CASO DE EL INTERNET ES MUY LENTO Y SE QUEDA PEGADO UNA VEZ A LA SEMANA."	"2019_q2"
"5463"	"OXsaK8f2sO0F"	"Mas"	"Mujer"	"7"	"POR QUE TENGO BUEN SERVICIO"	"2019_q2"
"5464"	"3qGq3hZbemYS"	"Mas"	"Hombre"	"7"	"PORQUE EL SERVICIO ES MUY BUENO"	"2019_q2"
"5465"	"N05FkqKtRHMx"	"MasPrem"	"Mujer"	"5"	"POR HAY MUCHA BUROCRACIA"	"2019_q2"
"5466"	"Vyv48M4Mficg"	"AP"	NA	"4"	"PORQUE TIENE MALA COBERTURA EN LLAMADAS Y AVECES EN INTERNET"	"2019_q2"
"5467"	"vIxPF2ua8NPp"	"MP"	"Hombre"	"7"	"FUNCIONA EN TODOS  LOS PROCESOS BIEN FUNCIONA EN TODOS LADOS NO TENGO PROBLEMA DE COMUNICACION  NI INTERNET COMUNICARME CON EJECUTIVO HE PODIDO CUANDO HACERLO LO NESECITO"	"2019_q2"
"5468"	"Xp1kTuEzCBHS"	"AP"	"Hombre"	"6"	"EL SERVICIO UN POCO CARO PARA EL PRECIO COMPARADO CON OTRAS COMPAÑIAS"	"2019_q2"
"5469"	"t2yIcd8HG7Ag"	"Mas"	"Hombre"	"5"	"EN LA FACTURACIONES NO MANTIENEN OFERTAS PERMANENTES PARA LOS CLIENTES"	"2019_q2"
"5470"	"mDUuy7QK6HRC"	"MP"	"Mujer"	"7"	"POR QUE EL SERVICIO A SIDO OPTIMO Y BUENO , QUE LA SEÑAL NO SE CAE QUE EL PRECIO MENSUAL ES ACORDE"	"2019_q2"
"5471"	"JwtaJwNfpL2g"	"MP"	"Mujer"	"4"	"POR COSTOS ESTAN MUY ALTOS LOS COSTOS CON RESPECTOS A LAS OTRAS COMPAÑIAS QUE ESTAN DANDO MAS BENEFICIOS COMO MEJORES EQUIPOS MAS MINUTOS MAS GIGAS NO ME HE CAMBIADO SOLAMENTE POR COBERTURA"	"2019_q2"
"5472"	"Wsdfka8hrRUP"	"Mas"	"Hombre"	"5"	"POR POBLEMAS DE SEÑAL"	"2019_q2"
"5473"	"i2MzWCk3kgh9"	"Mas"	"Hombre"	"7"	"PORQUE LLEVA VEINTI TANTOS AÑOS CON ELLOS. LA EMPRESA DESDE QUE EMPEZO LA TELEFONIA HA ESTADO CON ENTEL."	"2019_q2"
"5474"	"ELQjYxo9Fpw6"	"AV"	"Hombre"	"7"	"PORQUE ES UNA EMORESA CON BUENA COBERTURA BUENA CALIDAD DE SERVICIO Y SON CLAROS EN SUS CUENTAS POR ESO PORQUE EN REALIDAD TIENE BUENA COBERTURA EN GENERAL EN TODA LA ZONA"	"2019_q2"
"5475"	"h5wzFFLbZ59L"	"Mas"	"Hombre"	"5"	"PORQUE EL CAMBIO DE EQUIPO RESULTA MUY ENGORROSO Y CARO PARA OBETNER MEJORES EQUUIPOS HAY QUE CAMBIARSE DE COMPAÑIA"	"2019_q2"
"5476"	"7sIk4XLOOIfH"	"Mas"	"Hombre"	"5"	"MALA COBERTURA NO TENGO SEÑAL EN TODOS LADOS DONDE TRABAJO"	"2019_q2"
"5477"	"6sGJMT1oW0Uo"	"MV"	"Hombre"	"6"	"POR EL SERVICIO QUE NUNCA TIENE PROBLEMA AL SERVICIO MOVIL GENERAL HA SIDO SEÑAL DENTRO Y FUERA DE  CHILE ES DE FASIL ACCESO DE PLATAFORMA DE TANECION AL CLIENTE"	"2019_q2"
"5478"	"OP8Q8DR3JUGn"	"Mas"	"Hombre"	"6"	"PORQUE HE TENIDO BASTANTES PROBLEMAS DE COBERTURA Y ME GUSTARIA QUE FUERA MEJOR LA COBERTURA."	"2019_q2"
"5479"	"zy9gkia3MFUM"	"MP"	"Hombre"	"6"	"SIEMPRE ES POSIBLE QUE ES LO MEJOR, SIEMPRE SE PUEDE EN GENERAL EL SERVICIO ES BUENO PERO AVECES TIENE CARENCIAS ESO QUEIRE DECIR QUE ALGO FALLO ALGO NO SE CUIDO, EJEMPLO SI YO OCUPO LA BANDA ANCHA AUNQ POCO LA OCUPE ME BAJA LA CAPACIDAD Y IGUAL TE SIGUEN COBRANDO ESO HAY QUE MEJORAR."	"2019_q2"
"5480"	"CAxMPZQ3hHLm"	"Mas"	"Hombre"	"7"	"PORQUE NO  TENIDO PROBLEMA SIEMPRE ESTÁN PONIENDO CAPACITACIONES PARA LOS MICRO EMPRESARIOS"	"2019_q2"
"5481"	"ySpbtpopMUtv"	"MP"	"Hombre"	"4"	"PORQUE HA IDO PERDIENDO COBERTURA EN LAS ZONAS DONDE NECESITO OPERAR"	"2019_q2"
"5482"	"BFreGQ5QWLgl"	"MasPrem"	"Hombre"	"7"	"CUMPLE CON TODO LO SOLICITADO EN PRECIOS Y TODO"	"2019_q2"
"5483"	"G1kO7HO3dnle"	"MV"	"Mujer"	"6"	"PORQUE LA VERDAD ES QUE NOS HAN  QUITADO UN MONTON DE GARANTIAS ANTES SI QUERIA CAMBIAR DE TELEFONO NO LOS DABAN Y TENIAN MEJORES OFERTAS DE APARATOS"	"2019_q2"
"5484"	"Ua7mmvqKYju1"	"Mas"	"Mujer"	"7"	"Tiene buena captación en todos los lugares no tiene problema con recepción en precios ha estado un poco mas alto que en otras compañía este ultimo tiempo."	"2019_q2"
"5485"	"3shkPOansBtA"	"AP"	"Hombre"	"7"	"PORQUE A LA FECHA NO HEMOS TENIDO PROBLEMAS CON RESPECTO A COBERTURA"	"2019_q2"
"5486"	"OJ38GnfyPlrd"	"Mas"	NA	"4"	"ENTEL PORQUE NUNCA SE HAN PREOCUPADO DE COMUNICARSE CONMIGO PARA OFRECERME ALGUN SERVICIO O MEJORAS EN EL QUE TENGO"	"2019_q2"
"5487"	"Pl8kLxnDMnEO"	"Mas"	"Hombre"	"7"	"PORQUE BÁSICAMENTE NO TENEMOS PROBLEMAS DE SEÑAL NOS INTERESA DATOS Y SEÑAL MOVIL"	"2019_q2"
"5488"	"bs8uOqRd2xLc"	"MV"	"Hombre"	"7"	"POR QUE CADA VEZ QUE ACUDO A PLATARFORMA LA INFORMACION ES BUENA. BUENA EN GENERAL, NO HAY NADA QUE ME HAGA PONER ALGUN PERO"	"2019_q2"
"5489"	"KYvWmHrpCgOo"	"MV"	"Mujer"	"7"	"PORQUE EL SERVICIO QUE TENEMOS ES BUENO QUE NO TENEMOS FALLAS NO TENEMOS CORTES DE LAS COMUNICACIONES EL SERVICIO ES BUENO RESUMINDO ES BUENO"	"2019_q2"
"5490"	"rTRzO6Y4J3Bg"	"MV"	"Hombre"	"6"	"PORQUE ME GUSTARIA QUE ME PRESTARAN OTRO TIPO DE PRESTACIONES LA COBERTURA ESTA BIEN QUE ME PUDIERA DAR MAS FACILIDAD DE EQUIPOS"	"2019_q2"
"5491"	"Zs6frxRfCOky"	"AV"	"Hombre"	"6"	"POR QUE IGUAL HAY COSAS QUE NO ME HAN DADO SOLUCION, QUE A VECES PIDO REBAJA DE LA CUENTA Y SE DEMORAN EN DARLE RESPUESTA EN BREVEDAD"	"2019_q2"
"5492"	"dkfbu03PvQx5"	"MV"	"Mujer"	"4"	"POR QUE ES MALA LA SEÑAL, SE DESCONECTA Y NO ENTRAN LAS LLAMADAS."	"2019_q2"
"5493"	"m6QlyDYVqODa"	"MP"	"Hombre"	"6"	"PORQUE 100 POR CIENTO NO ES PERFECTO HAY LUGARES EN DONDE SE CORTA LA COMUNICACION SE CORTA FUNDAMENTALMENTE EN LOS SECTORES RURALES"	"2019_q2"
"5494"	"qINkjx5rvc8v"	"Mas"	"Hombre"	"6"	"NO RECUERDA EN ESTE MOMENTO LO QUE LE OCURRIO"	"2019_q2"
"5495"	"kRhG0W8aFkG0"	"AV"	"Mujer"	"6"	"QUE RERREPNTE HACEMOS SOL QUE LA FASCTUR ALLEGUE AUN CORREO Y LLEGO OTRO CORREO PERO SON RAIDOS EN CONTESTAR SOLO POR ESO SINO L EHUB PUESTO UN SIETE"	"2019_q2"
"5496"	"jvoMNJ0Rboa6"	"Mas"	"Hombre"	"5"	"POR QUE DE REPENTE NO ME ES CIEN POR CIENTO NO SIEMPRE ES EFICIENTE DE REPENTE NO SE PUEDE ABRIR CORREOS CUANDO NECESITA WHASAPEAR O HABLAR POR TELEFONO O ENVIAR UN CORREO FALLA DE REPENTE POR LO MENOS UN PAR DE VECES AL MES EN CUALQUIER LUGAR DONDE DEBERIA HABER FUNCIONAMIENTO A VECES NO FUNCIONA"	"2019_q2"
"5497"	"slpFeEU4ao42"	"AV"	"Hombre"	"6"	"PORQUE NO HAY COBERTURA EN LA CALERA"	"2019_q2"
"5498"	"svLWReI1Gw09"	"AV"	NA	"6"	"PORQUE 7 ES MUCHA PERFECCION Y NO ENCUENTRA QUE SEA TANTO"	"2019_q2"
"5499"	"UTf2hUvC5btJ"	"AV"	NA	"6"	"PORQUE ES BUEN SERVICIO EN GENERAL TELEFONÍA MÓVIL ROAMING EN TODO EN GENERAL"	"2019_q2"
"5500"	"8AleYlAOwvOg"	"MV"	"Hombre"	"6"	"PORQUE HA DADO BUEN RESULTADO PORQUE TANTO YO COMO EL RESTO QUE TENEMOS EL SERVICIO VIAJAMOS A DISTINTOS LUGARES Y HAY COBERTURA Y SIN PROBLEMAS DE SEÑAL EL SERVICIO NO HE TENIDO PROBLEMAS EL INTERNET TAMBIÉN HA FUNCIONADO BIEN"	"2019_q2"
"5501"	"CS7XSPvuMzD6"	"MP"	NA	"5"	"LA SEÑAL ES BIEN BUENA PERO LA ATENCION AL CLIENTE EN TRATAR DE OPTIMIZAR LA CUENTA UN EUQIPO QU ENO TIENE EMOVIMIENTO"	"2019_q2"
"5502"	"nVeCMnKZzwYI"	"Mas"	"Mujer"	"5"	"PORQUE POR PRECIO ES MÁS CARA QUE EL RESTO EN ALGUNOS ÍTEMS COMO EL COSTO EN GENERAL UN TELÉFONO YO HE SABIDO QUE OTRAS EMPRESAS POR EL MISMO SERVICIO COBRAN MENOS"	"2019_q2"
