"encriptado"	"seg_gol"	"seg_corfo"	"p3 pensando en su cuenta empresa, en general, con escala 1 a 7, donde 1 = muy insatisfecho y 7 = muy satisfecho, ¿cuán satisfecho está usted con entel?"	"p4 ¿por qué evalúa con esa nota?"	"bench"	"fecha_bench"
"3841"	"KZYO2tjqauUS"	"Mas"	"PEQUEÑA"	6	"PORQUE NO HE TENIDO MUCHA DIFICULTAD CON INTERNET Y LAS LLAMADOS,NO SE CAE EL SISTEMA HA SIDO CONSTANTE LA SEÑAL ,"	"movil"	"2020_q1"
"3842"	"nGOCMrzInZCX"	"Mas"	"GGEE"	6	"LOS TELEFONOS EN GENERAL FUNCIONAN  BIEN  YO VEO  POCA   PREOCUPACIÓN  POR  LOS  CLIENTES  ANTIGUOS  DANDO  MEJORES PRECIOS   CUANDO  LOS HAY.   ES UNA CONVERSACIÓN ETERNA DE UNA HORA PARA QUE TE BAJEN  LOS PRECIOS"	"movil"	"2020_q1"
"3843"	"W5QxhjwWVkIn"	"Mas"	"PEQUEÑA"	7	"POR QUE ESTUVE EN ENTEL Y ES MUY BUENA EMPRESA, QUE TIENE BUENA COBERTURA, Y CUANDO TENGO REQUERIMIENTO DE MAS GIGAS O MAS MINUTOS ESTAN ATENTOS, O SI NECESITO SACAR OTRO TELEFONO"	"movil"	"2020_q1"
"3844"	"0OH5yUWhWFuR"	"Mas"	"PEQUEÑA"	7	"PORQUE NUNCA HE TENIDO PROBLEMA DE SEÑAL NUNCA NINGUN PROBLEMA,POR LA ATENCION AL CLIENTE NINGUN PROBLEMA CUANDO LLAMO NO HE  TENIDO NADA"	"movil"	"2020_q1"
"3845"	"3r92OPhdH2eM"	"Mas"	"MICRO"	7	"NO HE TENIDO  PROBLEMAS CON  LA  COMPAÑIA EN GENERAL. ME ENTREGAN TODO  EL  SOPORTE QUE NECESITO  CUANDO LO NECESITO"	"movil"	"2020_q1"
"3846"	"kzHH55nPxzzi"	"MP"	"PEQUEÑA"	7	"PORQUE LO AYUDA EN TODO LO QUE  NECESITA , O SEA LOS  PLANES"	"movil"	"2020_q1"
"3847"	"jtNIXCfcTkHv"	"MasPrem"	"PEQUEÑA"	4	"TENGO MALA SEÑAL, LOS VALORES  SON  MAS CAROS QUE LA COMPAÑÍA  QUE ESTABA ANTERIORMENTE.  Y  LA  EJECUTIVA  DESIGNADA NUNCA ME CONTESTA  LOS CORREOS NI LLAMADAS TELEFÓNICAS"	"movil"	"2020_q1"
"3848"	"t8S1CMFJ9qXw"	"Mas"	"PEQUEÑA"	6	"EL INTERNET AVECES ES LENTO, SOMOS UNA EMPRESA DE INGENIERIA CARGAMOS MUCHA INFORMACION Y ALLI SE NOS PONE LENTO."	"movil"	"2020_q1"
"3849"	"uTvbZEuU5Rub"	"Mas"	"PEQUEÑA"	7	"HE ESTADO CON ENTEL UNOS 25 AÑOS NUNCA HE TENIDO PROBLEMAS"	"movil"	"2020_q1"
"3850"	"XWVuWzYvqKIs"	"Mas"	"PEQUEÑA"	6	"LA ENCUENTRO BUENA, ENCUENTRO BUENO EL SERVICIO AL CLIENTE, CUANDO UNO TIENE UN PROBLEMA LLAMA POR TELÉFONO Y TRATAN DE RESOLVER, SINO LO LLAMAN HASTA QUE QUEDE RESULETO. COSA DISTINTA CON MOVISTAR O CLARO."	"movil"	"2020_q1"
"3851"	"pWYHQRZKywvf"	"MV"	"GGEE"	7	"PORQUE HASTA AHORA HO HE TENIDO NINGÚN INCONVENIENTE. NO HE TENIDO PROBLEMAS DE CONTACTO, LOS EJECUTIVO SOLUCIONAN RÁPIDO."	"movil"	"2020_q1"
"3852"	"ETMPDDRPGQDH"	"Mas"	"MICRO"	5	"PORQUE HAY LUGARES DONDE NO TENGO SEÑAL POR EJEMPLO CUANDO SALGO FUERA DE SANTIAGO EN CAMPO O PLAYAS NO HAY COBERTURA"	"movil"	"2020_q1"
"3853"	"MiBEYm2s626W"	"AP"	"MEDIANA"	6	"PORQUE CREO QUE SIEMPRE SE PUEDE MEJORAR"	"movil"	"2020_q1"
"3854"	"PbmHLIllvGWn"	"Mas"	"PEQUEÑA"	7	"PORQUE LA ATENCION POST VENTAS ES MUY BUENA LA ASESORÍA QUE TE DAN AL MOMENTO DE HACER LA CONTRATACIÓN  ES EXCELENTE Y PARA LA  ZONA EN DONDE ESTOY ES LA ÚNICA EMPRESA QUE ME DA COBERTURA,LAS TARIFAS SON CONVENIENTES, LA ATENCION EN SUCURSAL AL MOMENTO DE HACER LA COMPRA Y LA CONTRATACIÓN Y LA ATENCIÓN DEL CALL CENTER EN GENERAL PARA EMPRESA ES MUY BUENO"	"movil"	"2020_q1"
"3855"	"A0DFzBNjEyjh"	"Mas"	"PEQUEÑA"	6	"POR QUE ESTOY BASTANTE SATISFECHA"	"movil"	"2020_q1"
"3856"	"gle8dJgLqTRs"	"Mas"	"PEQUEÑA"	7	"PORQUE TENGO COBERTURA EN TODAS PARTES ES BARATOS,EN TODOS LOS LUGARES QUE YO ME MUEVO CAMPO MONTAÑA ETC,POR ESO NO SIGNIFICA QUE NO ES COSTOSO"	"movil"	"2020_q1"
"3857"	"MzFDT2BjVUkh"	"Mas"	"PEQUEÑA"	5	"EL SERVICIO ES RÁPIDO PERO NO HAY BENEFICIOS PARA LAS EMPRESAS."	"movil"	"2020_q1"
"3858"	"7r05QnXb9BrJ"	"AP"	"MEDIANA"	5	"PORQUE YO CREO QUE POR LO QUE YO CANCELO Y TODO DEBERIA TENER UN MEJOR SERVICIO,UN MEJOR TRATO, LO QUE PASA ES QUE DE REPENTE YO SOLICITO ALGUNAS VENTAJAS Y NO SE ME DA, PIDO CAMBIO DE EQUIPOS Y CUESTA MUCHO CONSEGUIR EL CAMBIO DE EQUIPOS.NOSOTROS TENEMOS ASIGNADO UN EJECUTIVO Y CUESTA MUCHO COMUNICARSE,A RAIZ DE TODO LO QUE YO ADMINISTRO DEBERIA TENER UN POQUITO MEJOR."	"movil"	"2020_q1"
"3859"	"JjiKflxlWMai"	"MP"	"PEQUEÑA"	7	"EL SERVICIO EN GENERAL, TENGO UNA BUENA PERSONA QUE ME AYUDA CON LOS REQUERIMIENTOS, TENGO BUENA SEÑAL, EL EJECUTIVO CADA VEZ QUE TENGO UNA DUDA O QUE NECESITO ALGO ME ASESORA BIEN."	"movil"	"2020_q1"
"3860"	"W9jcsgIZ5kIg"	"Mas"	"PEQUEÑA"	7	"PORQUE ESTA RECIÉN EMPEZANDO CON LA COMPAÑÍA LLEVA 2 MESES,SIN PROBLEMAS DE INTERNET"	"movil"	"2020_q1"
"3861"	"XCMHszYJGtmE"	"Mas"	"PEQUEÑA"	7	"PORQUE YO CREO QUE HA FUNCIONADO BIEN, CADA VEZ QUE HEMOS REQUERIDO SERVICIOS, SERVICIOS INTERNACIONALES LA COMUNICACIÓN NUNCA FALLA"	"movil"	"2020_q1"
"3862"	"9iWr8Oc7bYqa"	"Mas"	"PEQUEÑA"	6	"PORQUE EL SERVICIO ES BASTANTE BIEN, LA COBERTURA NO ES LA MÁS EFICIENTE COMO QUISIERAMOS"	"movil"	"2020_q1"
"3863"	"I4slN3Kilz4L"	"Mas"	"PEQUEÑA"	6	"POR QUE AVECES SE CAE EL SISTEMA,
AVECES ESTAMOS SIN SEÑAL O CUESTA COMUNICARSE CON LA COMPAÑIA"	"movil"	"2020_q1"
"3864"	"cuNB8fprWfY1"	"Mas"	"PEQUEÑA"	6	"MAS QUE NADA PORQUE SON ALGO LENTOS EN LA ENTREGA DE INFORMACION Y ESAS COSAS,INFORMACION CUANDO UNO LLAMA POR TELEFONO ES LENTO DESDE QUE UNO ESPERA HASTA QUE LE DAN LA RESPUESTA."	"movil"	"2020_q1"
"3865"	"jQjzsMPhluX0"	"Mas"	"MICRO"	5	"PORQUE LA COBERTURA NO ES TAN BUENA EN DONDE VIVO, QUE HAY LUGARES PONGO EL TELEFONO DENTRO DE LA CASA Y QUEDA SIN SERVCIO"	"movil"	"2020_q1"
"3866"	"3QGfuGCK8BQi"	"Mas"	"PEQUEÑA"	6	"POR EL SERVICIO, BUEN SERVICIO.
BUENA SEÑAL"	"movil"	"2020_q1"
"3867"	"gfDir9dAC6ao"	"AP"	"GGEE"	7	"NUNCA HE TENIDO PROBLEMAS"	"movil"	"2020_q1"
"3868"	"AJz5LND8lUpM"	"Mas"	"PEQUEÑA"	7	"PORQUE NO TIENE PROBLEMAS, BUENA COBERTURA ,BUENA SEÑAL, BIEN EN LOS PAGOS,BUENA ATENCION"	"movil"	"2020_q1"
"3869"	"h9UbSg8lzFNR"	"Mas"	"PEQUEÑA"	6	"EN GENERAL EL SERVICIO BUENO, A VECES TIENE SATURACION NO LLEGA BUENA SEÑAL EN ALGUNOS SECTORES COSAS MÍNIMAS."	"movil"	"2020_q1"
"3870"	"Grj8U8KUfzup"	"AV"	"GGEE"	7	"PORQUE ME SIENTO SATISFECHO CON EL TRATO ME SIENTO SATISFECHO EN LA MANERA QUE ME RESUELVEN LOS PROBLEMAS CUANDO LOS TENGO"	"movil"	"2020_q1"
"3871"	"qajShwoqxgBY"	"Mas"	"PEQUEÑA"	5	"PORQUE TIENE UNA SOLA OFICINA, CUANTO UNO LLAMA POR TELÉFONO NO CONTESTAN, Y LAS CUENTAS ME ESTÁN COBRANDO LO QUE NO CORRESPONDE."	"movil"	"2020_q1"
"3872"	"er6QDfdP4qAa"	"Mas"	"MICRO"	6	"PORQUE A VECES SE CAE LA SEÑAL PERO ES MUY RARO PERO LA PERFECCION ES DIFICIL ANTES TENIA MOVISTAR Y ERA COMPLICADO POR LA SEÑAL 
RARA VEZ SE CAE LA SEÑAL EN LUGARES LEJANOS"	"movil"	"2020_q1"
"3873"	"uCjIA4vZnq1M"	"Mas"	"PEQUEÑA"	6	"en general  satisfecho no es perfecta."	"movil"	"2020_q1"
"3874"	"Nf94PEkBVeh3"	"Mas"	"MICRO"	6	"A VECES NO TENGO MUY BUENA COBERTURA E INTERNET, POR EJEMPLO EN EL LUGAR DONDE VIVO LA COBERTURA ES MUY ESCASA."	"movil"	"2020_q1"
"3875"	"QMTZC4GkmrmT"	"AP"	"GGEE"	7	"POR QUE SON RAPIDOS EN ATENDER , LA POS VENTA ES BUENA TIENE COMO VARIAS MODELOS DE EQUUIPO LA FACTURACION ES CLARA BASICAMENTE ES POR LA POST VENTA , LA PAGINA WEB FUNCIONA BIEN SE PUEDE PAGAR POR LA PAGINA ME PARECE BUENA"	"movil"	"2020_q1"
"3876"	"cPfhzb2TwGPH"	"Mas"	"MICRO"	7	"PORQUE ME OFRECEN BUEN SERVICIO,CUANDO NECESITO SOLUCIONAR UN PROBLEMA  ME HACEN UN COBRO JUSTO ME CAMBIAN LOS EQUIPOS CUANDO TENGO PROBLEMAS, TIENEN MUY BUEN SERVICIO"	"movil"	"2020_q1"
"3877"	"OPwEtXitIaN0"	"MV"	"PEQUEÑA"	5	"PORQUE AVECES TENEMOS PROBLEMAS DE COBERTURA LO QUE PASA ES QUE EL LOS ANGELES ESTAMOS AFUERA DEL RANGO DE LA COBERTURA"	"movil"	"2020_q1"
"3878"	"tK9rfOg3ZhLU"	"AV"	"GGEE"	5	"PORQUE  HE TENIDO  VARIOS  INCONVENIENTES  CON ELLOS. SE HIZO  UN ACUERDO  DESPUES LO CAMBIARON.  CAMBIAN  LAS CONDICIONES  SIN  CONSULTAR Y  OTRAS COSAS QUE PASARON   CUANDO   NOS CAMBIAMOS  DE OFICINA.  NOS  CAMBIAN   DE EJECUTIVO CONTANTEMENTE  4  VECES  DURANTE EL 2019 EN 6  MESES. DESGASTANTE.  LA  ATENCION  POSTEVENTE, CUANDO UNO QUIERE  HACER CAMBIO DE CELULAR  PARA  GERENTES  UNO LOGRA  UNA  RELACION  OCN EL  EJECUTIVO .  MAL.  MUCHOS MALOS RATOS CON ELLOS"	"movil"	"2020_q1"
"3879"	"fPxkf1zqBJQc"	"Mas"	"MICRO"	4	"A CUALQUIER EMPRESA LO VALORARÍA IGUAL. HACEN UNA TREMENDA OFERTA QUE NUNCA DAN. LA SEÑAL ES PÉSIMA, PERO EN EL CAMPO SOLO TOMA ESTA, SOLO ESTÁN PENDIENTE DE LOS COBRO PERO NO SE PREOCUPAN DE LA CLIENTELA"	"movil"	"2020_q1"
"3880"	"3Q5mh1XqpDM3"	"AV"	"GGEE"	7	"PORQUE EL SERVICIO ES BUENO EN LAS INSTALACIONES, NO TENGO CORTE, NI CAIDAS DE SEÑAL EN LA ZONA"	"movil"	"2020_q1"
"3881"	"hlrsWgNLr3fA"	"Mas"	"PEQUEÑA"	6	"PORQUE ESTOY SATISFECHO, EL SERVICIO ES BUENO NADA QUE DECIR."	"movil"	"2020_q1"
"3882"	"eAy08EmrqOG0"	"AV"	"GGEE"	5	"PORQUE LA VERDAD QUE HA BAJADO BASTANTE LA CALIDAD, ANTES ERA MUCHO MAS RAPIDA PARA RESOLVER LOS PROBLEMAS LAS NECESIDADES HOY DIA HA IDO BAJANDO SE HA PERDIDO ESE LAZO."	"movil"	"2020_q1"
"3883"	"S5yE6Ktfnhlf"	"Mas"	"PEQUEÑA"	6	"NO HEMOS TENIDO MAYORES COMPLICACIONES, SOLO CUANDO SALIMOS DE SANTIAGO QUE SE CAE LA SEÑAL, DEJO DE RECIBIR LLAMADAS Y DEJO DE RECIBIR INTERNET"	"movil"	"2020_q1"
"3884"	"JfdXOkr3glqr"	"Mas"	"PEQUEÑA"	7	"ENTREGAN UN BUEN SERVICIO, LA SEÑAL ES BUENA, TANTO DE TELÉFONO COMO DE INTERNET, NUNCA SE CAE, ES BASTANTE ESTABLE."	"movil"	"2020_q1"
"3885"	"o8uMSnqRaOS2"	"MV"	"PEQUEÑA"	6	"PORQUE LLEVO MUCHISIMOS AÑOS CON ELLOS CONSIDERO QUE ES UNA BUENA EMPRESA  LLEVAMOS MAS DE A 15 AÑOS ,POR LA ATENCION Y SERVICIO AL CLIENTE."	"movil"	"2020_q1"
"3886"	"P49fJB8O8gGN"	"Mas"	"PEQUEÑA"	6	"PORQUE EN TÉRMINOS FACTURAS A TIEMPO, BUENA COBERTURA, FUNCIONA IMPECABLE, SOLO QUE TE DEBEN MEJORAR LOS PLANES ESTAR MAS ATENTO AYUDAR A MAXIMIZAR EL PLAN QUE TIENEN LAS EMPRESAS."	"movil"	"2020_q1"
"3887"	"AWATXbLrqwZW"	"Mas"	"PEQUEÑA"	7	"PORQUE TENEMOS BUENA SEÑAL. TRABAJAMOS EN DECIMO SEGUNDA REGION Y DECIMA. ECONOMIZAN SERVICIO"	"movil"	"2020_q1"
"3888"	"bVoPM4BP9b1l"	"Mas"	"PEQUEÑA"	6	"SI LOS PLANES FUERAN MAS ECONÓMICOS SERIA UN 7, EN OTRAS COMPAÑÍAS PLANES CON LAS MISMAS CARACTERÍSTICAS MAS ECONÓMICOS, SIGO CON ENTEL POR SEÑAL, PERO POR ESTA NUEVA LEY QUE SIGNIFICARÍA BUENA SEÑAL PARA TODOS NO SE SI SEGUIRÍA CON ENTEL."	"movil"	"2020_q1"
"3889"	"TgoxXuRE3UAK"	"Mas"	"MICRO"	7	"POR QUE HASTA AHORA NO HE TENIDO NINGÚN PROBLEMA"	"movil"	"2020_q1"
"3890"	"0MIOrSofVESd"	"Mas"	"PEQUEÑA"	7	"PORQUE LA CONEXIÓN ES BUENA, EL PRECIO ES BUENA  Y LA ATENCIÓN EN CASO   DE  PROBLEMAS TAMBIÉN ES BUENA."	"movil"	"2020_q1"
"3891"	"pOjF3GE6OYTp"	"Mas"	"MICRO"	5	"porque deberian mejorara un tema de señal telefonico"	"movil"	"2020_q1"
"3892"	"B9GykCCwtmxe"	"Mas"	"MICRO"	2	"PORQUE EN EL FONDO SOMOS CORRECTOS CON PAGOS Y NUNCA NOS DAN RESPUESTAS  SE VAN LA SEÑAL 2 O 3 VECES A LA SEMANA Y EL EQUIPO ES NUEVO , NUNCA ENTREGAN FACTURAS POR EMAIL ESO ES UNA DE LAS PERDIDA QUE TENGO AL FINAL DE MES CON EL CONTADOR NO PUEDO JUSTIFICAR ESTE GASTO"	"movil"	"2020_q1"
"3893"	"v7CGrm3Q1eFI"	"AV"	"GGEE"	7	"PORQUE ESTOY SATISFECHO CON EL SERVICIO CUMPLEN CON EL SERVICIO"	"movil"	"2020_q1"
"3894"	"UOLAFKgAnNkH"	"Mas"	"MICRO"	7	"PORQUE LA  COBERTURA ES ESTABLE , ES LA GRAN  DIFERENCIA CON LAS OTRAS COMPAÑÍAS"	"movil"	"2020_q1"
"3895"	"kBXvMCwX5Eu2"	"Mas"	"MICRO"	4	"el servicio de Internet móvil se cae, no es estable, nos quedamos sin señal, se cae, no logramos poner un Internet continuo."	"movil"	"2020_q1"
"3896"	"oTofFY1FvxYt"	"Mas"	"PEQUEÑA"	7	"PORQUE  NO HE TENIDO  PROBLEMA ALGUNO DE CONECTIVIDAD.  EL VALOR  DE LOS  PLANOS QUE  SON  MAS BARATOS EN RELACIÓN A LOS ANTERIORES  COMPAÑIAS CON LA QUE TENIA CONTRATO."	"movil"	"2020_q1"
"3897"	"P73kj6gcL7P1"	"Mas"	"MICRO"	5	"PORQUE NO HAN TOMANDO MEDIDAS NECESARIAS PARA APOYAR A LOS EMPRENDIMIENTOS, BAJAR UN POCO EL PLAN, AUMENTAR BENEFICIOS"	"movil"	"2020_q1"
"3898"	"kYoD26N20Uyv"	"Mas"	"PEQUEÑA"	6	"PORQUE EN GENERAL NO HE TENIDO PROBLEMAS EN ALGUNOS SECTORES FALLA NO TENGO COBERTURAS PARA LLAMADAS O INTERNET NOSOTROS TRABAJAMOS EN TERRENO Y NECESITAMOS TENER COBERTURA PARA COMUNICARNOS"	"movil"	"2020_q1"
"3899"	"dAVvOpbafsbD"	"Mas"	"MICRO"	7	"PORQUE NO A TENIDO PROBLEMAS CON  CAÍDA DE INTERNET NI DE BANDA ANCHA , EN PUERTO DE SAN ANTONINO NO SE CAE LA SEÑAL, LA SEÑA  NO SE PIERDE COMO OTRAS COMPAÑÍAS"	"movil"	"2020_q1"
"3900"	"aLOu4IydnMWl"	"Mas"	"MICRO"	6	"PORQUE GENERAL ATIENDEN BEN LA COBERTURA ES BUENA NO E TENIDO PROBOLEMAS"	"movil"	"2020_q1"
"3901"	"WCBVkByRUYT0"	"Mas"	"MICRO"	6	"TIENEN BUEN SERVICIO, BUENA COBERTURA, NO ES TAN CONVENIENTE EN RELACIÓN A OTRAS, A PRECIOS EN REALIDAD, SON MAS ALTOS QUE EL RESTO DE LAS COMPAÑÍAS PERO ENTREGAN UN BUEN SERVICIO."	"movil"	"2020_q1"
"3902"	"g7zPZuBl9gva"	"Mas"	"MICRO"	6	"NO HE TENIDO PROBLEMAS CON ENTEL PERO ME GUSTARIA TENER MAS OFERTAS CON EQUIPOS HE VISTO QUE EN OTRAS COMPAÑIAS SE HAN CAIDO CONSTANTEMENTE Y EN REALIDAD COMO NO HE TENIDO PROBLEMAS DE SERVICIO NO HE TENIDO NECESIDAD DE LLAMARLO LOS LLAME UNA VEZ PARA CORREGIR EL NOMBRE DE LA RAZON SOCIAL"	"movil"	"2020_q1"
"3903"	"uh5cqiHz0hkA"	"Mas"	"PEQUEÑA"	7	"YO TENGO SOLAMENTE CELULAR Y EL INTERNET DEL CELULAR Y NO TENGO PROBLEMAS CON LA SEÑAL EN GENERAL E TENIDO OTRAS COMPAÑÍAS PERO ES MEJOR ENTEL"	"movil"	"2020_q1"
"3904"	"MyZvSeaocRzx"	"Mas"	"MEDIANA"	6	"PORQUE IGUAL TENGO PROBLEMAS CON LA SEÑAL ,A VECES UNO ESTA HABLANDO POR TELEFONO Y NO SE SI ESTA COLAPSADA LAS LINEAS O NO SE Y NO TOMA A VECES."	"movil"	"2020_q1"
"3905"	"I5fsLZ9PUIfY"	"Mas"	"MICRO"	5	"PORQUE A VECES TENEMOS PROBLEMAS CON ENTEL, COBROS MUY ALTOS MUY ELEVADOS  ,   NO TIENEN POSIBILIDAD DE CAMBIO DE EQUIPOS HASTA EN UN AÑO O  EN AÑO Y MEDIO NO SE PUEDE ANTES ,A VECES SE CAEN O  LOS ROBAN , PERO  NO HAY CASO NO  HAY UN APOYO EN ESO"	"movil"	"2020_q1"
"3906"	"3FrwIcxRRONO"	"Mas"	"PEQUEÑA"	3	"CUANDO NECESITO ALGO DE PARTE DE ELLOS ME ES MUY DIFICIL COMUNICARME Y ME ATIENDEN SOLO MAQUINAS"	"movil"	"2020_q1"
"3907"	"UbLRykC1Gh6d"	"AP"	"MEDIANA"	7	"NUNCA HEMOS TENIDO PROBLEMAS DE SEÑAL, NI CON EL SERVICIO, CUANDO HEMOS TENIDO QUE HACER REBAJAS ME LAS HAN HECHO SIN HACER PROBLEMAS, DONDE NOSOTROS TRABAJAMOS HAY PROBLEMAS DE SEÑAL, HAY COMPAÑÍAS QUE NO LLEGAN."	"movil"	"2020_q1"
"3908"	"k0iKWXlNUt6B"	"Mas"	"MICRO"	5	"NO ME PUEDE INDICAR EN GENERAL AL COMUNICARSE UNO SE CANSA CON LA GRABADORA"	"movil"	"2020_q1"
"3909"	"i6TGntOvl5AE"	"Mas"	"MICRO"	7	"PORQUE TIENE UN BUEN SERVICIO ,BUENAS COMUNICACIÓN ,RAPIDEZ EN ATENCIÓN"	"movil"	"2020_q1"
"3910"	"vGZ9xab4zErz"	"Mas"	"MICRO"	7	"PORQUE CADA REQUERIMIENTOS DE SERVICIO ES RÁPIDO, BUEN SERVICIO  DE VENTA Y POST VENTA"	"movil"	"2020_q1"
"3911"	"dw5D1t1Vw9gW"	"Mas"	"MICRO"	5	"HAY SECTORES EN QUE NO TENGO SEÑAL POR LA ANTENA Y QUEDO SIN INTERNET Y SIN TELEFONÍA"	"movil"	"2020_q1"
"3912"	"9zqaBFrFRuZW"	"Mas"	"MICRO"	6	"PORQUE NO HE TENIDO MAYORES PROBLEMAS CON ENTEL."	"movil"	"2020_q1"
"3913"	"IivfEz3P9D1m"	"Mas"	"MICRO"	6	"PORQUE HAY DETALLES A VECES QUE DEBERÍAN SER MEJORADOS O MÁS BENEFICIOS. DARLE MAS OPCIONES"	"movil"	"2020_q1"
"3914"	"E9PstBATT0aq"	"Mas"	"MICRO"	4	"PORQUE EN ALGUNOS LADOS NO LLEGA LA SEÑAL BIEN. HAY PARTES QUE SE VA LA SEÑAL"	"movil"	"2020_q1"
"3915"	"qXKdWlxj4Dwo"	"Mas"	"MICRO"	4	"HE TENIDO PROBLEMAS EN LOS ÚLTIMOS 30 DÍAS. EN SISTEMA QUE LLEVA LOS COBROS, NO SE SI APARECO SIEMPRE COMO QUE NO HE CANCELADO LA DEDUDA Y EN TEORÍA LLEVO VARIAS SEMANAS QUE SI SE HA PAGADO. TUVE QUE ENVIAR UN CORREO CON EL VOUCHER DE PAGO PORQUE EL SISTEMA NO ARROJA QUE ESTÁ PAGADO"	"movil"	"2020_q1"
"3916"	"yScycWM6ygwy"	"Mas"	"MICRO"	7	"POR LA CONTINUIDAD DEL SERVICIO QUE SIEMPRE ESTA DISPONIBLE CUANDO SE NECESITA LA FACILIDAD EN EL PROCESO DE PAGO ES SUPER COMODO EL PROCESO DE PAGO HAN ENTREGADO MAYORES SERVICIO MANTENIENDO EL MISMO PRECIO LO SERVICIOS HAN SIDO BUENOS"	"movil"	"2020_q1"
"3917"	"UWocX5qlxYx3"	"Mas"	"MICRO"	1	"PORQUE NO TENGO COBERTURA SUFICIENTE EN TODOS LADOS ME ENTRAN MENSAJES DE QUE ALGUIEN ME ESTABA LLAMANDO Y LA LLAMADA NO ENTRO ME HAN LLEGADO COBROS QUE NO ENTIENDO DE SOBRE CONSUMO Y ESTOY SEGURO DE QUE NO TENGO SOBRE CONSUMO"	"movil"	"2020_q1"
"3918"	"X4GK9oN1aEoS"	"Mas"	"PEQUEÑA"	6	"POR QUE ESTE ULTIMO TIEMPO HA BAJADO UN POCO LA RESPUESTA DE LA BANDA ANCHA"	"movil"	"2020_q1"
"3919"	"jGiAxFgY0gj0"	"Mas"	"MICRO"	7	"NOSOTROS ESTUVIMOS CON CUARENTENA Y NO ME CORTARON LOS SERVICIOS HASTA QUE YO PUEDA ESTAR BIEN ECONÓMICAMENTE, NO PODEMOS PAGAR LA FACTURA Y NO TENEMOS TRABAJO, ME ACEPTARON EL FORMULARIO DE PRORROGA."	"movil"	"2020_q1"
"3920"	"egveqtmr9TZY"	"Mas"	"MICRO"	7	"NO HE TENIDO PROBLEMAS TIENE BUENA COBERTURA A NIVEL REGIONAL."	"movil"	"2020_q1"
"3921"	"N5M9qXaQsEsQ"	"Mas"	"MICRO"	4	"CASO PUNTUAL  NECESICITABA SABER  LA  CANTIADA DE TRAFICO  Y EXCEDENTE  Y TE MANDAN   A  UN ENCARGADO Y ESE ENCARGADO  NUNCA CONTESTA.  AL FINAL  LLEGO LA FACTURA POR LO QUE ES  Y EN EL TRANSCURSO  NECESITABA  ESA INFORMACION Y NO HABIA NUNCA RESPUESTA Y  SE QUEDABA ESPERANDO  7 MINUTOS  Y  FRACCIÓN.  EL TEMA  DEL  COSTO  DE LOS QUIPOS  ES MUY ELEVADO NO ES EL COSTO DEL MERCADO QUE UNO PUDIESE ADQUIERIR  ES BUENA SEÑAL SI ES LA MEJORCITA QUE HAY. NINGUN TIPO DE ASESORIA  SOLO  QUE UNO  PREGUNTA   YO TNEGO ENTEL SOLO  POR  LA  SEÑAL"	"movil"	"2020_q1"
"3922"	"LuzFqf3wIwqx"	"Mas"	"MICRO"	5	"COMPRE TELÉFONOS DE ALTA GAMA Y LA SEÑAL SE CORTA IGUAL SE CORTA."	"movil"	"2020_q1"
"3923"	"PXW91B9sKPyG"	"Mas"	"PEQUEÑA"	4	"LA INFORMACION ES POCO CLARA Y LA SEÑAL
LA COBERTURA ES POCO ESTABLE"	"movil"	"2020_q1"
"3924"	"HcE1qSBYvBTc"	"Mas"	"MICRO"	7	"BUEN SERVICIO AMPLIA COBERTURA PRONTA RESPUESTA LA ATENCION E INTERNET Y ESTABILIDAD DE LLAMADAS"	"movil"	"2020_q1"
"3925"	"MKo7RAQeAGc3"	"Mas"	"PEQUEÑA"	7	"PORQUE TIENE BUENA SEÑAL EN TODAS PARTES TENGO FACTIBILIDAD DE LLAMAR DE CUALQUIER LUGAR Y TENGO INTERNET EN CUALQUIER PARTE QUE NECESITO"	"movil"	"2020_q1"
"3926"	"Wb6VNTGD8vYC"	"Mas"	"MICRO"	6	"PORQUE A VECES HAY PROBLEMAS DE SEÑALES SE SATURA LA SEÑAL SE DEMORA EN CARGAR SE PONE DEMASIADO LENTO"	"movil"	"2020_q1"
"3927"	"EOVofpuzbstn"	"MV"	"GGEE"	6	"PORQUE EL SERVICIO  HA SIDO  BUENO  PERO PODRÍA SER MEJOR.  MAS FACILIDAD PARA  OBTENER CAMBIO  DE EQUIPO  O ENTREGA DE CINTAS"	"movil"	"2020_q1"
"3928"	"FgZ40yTE9dvG"	"Sin Info"	"PEQUEÑA"	5	"PORQUE EN EL ULTIMO AÑO HA BAJADO LA CALIDAD AL CLIENTE SOLUCIONAR PROBLEMAS COMPRAR EQUIPOS A BAJADO CALIDAD DE CLIENTES , SERVICIO TÉCNICO Y A CLIENTES SOLUCIONES A BANDA ANCHA PORTÁTIL SE CAE LA SEÑAL Y LA DE LOS CELULARES HA SIDO INTERMITENTE ESTE AÑO HEMOS TENIDO DOS EPISODIOS SE HA CAIDO EL INTERNET POR TODO EL DIA Y EL OTRO POR 6 HORAS HA BAJADO SU CALIDAD"	"movil"	"2020_q1"
