"V1"	"encriptado"	"seg_gol"	"p3 pensando en su cuenta empresa, en general, con escala 1 a 7, donde 1 = muy insatisfecho y 7 = muy satisfecho, ¿cuán satisfecho está usted con entel?"	"p4 ¿por qué evalúa con esa nota?"	"periodo"
"10837"	5949	"lOPNzxxbopwV"	"Mas"	"5"	"UN PAR DE VECES QUE ME LLEGAN OFERTAS TENGO QUE DECIRLE AL EJECUTIVO QUE ME LLEGO UNA OFERTA PORQUE YO ME PUSE EN CONTACTO CON ENTEL SINO NO  ACTUALIZAN EL PLAN POR PARTE INICIATIVA DE ELLOS"	"2020_q1"
"10838"	5950	"5rS42kCnONV4"	"MV"	"7"	"PORQUE TIENE BUENA SEÑAL Y ESTABILIDAD DE COBERTURA"	"2020_q1"
"10839"	5951	"YkvzMUpeefNS"	"Mas"	"6"	"PORQUE A VECES CUESTA COMUNICARSE Y DE REPENTE NO HAY BUENA COBERTURA EN CIERTAS HORAS EN MELIPILLA DENTRO DEL TODO EL DÍA  CASI SIEMPRE ES MALO NO NADA MAS"	"2020_q1"
"10840"	5952	"d6nqbMB3zuPm"	"MP"	"6"	"PORQUE ES MAS CARO"	"2020_q1"
"10841"	5953	"moyueK87VXLo"	"Mas"	"7"	"BUEN ACOBERTURA TENGO SEÑAL EN CASI TODOS LOS SITIOS DONDE VOY"	"2020_q1"
"10842"	5954	"PoMc683xtMoj"	"Mas"	"5"	"PORQUE NO SE COMO NOS VAN A TRATAR AHORA CON EL CORONAVIRUS PORQE NOSOTROS NO HEMOS PODIDO TRABAJAR Y TENDRIAMOS CUENTAS PENDIENTES, GENERALMENTE CORTAN EL SERVICIO ESPECIALMENTE LA TELEFONIA"	"2020_q1"
"10843"	5955	"yA60Wv3HHsnV"	"Mas"	"6"	"PORQUE PRESTA LO REQUIRIMIENTOS,NO ES UNT RAMITE LARGO Y AYUDA BASTAANTE"	"2020_q1"
"10844"	5956	"p4gx0cdUgXH7"	"AP"	"7"	"NO HE TENIDO PROBLEMAS"	"2020_q1"
"10845"	5957	"nM9FIfTDSORu"	"Mas"	"7"	"PORQUE RECIBO UN BUEN SERVICIO Y NO TENGO PROBLEMAS DE SEÑAL OPTENEMOS BUENOS BENEFICIOS POR LAS CANTIDADES DE LINEAS CONTRATADAS Y CUANOD  UNO TIENE PRPBLEMAS Y LO SOLUCIONAN"	"2020_q1"
"10846"	5958	"GnMv9XxLT3bm"	"Mas"	"5"	"PORQUE NO ES FÁCIL COMUNICARSE CON LA EMPRESA CUANDO UNO TIENE PROBLEMA YO TENGO UN PROBLEMA CON LA BANDA ANCHA Y NO SE COMO ARREGLARLO NO ME DAN RESPUESTA"	"2020_q1"
"10847"	5959	"wHCEntiCQ49p"	"Mas"	"7"	"TODOS LO SERVICIO FUNCIONAN BIEN POR EJ INTERNET LA VELOCIDAD ES BUENA NUNC AHE TENIDO PROBLEMA DE SEÑAL TAMPOCO DE COBERTURA HYA OTRAS CIAS QUE TIENE COBERTURA HE ESCUCHADOQUE NO TOMAN"	"2020_q1"
"10848"	5960	"RikPNWEeD7nU"	"Mas"	"7"	"TENGO BUENA SEÑAL TENGO BUENOS PRECIOS BUENA ATENCION AL CLIENTE 3 COSAS IMPORTAES"	"2020_q1"
"10849"	5961	"pf4L83qcL181"	"Mas"	"6"	"PORQUE ES BASTANTE BUENO"	"2020_q1"
"10850"	5962	"pcC0lGx5TZro"	"AP"	"7"	"PORQUE NO HE TENIDO PROBLEMAS, ENCUENTRO SOPORTE Y COBERTURA"	"2020_q1"
"10851"	5963	"77R9DTwXOe48"	"AV"	"6"	"LA EXCELENCIA ES DIFICIL, LO BUENO ES LA ATENCION ES GENIAL Y LOS REQUERIMIENTOS SE ATIENDEN EN UN TIEMPO ADECUADO"	"2020_q1"
"10852"	5964	"n6C3tPuM9mRd"	"Mas"	"5"	"PORQUE ENTEL TIENE MUY BUENA SEÑAL NO HAY PROBLEMAS NUNCA CON ESO PERO EL PROBLEMA CON ENTEL ES LA POSVENTA PARA IR A CAMBIAR LOS CELULARES ES UNA ODISEA HAY QUE PEDIR HORA HORAS ESPERANDO EL PROCEDIMIENTO CUANDO ESTAS AHI CON EL EJECUTIVO ES ETERNO PARA CAMBIAR CELULAR UNA HORA ADEMAS QUE TAMPOCO TIENEN UN EJECUTIVO X PARA QUE TE ESTE LLAMANDO A LO MEJOR ES MUCHO PEDIR UNO PARA QUE LLAME 50 COMPAÑIAS EN EL MES IMAGINO QUE PODRAN AHCERLO SABE QUE HACER UN SEGUIMIENTO SABE QUE EL PROXIMO MES SE LES VENCE SU CONTRATO CAMBIAR EL CELULAR TAMBIEN LES CONVEINE PORQUE COBRAN"	"2020_q1"
"10853"	5965	"zh8mEdfZ3nIi"	"Mas"	"4"	"ALGUNOS HAY SERVICIOS DE INTERNET MUY BAJOS DE INTERNET ES MUY LENTO EN MI CASA EN COFRI EN DONDE YO TRABAJO NO ESO NO MAS"	"2020_q1"
"10854"	5966	"cKpTBss4X08Z"	"Mas"	"5"	"QUE DEREPENTE ES MUY LENTO LA PARTE DE INTERNET Y DE REPENTE SE CORTA LA COMUNICACIONES LOS CELULARES"	"2020_q1"
"10855"	5967	"hsPJdjq1Nwyu"	"Mas"	"5"	"PORQUE DE REPENTE NO TENGO BUENA SEÑAL SE CAE NO TIENE A PESAR DE QUE YO TENGO ILIMITADO TODO NO TIENE BUENA SE CAE SE PIXELAN NO ES SIEMPRE PERO ES EN OCASIONES. EN EL SECTOR RADIAL DE CHICUREO NO HAY SEÑAL DE ENTEL."	"2020_q1"
"10856"	5968	"5a0N17o6n83e"	"Mas"	"6"	"PORQUE LA PARTE DE POSTVENTA Y ATENCIÓN AL CLIENTE ESTÁN BAJANDO LA CALIDAD DEL SERVICIO LA ATENCION AL CLIENTE TE SOLUCIONABAN LOS PROBLEMAS SUPER RAPIDO AHORA TE DERIVAN SI SE PASAN LA PELOTA Y NO NO"	"2020_q1"
"10857"	5969	"spyIfRX50eQR"	"AP"	"5"	"PORQUE EN ALGUNOS SECTORES NO TIENE DATOS Y COMUNICACION ES DEBIL SIENDO MEJOR QUE TODAS LAS OTRAS EMPRESAS ENTEL ES LA MEJOR PERO PODRIA SER MEJOR PORQUE TRABAJA EN SECTORES REMOTOS Y ES LA UNICA QUE TIENE COBERTURA LAS FALENCIA QUE TIENE ES LOS DATOS SON LENTOS EN EL SECTOR EN EL NORTE MINERA DONDE TRABAJA Y EN EL SUR SE PIERDE LA SEÑAL TRASLADOS EN PUNTO DE FAENAS DONDE NECESITA TENER COMUNICACION AHI SE PIERDE SEÑAL"	"2020_q1"
"10858"	5970	"9RClYXwDE6Zf"	"Mas"	"5"	"PORQUE ESTOY TRATANDO DE DAR DE BAJA UNA LINEA TELEFONICA Y NO HAY NINGUN PORTAL DISPONIBLE PARA DAR DE BAJA"	"2020_q1"
"10859"	5971	"nvJbHg9qAHb7"	"MV"	"5"	"POR QUE TENEMOS MALA COBERTURA EVENTUALMENTE HA TENIDO MUCHAS CAÍDAS DE SEÑAL ENTONCES NO HA SIDO LO QUE ESTÁBAMOS ESPERANDO, EN PERIFERIA DE NACIMIENTO EN LAS AFUERAS DEL PUEBLO"	"2020_q1"
"10860"	5972	"by5uhDA7laBD"	"MV"	"6"	"PORQUE NO HE TENIDO CASI NUNCA LOS PROBLEMAS, NO PUEDO EVALUAR CON 7 A UNA EMPRESA QUE IGUAL HA TENIDO PROBLEMAS DE SEÑAL"	"2020_q1"
"10861"	5973	"urSgAuw4HKkK"	"AP"	"5"	"PORQUE TENGO PROBLEMAS DE COMUNICACION CON LA SEÑAL"	"2020_q1"
"10862"	5974	"2dsGA2Rv9WsT"	"Mas"	"6"	"PORQUE ES BUENA Y SIEMPRE SE PUEDE MEJORAR MAS PERSONALIZADO Y SE REFIERAN DIRECTAMENTE A MI Y NO ME MANDEN AL MONTON"	"2020_q1"
"10863"	5975	"BvKXamToCKq3"	"Mas"	"7"	"PORQUE ENCUENTRO BIEN EL PRECIO DEL PLAN QUE TENGO"	"2020_q1"
"10864"	5976	"NQnusGnflPwR"	"Mas"	"7"	"PORQUE YO RECORRO CHILE EN MUCHAS PARTES MOVISTAR NO TINWEN SEÑAL WOM NO TIENEN SEÑAL Y ENTEL ME HA RESULTADO  BIEN"	"2020_q1"
"10865"	5977	"OGxNkh6hxpdM"	"MP"	"6"	"POR CAIDA DE SERVICIO"	"2020_q1"
"10866"	5978	"CqUlBkFbL5cV"	"Mas"	"6"	"PORQUE NO HE TENIDO INTERRUPCIONES EN EL SERVICIO ME LLEGAN LAS CUENTAS ADECUADAMENTE TENGO UNA FACTURACION QUE ME PARECE ADECUADA"	"2020_q1"
"10867"	5979	"EoQCQA5vzJi2"	"Mas"	"3"	"PORQUE ESTOY INSATISFECHO (MALA CONECTIVIDAD, MALA SEÑAL EN LOS LUGARES QUE YO QUIERA)"	"2020_q1"
"10868"	5980	"JyNpUmamutDr"	"MV"	"3"	"PORQUE LA CALIDAD DE SEÑAL Y LLAMADAS ES BAJA, SE CORTAN LAS LLAMADAS EN LAS OFICINAS. NUNCA RESPONDEN LOS REQUERIMIENTOS"	"2020_q1"
"10869"	5981	"COm99b7Nsxkg"	"Mas"	"4"	"PORQUE HAY MUCHAS PARTES DONDE SE CORTAN LAS LLAMADAS DENTRO DE UNA CIUDAD YO ENTIENDO ATRAS DE UN CERRO PERO NO EN UNA CIUDAD EL MAYOR PROBLEMA ES QUE NO HAY SEÑAL DONDE DEBIERA HABER SEÑAL"	"2020_q1"
"10870"	5982	"ArvkZSaG6gD7"	"MP"	"7"	"PORQUE ENTRE TODAS LAS COMPAÑÍAS ENCUENTRO QUE TIENE MEJOR SERVICIO AL USUARIO MEJOR CALIDAD DE SERVICIO MAYOR COBERTURA"	"2020_q1"
"10871"	5983	"Nh5WkzfnTApc"	"AP"	"6"	"PORQUE GENERALMENTE LA COBERTURA ES BIEN BUENA EN SECTORES RURALES Y TRABAJO EN SECTORES RURALES Y LA COBERTURA Y SEÑAL ANDA BIEN COBERTURA BUENA Y SERVICIO Y POST VENTA MALO"	"2020_q1"
"10872"	5984	"6z6n1WOZk2uN"	"Mas"	"5"	"PORQUE EL PLAN NO ES ECONOMICO"	"2020_q1"
"10873"	5985	"OfQIBuKr2b9p"	"MP"	"6"	"POR QUE CREO QUE SON BUENOS"	"2020_q1"
"10874"	5986	"5EJzVGPRRKdR"	"MP"	"6"	"HASTA EL MOMENTO NO HE MOS TENIDO PROBLEMAS"	"2020_q1"
"10875"	5987	"MXtYJo49CIRm"	"Mas"	"6"	"PROBLEMA DE COBERTURA NO TENGO COBERTURA EN CIERTOS EDIFICIOS ES NATURAL NO ENTRAN LAS LLAMADAS PERO ES GENERALIZADO DELA COMPAÑIAS SERVICIO APLICATIVO"	"2020_q1"
"10876"	5988	"GXfYVLS5NTnq"	"Mas"	"7"	"PORQUE LA VERDAD ME PRESTA UN UEN SERVICIO ES TRASPARENTE EN SUS COBROS Y NO TENGO PROBLEMAS DE CONECTIVIDAD"	"2020_q1"
"10877"	5989	"k7NeKeAKu3Z8"	"Mas"	"7"	"PORQUE HASTA EL MONENTO NO HA TENIDO PROBLEMAS"	"2020_q1"
"10878"	5990	"InWN2wdzFrZ4"	"AP"	"6"	"PORQUE EL PLAN QUE TENEMOS ACTUALMENTE NO DEJA RENOVAR LOS EQUIPOS"	"2020_q1"
"10879"	5991	"rqvdQOHdLQMv"	"Mas"	"6"	"PORQUE A VECES SE CAE UN POCO LA SEÑAL"	"2020_q1"
"10880"	5992	"W43zfGSsp29K"	"MV"	"6"	"PORQUE TENGO TODO BIEN PERO DE REPETENTE EN LUGAR X TIENEN MENOS SEÑAL QUE WOM POR EJEMPLO"	"2020_q1"
"10881"	5993	"pyJ0ZlhFwDIV"	"Mas"	"7"	"NUNCA HE TENIDO PROBLEMAS COMO MALA SEÑAL MALOS COBRO SIEMPRE NOS COBRAN BIEN Y NOS CAMBIAN EQUIPO"	"2020_q1"
"10882"	5994	"9hIKGCIIBpkb"	"Mas"	"7"	"PORQUE SIEMPRE TENGO SERVICIO NUNCA SE ME HA CAIDO LA SEÑAL TENGO BUEN INTERNET REDES SOCIALES FUNCIONA PERFECTO EL COSTO PASA A SEGUNDO LUGAR CUANDO UNO TIENE ESAS 3 COSAS BIEN SIEMPRE"	"2020_q1"
"10883"	5995	"Ptir5VoM1cvd"	"Mas"	"6"	"LA SEÑAL NO ES TAN BUENA COMO LA SEÑAL QUE TENIA CON MOVISTAR SOLO POR ESE CONCEPTO PERO EN GENERAL ESTOY SATISFECHO POR EL TEMA DE LOS COBROS JAMAS HE TENIDO PROBLEMAS QUE ME COBREN DE MAS"	"2020_q1"
"10884"	5996	"c00WL3hvTESN"	"Mas"	"7"	"ME GUSTA EL SERVICIO QUE TIENE ENTEL POR LA ATENCIÓN QUE TIENE AL SOLUCIONAR PROBLEMAS VÍA TELEFÓNICA"	"2020_q1"
"10885"	5997	"ESZQWsrYmIdG"	"Mas"	"7"	"PORQUE HEMOS TENIDO BUEN FUNCIONAMIENTO, NINGÚN INCONVENIENTE"	"2020_q1"
"10886"	5998	"Qwjpf5cVotJz"	"AP"	"7"	"PORQUE HASTA AHORA NO HEMOS TENIDO NINGUN PROBLEMAS CON ELLOS TODO BIE EL TELEFONO TODO BIEN EL INTERNET LOS MINUTOS TODO BIEN NO"	"2020_q1"
"10887"	5999	"ciUMiUMfNnoc"	"Mas"	"6"	"NO EXISTE SERVIOC PERFECTO HAY CIERTO SLUGRES QUE NO HAY SEÑAL CON ENTEL PERO CON ENTEL PERO CON CALRO SI HACE UN M,E SATRAS ANDUVIMOS EN EL SUR"	"2020_q1"
"10888"	6000	"ZwBSXH3XmRrc"	"MV"	"6"	"PORQUE SIEMPRE HAY ALGUNA DIFICULTAD, AVECES CONECCIONES ESTE PROBLEMAS PARA TENER BUENA CAPTACION A PESAR DE QUE ENTEL ES UNA DE LAS MEJORES"	"2020_q1"
"10889"	6001	"xpu9Q5PnRgU3"	"Mas"	"7"	"NO HEMOS TENIDO NINGUN PROBLEMA DE CONECTIVIDAD NI DE SEÑAL, PORQUE A VECES SE IBA LA SEÑAL CON OTRAS TENIAMOS PROBLEMA CON CON OTRA COMPAÑIAS  CUANDO  LLAMABAMOS"	"2020_q1"
"10890"	6002	"hOqzskRT9ReG"	"Mas"	"5"	"DE REPENTE HAY PROBLEMAS CON LA LINEA Y NO TIENE COBERTURA EN CIERTOS LADOS EN CIERTAS PARTES YO VIAJO Y EN CIERTAS PARTES DE REPENTE EN GENERALMENTE EN EL SUR NO TENGO COBERTURA NO EN ESTE MOMENTO NO ME ACUERDO EN REALIDAD"	"2020_q1"
"10891"	6003	"YXRArtPEJKcP"	"Mas"	"4"	"PORQUE TENGO EMPLEADOS QUE SOLO USAN DATOS Y NO SALDO PARA LLAMAR Y TENGO OTROS QUE SOLO USAN PARA LLAMAR Y NO DATOS Y ENTEL ME DIJO QUE PODRIA JUNTAR TODOS EN UNA BOLSA PARA ASI PODER USAR TODO LOS DATOS Y SALDO DE LLAMADAS, PERO LUEGO NO SE PUDO Y ME DIJERON QUE ESO NO SE PUEDE HACER, ENTONCES ME TOCA RECARGAR CUANDO SE LES ACABA EL SALDO CUANDO EN LAS OTRAS LINEAS AUN HAY DISPONIBLE"	"2020_q1"
"10892"	6004	"Sz8jtIhd23Rn"	"Mas"	"5"	"A VECES TENGO PROBLEM AD ECONEXION EN DIFERENTES LUGARES DONDE TRABJAO PIERDO CONEXION DE INTERNET MINERIA LUAGRES DIFERENTE CUANDO ESTOY EN CIUDAD"	"2020_q1"
"10893"	6005	"Kl2OvqAaeVnc"	"Mas"	"4"	"PORQUE TIENE MALA SEÑAL Y MALA COBERTURA EN CON CON EN QUILPUE Y EN VILLA ALEMANA EN GENERAL"	"2020_q1"
"10894"	6006	"JSEtoE9iUmxk"	"Mas"	"5"	"PAGO DEMASIADO Y NO TENGO BENEFICIOS PAGO DEMASIADO POR LA COMPETENCIA Y NO ME CAMBIO PORQUE TODOS TIENEN MI NUMERO Y TIENEN BUENA SEÑAL"	"2020_q1"
"10895"	6007	"diWOnpp2XoqY"	"MV"	"7"	"PORQUE CADA VEZ QUE LO HE SOLICITADO  HACEN RAPIDO LA ULTIMA VEZ ME HICIERON UN DESCUENTO EN EL PLAN Y YO NI SIQUIERA HE PEDIDO UN DESCUENTO ME HICIERON UN DESCUENTO EN EL PLAN QUITAR UN NUMERO AGREAGAR UN NUMERO HACER CAMBIO DE EQUIPOS,"	"2020_q1"
"10896"	6008	"zoSxcgmpyiFj"	"AP"	"1"	"PORQUE NO RESPETARON LOS CONTRATOS, LO QUE OFRECIERON PARA HACER LA PORTABILIDAD, HABIA UNA DIFERENCIA EN EL VALOR, NADIE SE HACE CARGO"	"2020_q1"
"10897"	6009	"CxDlqcWGB9nI"	"Mas"	"7"	"PORQUE TIENE BUENA COBERTURA, BUENA CALIDAD DE SEÑAL, INTERNET ESTABLE CUANDO HE REQUERIDO ALGO ME CONTESTAN RAPIDO ME HAN RESUELTO LOS PROBLEMAS QUE PUDE HABER TENIDO"	"2020_q1"
"10898"	6010	"HaDsPf3hVd4v"	"MP"	"5"	"MAS QUE NAD APOR LA POCA OFERTA EN PROMOCIONES Y DESCUENTOS, LO VALORES SON MUY ALTOS"	"2020_q1"
"10899"	6011	"IKkfrEtFxHxM"	"Mas"	"6"	"PORQUE TIENE MAS VELOCIDAD EN LAS TRANSMISIÓN  DE DATOS CUANDO UNA DESCARGA LA TRANSMISIÓN ES DE 3.5 MG POR SEGUNDO CON MOVISTAR 1.5 A 2 Y CON ENTEL ES APROXIMADO 3 ENTEL CUANDO HE LLAMADO AL CALL CENTER ME A TOCADO CHILENOS QUE ATIENDEN BIEN EN MOVISTAR ATIENDEN EXTRANJEROS NO SON EFECTIVOS SE DEMORAN MUCHO EN RESOLVER PROBLEMAS"	"2020_q1"
"10900"	6012	"hzLV4esZfw5T"	"AV"	"6"	"BUEN SERVICIO, PODRIA SER MEJUOR SI LOS PRECIOS DE LOS EQUIPOS FYERASN MAS BARATOS"	"2020_q1"
"10901"	6013	"KEaHXG0dQM14"	"MV"	"7"	"FUNCION ABIEN EL SISTEMA TELFONO PASAMOS EN DESIERTO LA RED SIEMPRE TIENE SEÑLA Y LO SEGUNDO LOS EJCUTIVOS SIEMPRE HAN SIDO PROACTIVOS RESULEVEN LOS PREOBLEM AEN FORMA RAPIDO"	"2020_q1"
"10902"	6014	"pIFcxLcavdGO"	"Mas"	"4"	"POR QUE LA SEÑAL ESTA MALA , EL INTERNET ESTA MALO SE DEMORA MUCHO EN CARGAR LAS PAGINAS EN GENERAL"	"2020_q1"
"10903"	6015	"bjgBmp16WwtD"	"Mas"	"5"	"HE IDO A LA SUCURSAL Y NO ME ATIENDEN COMO DEBE SER DEMORAN MUCHO TIEMPO EN ATENDER TE DICEN LE VOY A ENVIAR UN CORREO Y NUNCA LLEGA VICUÑA MACKENA NO"	"2020_q1"
"10904"	6016	"0NoXu8NZkAIS"	"AV"	"7"	"EL PRECIO VERSUS CALIDAD LA MEJOR LA COMPAÑIA QUE HEMOS TENIDO EN COBERTURA EN RELACION AL PRECIO"	"2020_q1"
"10905"	6017	"5EspyiZhlu6g"	"MP"	"7"	"POR EL SEÑAL SIEMPRE SESTA CONCECTADA NUNCA SE CAE BUENA ATENCION SIEMPRES TIENE BUENA DISPOSICION INTERENT Y PRESENCIAL"	"2020_q1"
"10906"	6018	"2Nnn8CFWrhS4"	"Mas"	"6"	"TENGO BUENA CONECTIVIDAD BUENA SEÑAL EN RURAL Y URBANA"	"2020_q1"
"10907"	6019	"ZRYB961zswux"	"Mas"	"6"	"POR ALGUNOS PROBLEMAS PUNTUALES DE SEÑAL Y COBERTURA NO LLEGA UN PERIODO DE QUE NO A ENTRABAN LAS LLAMADAS LAS SEÑALES ERAN BAJAS"	"2020_q1"
"10908"	6020	"8191rOWHO0dT"	"MP"	"7"	"PORQUE TODO LO QUE ES COMINIACIONES ES FLUIDO TE}NGO BUENA SEÑAL ES SERVICIO DE POST VENTA ES MUY BUENO QUE TE DAN SOLUCIONES EN FORMA INMEDIATA YO NO LO UTILIZO MUCHO LOS SERVICIOS POST VENTA PETO TE DAN SOLUCIONES EN TODAS PARTES EN DONDE ESTOY YO VIVO EN SANTIOAGO PERO VUIAJO MUCHO A AREGIONES"	"2020_q1"
"10909"	6021	"RtB9ewu3InUt"	"AP"	"6"	"PORQUE TIENE UN BUEN SERVICIO PERO A VECES CUESTA COMUNICARSE CON UN EJECUTIVO"	"2020_q1"
"10910"	6022	"YlU06M2KPXsF"	"Mas"	"6"	"PORQUE HAY PARTES   QUE NO TENGO BUENA COBERTURA COMO POR EJEMPLO EN EL CAMPO"	"2020_q1"
"10911"	6023	"cMATvKereCML"	"Mas"	"7"	"NO HEMOS TENIDO PROBLEMAS BUEN SERVICIO DE PLATAFORMA Y EN LOS EQUIPOS  EN COMUNICACION"	"2020_q1"
"10912"	6024	"bKdebAuRdWFW"	"AP"	"7"	"PORQUE LA VERDAD SI TENGO UN TOPO DE INQUIETUD ME HAN RESPONDIDO BIEN Y TODOS LOS CELULARES QUE VAIAJAN FUERA DE CHILE TIENEN SEÑAL"	"2020_q1"
"10913"	6025	"woG8SL3YKKFs"	"Mas"	"7"	"PORQUE NO HE TENIDO PROBLEMAS FACTURACIONES COMO CON MOVISTAR, SIEMPRE HA SIDO  BUENO SIN INCONVENIENTES"	"2020_q1"
"10914"	6026	"HHTimq0hpDOp"	"Mas"	"7"	"ES BUEN NO TENGO PROBLEMAS, BUENA COBERTURA"	"2020_q1"
"10915"	6027	"GM0yMBbDMP6N"	"Mas"	"5"	"PORQUE DE REPENTE SE LES VA LA SEÑAL ESTUVE EN EL SUR EN PUCÓN CERO SEÑAL NO PUDE TRABAJAR CASI TODO EL DIA"	"2020_q1"
"10916"	6028	"sc4LMPSHXCe9"	"AP"	"5"	"MAS QUE NADA POR EL INTERNET, EL INTERNET QUE TENEMOS SE CAE, NO LO TENGO CLARO PERO SE CAE, NO"	"2020_q1"
"10917"	6029	"1k8ykAH49JLg"	"MP"	"7"	"FUNCIONA BIEN SE OLLE BIEN DE LO USO ME FUNCIONA BIEN ES MEJOR DE MOVISTAR EN LA CASA EN UN MALL NO"	"2020_q1"
"10918"	6030	"0paaqd0dy8iS"	"Mas"	"6"	"PORQUE PROBLEMAS CON ELLOS NO HEMOS TENIDO NO SE CAE LA SEÑAL ESTA TODO BIEN EN GENERAL COBERTURTA"	"2020_q1"
"10919"	6031	"C5aPR9yIGVS6"	"Mas"	"7"	"PORQUE NO HEMOS TENDIDO PROBLEMAS EN LOS COBROS CON LA COBERTURA SE MANTIENE"	"2020_q1"
"10920"	6032	"aq9m8WlPMlqe"	"Mas"	"6"	"PORQUE HAY POCA MIRADA PERSONALIZADA"	"2020_q1"
"10921"	6033	"XoGZpLUNmLsM"	"Mas"	"7"	"PORQUE EL NIVEL DE CONECTIVIDAD, LA RAPIDEZ Y SOLUCIONES A PROBLEMAS QUE SON MUY CONECTIVIDAD, NUNCA HE TENIDO PROBLEMAS ATENCION DE CLIENTES"	"2020_q1"
"10922"	6034	"Vp7eR8qkrZn5"	"AP"	"7"	"NO HE TENIDO PROBLEMAS UN RECLAMO NADA TODO FUNCIONA BIEN NADA HA FALLADO"	"2020_q1"
"10923"	6035	"WujlNXtgzorW"	"AV"	"7"	"PORQUE NUNCA ME FALLA"	"2020_q1"
"10924"	6036	"1gIfn2IJ48jQ"	"Mas"	"5"	"SOY EL QUE CONTINUAMENTE TENGO QUE ESTAR PENDIENTE DE MI TARIFA QUE SI YO NO LLAMO PARA QUE BAJEN DE PRECIOS SINO TODAVIA ME ESTARIAN COBRANDO EL DOBLE YO TENGO QUE QUE HACER LA GESTION CADA 6 MESES PORQUE  NO APLICAN LAS OFERTAS A LOS CLIENTES ANTIGUOS"	"2020_q1"
"10925"	6037	"kWXdAKt7idUV"	"Mas"	"5"	"LA APGINA SE CAE NO ENTREGAN LOS COMPROBNTES DE PAGO"	"2020_q1"
"10926"	6038	"HBn9glmAQMNI"	"Mas"	"7"	"NO H ETENIDO PROBLE CADA VEZ QUE HE TENIDO UN PROBLEMA ME LO HAN SOLUCIONADO DE SEÑAL D EAPRTATO DEL PLAN D LA FACTURA"	"2020_q1"
"10927"	6039	"BWtsFvKdModi"	"Mas"	"6"	"PORQUE A VECES NO TENGO COBERTURA EN TODOS LADOS, CARRETERAS A SANTIAGO CON LA SERENA SE CORTA LA COMUNICACION"	"2020_q1"
"10928"	6040	"0LtYGNUV0D3O"	"AP"	"7"	"PORQUE ME ENTREGA BUEN SERVICIO NO HE TENIDO MAYORES PROBLEMAS, EXCEPTO TEMAS PAIS. CUANDO UNO CONTACTA EJECUTIVO CONTESTAN RAPIDO, QUE HACEN DESPACHO RAPIDO DE EQUIPOS, CERCA EN MENOS DE 48 HORAS TENGO CHIP O LO QUE SE LE SOLICITA, BUENA ATENCION EN GENERAL.DAN LA SOLUCION DE LO PROPUESTO, LA AMABILIDAD DE LOS EJECUTIVOS, TE ORIENTAN, ETC."	"2020_q1"
"10929"	6041	"MVO1xSSb0p9s"	"Mas"	"6"	"PORQUE HOY EN DIA ES DIFICIL TOMAR CONTACTO CON ELLOS"	"2020_q1"
"10930"	6042	"qsVFaJbEx2NV"	"Mas"	"5"	"NO QUIERE ENTREGAR RAZONES"	"2020_q1"
"10931"	6043	"OHh0YwuX1eRD"	"Mas"	"6"	"TIENE PROBLEMAS CON LA PROMOCION DE EQUIPO"	"2020_q1"
"10932"	6044	"7ko0A7U7ua9I"	"MP"	"4"	"DEFICIS DE SERVICIOS  POCA COBERTURA EN TEMUCO POR LOS ALRREDEDORES BAJA SERÑAL SE CORTA"	"2020_q1"
"10933"	6045	"BSZqRUIOuQHC"	"Mas"	"5"	"PORQUE NO TIENE MUY BUENA SEÑAL LA RED MOVIL"	"2020_q1"
"10934"	6046	"DBU9lfi8R3lt"	"Mas"	"5"	"PORQUE TENGO PROBLEMAS CON LA SEÑAL DE HECHO NOS CAMBIAMOS DE CLARO A ENTEL PERP CLARO ESTA EN MEJOR CALIDAD DE INTERNET"	"2020_q1"
"10935"	6047	"DwM6UUNuyTMP"	"Mas"	"5"	"POR LA SEÑAL ES COMPLICADO HABIA ESTADIO BASTANTE BIEN TENGO PROBLEMAS CON LA SEÑAL ES TODO POR EJEMPLO AHORA LEC ESTOY ESCUCHANDO BIEN PERO AYER EN MI OFICINA SE   ESCUCHABA ENTRECORTADO ES ALEATORIO NO SABRIA DECIRLE NO ESO MAS O MENOS ANDA LA COSA"	"2020_q1"
"10936"	6048	"dohuCt30t3Fn"	"Mas"	"6"	"PORQUE FALTA PARA QUE SEA SOBRETODO ROAMING ES MAL SERVICIO DE ROAMING ES CARO PORQUE FINALMENTE UNO LE SALE MAS BARATO COMPRAR UN CHIP DE OTRO PAIS ES MUCHO MAS BARATO"	"2020_q1"
"10937"	6049	"PIACruMCnDgS"	"Mas"	"7"	"POR QUE CONSIDERO QUE ENTREGA SERVICIOS ESTABLES"	"2020_q1"
"10938"	6050	"QcGPgF8pmlpw"	"Mas"	"7"	"NO HE TENIDO PROBLEMAS EN SERVICIOS NI PRECIOS"	"2020_q1"
"10939"	6051	"G7MKfL5qUORJ"	"Mas"	"6"	"ALGUNAS COISAS QUE PASA, VIDEOS CONFERENCIA Y LLAMADAS"	"2020_q1"
"10940"	6052	"4uDJPZ7j9xx9"	"Mas"	"6"	"SIENTO QUE LE DAN MAS BENEFICIOS  ALA GENTE QU ELOS QUE LLEVAMOS MAS TIEMPO TEELFONOS PLANES M ESALE MA S CARO CAMBIAR EL TELFONO A QUE UNOA PERSONA QUE JHACE PORTBILIDAAO"	"2020_q1"
