"encriptado"	"seg_gol"	"seg_corfo"	"principal compañía"	"filtro1 - filtro 1: ¿es usted la persona que administra la (s) cuenta (s) que su empresa tiene con el (los) operadores de productos o servicios móviles?"	"p3 pensando en su cuenta empresa, en general, con escala 1 a 7, donde 1 = muy insatisfecho y 7 = muy satisfecho, ¿cuán satisfecho está usted con entel?"	"p4 ¿por qué evalúa con esa nota?"	"p7 - 7. y en lo que respecta a servicio a clientes, en escala de 1 a 7 ¿cuán satisfecho está ud . {#principal}{#princ_text}?"	"p9__1 - a) precio en relación al mercado (competitividad) :"	"p9__2 - b) competitividad de planes en cuanto a minutos :"	"p9__1 - contratación de nuevos servicios :"	"p10__6 - 'consultas de la factura, como fecha pago, montos, detalles de cobros' :"	"p16 - facturación: 16. en cuanto a la facturación de todos los servicios móviles que tiene con {#principal}, en una escala de 1 a 7 ¿cómo evalúa el proceso de facturación de {#principal} en general?"	"p17 - problemas 17. en los últimos 3 meses, ¿ha tenido su empresa algún problema con el servicio entregado por {#principal}?"	"p15 - 15. ¿qué problema ha tenido? sondear literal"	"p19 - 19. ¿comunicó este problema a {#principal}?"	"p20 - 20. ¿y fue solucionado su problema?"	"18. utilizando una escala de 1 a 7, donde 1 significa nada dispuesto y 7 significa muy dispuesto, ¿qué tan dispuesto estaría usted a continuar con {#principal}{#princ_text}?"	"p24 - 24. en base a una escala de 0 a 10, donde 0 significa que definitivamente no recomendaría, y 10 que definitivamente si recomendaría, ¿qué tan dispuesto estaría usted a recomendar a {#principal}?"	"p_3a - 3) 3) para servicios fijos, ¿hace cuánto tiempo que tiene esta cuenta con {#principal}{#princ_text}? años"	"p_3b - meses"	"p_4 - 4) ¿ pensando en su relación con {#principal}{#princ_text} ¿tiene asignado un ejecutivo para sus necesidades comerciales y/o de post venta?"	"bench"	"fecha_bench"
"3827"	"lKUNasFY2Nbr"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE A VECES NO RESPONDE, NO VIENEN, NO CONTESTAN POR TELÉFONO"	"1"	"3"	"5"	"Si"	"No"	"6"	"No"	NA	NA	NA	5	4	1	0	"Sí"	"movil"	"2020_q1"
"3828"	"UrdeuN1CHoUu"	"MP"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	7	"LA MEJOR RELACIÓN PRECIO CALIDAD"	"7"	"7"	"7"	"Si"	"No"	"7"	"No"	NA	NA	NA	7	10	0	6	"Sí"	"movil"	"2020_q1"
"3829"	"CfBDfJUt2vAt"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	4	"PORQUE COMUNMENTE LA SEÑAL SE PIERDE DONDE YO ESTOY, VIVO EN DEPARTAMENTO Y AHORA QUE NECESITO TRABAJAR DESDE LA CASA HACIENDO TELETRABAJO ME DICEN QUE NO ME PUEDO CONTESTAR ,EN CUANTO A SEÑAL ES MUY MUY BUENA PERO EL INTERNET ME ESTA FALLANDO."	"5"	"5"	"5"	"No"	"Si"	"7"	"No"	NA	NA	NA	5	8	3	0	"9. NS/NR"	"movil"	"2020_q1"
"3830"	"wBFzGNR5a4p2"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"NUNCA HE TENIDO PROBLEMA.SIEMPRE HAN SIDO AGILES PARA RESPONDER."	"6"	"7"	"7"	"No"	"No"	"7"	"No"	NA	NA	NA	7	7	4	0	"9. NS/NR"	"movil"	"2020_q1"
"3831"	"THPMzQ6slZO6"	"Mas"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	6	"NO TENGO PROBLEMAS CON LA EMPRESA."	"5"	"5"	"5"	"No"	"No"	"5"	"No"	NA	NA	NA	6	5	2	0	"Sí"	"movil"	"2020_q1"
"3832"	"JvsG9kPIq3D1"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE ES LA QUE TIENE MEJOR SEÑAL A NIVEL NACIONAL,SOLO ESO"	"7"	"5"	"5"	"No"	"No"	"6"	"No"	NA	NA	NA	7	8	3	0	"No"	"movil"	"2020_q1"
"3833"	"GCBEyYdv4fiu"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	6	"porque la informacion hay que irla a buscra a la sucursal no esta disponibl en l apgina web o en la palicacion"	"6"	"6"	"6"	"No"	"No"	"5"	"Sí"	"problema de cobertura señal sobre todo en region metropolitana"	"No"	NA	6	5	0	12	"No"	"movil"	"2020_q1"
"3834"	"LAc5bSwSP0Rp"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PRESTAN BUENAS SERVICIOS, LAS LINEAS ESTÁN BIEN, EN GENERAL ES UN BUEN SERVICIO, LA CALIDAD Y LA ATENCIÓN ES BUENA."	"6"	"7"	"7"	"No"	"No"	"7"	"No"	NA	NA	NA	7	7	7	0	"No"	"movil"	"2020_q1"
"3835"	"dg3C7MyAnQ27"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"BUEN SERVICIO, NUNCA TENGO PROBLEMAS NO SE CAER INTERNET"	"7"	"7"	"7"	"No"	"No"	"7"	"No"	NA	NA	NA	7	10	7	0	"No"	"movil"	"2020_q1"
"3836"	"hqxCtVSmcSG1"	"MV"	"GGEE"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE SIEMPRE HAY ALGO QUE DA PROBLEMAS O ALGUNA FALLA ,LA  OPORTUNIDAD DE MEJORAR"	"6"	"6"	"6"	"Si"	"Si"	"6"	"No"	NA	NA	NA	6	8	2	0	"Sí"	"movil"	"2020_q1"
"3837"	"g5NcMqhagpvU"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	7	"PRESTAN BUEN SERVICIO, SIEMPRE HAY BUENA SEÑAL, SI LLAMO A LA OPERADORA SIEMPRE ME CONTESTAN"	"7"	"5"	"7"	"No"	"Si"	"7"	"No"	NA	NA	NA	7	10	0	4	"No"	"movil"	"2020_q1"
"3838"	"g4Nbgvt7alqc"	"MP"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"BUENA COBERTURA EN LA TELEFONIA MOVIL EN LA SEÑAL SOBRE TODO EN TEMA DE INTERNET EL INTERNET ES ESTABLE"	"6"	"6"	"5"	"No"	"No"	"7"	"No"	NA	NA	NA	6	10	3	0	"Sí"	"movil"	"2020_q1"
"3839"	"B5VSXwJf8nb5"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE ES LA MEJOR QUE A TENIDO ,MEJOR SU COBERTURA, LA ATENCIÓN PRESENCIAL ES MUY MALA, POCO PERSONAL ES PASAR MAL RATO,Y LOS PAGO PRESENCIALES ATIENDEN MEDIO DÍA"	"1"	"6"	"6"	"Si"	"No"	"6"	"No"	NA	NA	NA	6	10	3	0	"Sí"	"movil"	"2020_q1"
"3840"	"Og2O4yYQ0P3c"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE NO ME FALLA NO TENGO PROBLEMAS CON EL TELEFONO SIEMPRE HA SIDO BUENO"	"7"	"7"	"7"	"No"	"No"	"7"	"No"	NA	NA	NA	7	10	4	0	"9. NS/NR"	"movil"	"2020_q1"
"3841"	"KZYO2tjqauUS"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE NO HE TENIDO MUCHA DIFICULTAD CON INTERNET Y LAS LLAMADOS,NO SE CAE EL SISTEMA HA SIDO CONSTANTE LA SEÑAL ,"	"6"	"6"	"6"	"No"	"Si"	"6"	"No"	NA	NA	NA	6	9	3	0	"No"	"movil"	"2020_q1"
"3842"	"nGOCMrzInZCX"	"Mas"	"GGEE"	"Entel"	"SI -> CONTINUAR"	6	"LOS TELEFONOS EN GENERAL FUNCIONAN  BIEN  YO VEO  POCA   PREOCUPACIÓN  POR  LOS  CLIENTES  ANTIGUOS  DANDO  MEJORES PRECIOS   CUANDO  LOS HAY.   ES UNA CONVERSACIÓN ETERNA DE UNA HORA PARA QUE TE BAJEN  LOS PRECIOS"	"7"	"9. NS/NR"	"7"	"No"	"No"	"7"	"No"	NA	NA	NA	7	10	20	0	"Sí"	"movil"	"2020_q1"
"3843"	"W5QxhjwWVkIn"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"POR QUE ESTUVE EN ENTEL Y ES MUY BUENA EMPRESA, QUE TIENE BUENA COBERTURA, Y CUANDO TENGO REQUERIMIENTO DE MAS GIGAS O MAS MINUTOS ESTAN ATENTOS, O SI NECESITO SACAR OTRO TELEFONO"	"7"	"7"	"7"	"Si"	"No"	"7"	"No"	NA	NA	NA	7	10	3	0	"No"	"movil"	"2020_q1"
"3844"	"0OH5yUWhWFuR"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE NUNCA HE TENIDO PROBLEMA DE SEÑAL NUNCA NINGUN PROBLEMA,POR LA ATENCION AL CLIENTE NINGUN PROBLEMA CUANDO LLAMO NO HE  TENIDO NADA"	"7"	"6"	"7"	"Si"	"Si"	"7"	"No"	NA	NA	NA	7	10	1	6	"9. NS/NR"	"movil"	"2020_q1"
"3845"	"3r92OPhdH2eM"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	7	"NO HE TENIDO  PROBLEMAS CON  LA  COMPAÑIA EN GENERAL. ME ENTREGAN TODO  EL  SOPORTE QUE NECESITO  CUANDO LO NECESITO"	"6"	"7"	"7"	"Si"	"Si"	"7"	"Sí"	"SE ME GENERO  UN  COBRO   DE UN PLAN  QUE NO ESTABA  OCUPANDO QUE HABÍA DADO DE BAJO  Y  NO SE DIO DE  BAJA. NO ME DI  CUENTA. 2 MESES  ANTES,  LO DI  DE  BAJA A LOS  DIAS DE HABERLO  CONTRATADO   Y  ME LO COBRARON  POR  LOS  DOS MESES. LEVANTE  REITERADAS  VECES UNA  SOLICITUD  Y RECIEN  ESTE MES   ME HICERON UAN NOTA  DE CREDITO. RECIEN  ESTE MES  ME HICIERON EL DESCUENTO. NO GENERARON NUNCA LA BAJA  EN FEBRERO  FUE"	"Sí"	"Si"	6	8	4	0	"No"	"movil"	"2020_q1"
"3846"	"kzHH55nPxzzi"	"MP"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE LO AYUDA EN TODO LO QUE  NECESITA , O SEA LOS  PLANES"	"7"	"7"	"7"	"No"	"No"	"7"	"No"	NA	NA	NA	7	10	3	0	"Sí"	"movil"	"2020_q1"
"3847"	"jtNIXCfcTkHv"	"MasPrem"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	4	"TENGO MALA SEÑAL, LOS VALORES  SON  MAS CAROS QUE LA COMPAÑÍA  QUE ESTABA ANTERIORMENTE.  Y  LA  EJECUTIVA  DESIGNADA NUNCA ME CONTESTA  LOS CORREOS NI LLAMADAS TELEFÓNICAS"	"4"	"4"	"6"	"No"	"No"	"5"	"Sí"	"FALTA DE SEÑAL  Y COBERTURA. PERMANENTE   YA  CALIFIQUE A LA EJECUTIVA QUE NUNCA ME RESPONDÍA  LOS  CORREOS.  LA EJECUTIVA QUE ME CAPTO  ME ASESOSRA  FISICAMENTE  Y ES LA QUE ME  HA  AYUDADO"	"Sí"	"No"	2	0	1	6	"Sí"	"movil"	"2020_q1"
"3848"	"t8S1CMFJ9qXw"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"EL INTERNET AVECES ES LENTO, SOMOS UNA EMPRESA DE INGENIERIA CARGAMOS MUCHA INFORMACION Y ALLI SE NOS PONE LENTO."	"6"	"7"	"7"	"Si"	"Si"	"7"	"No"	NA	NA	NA	6	9	5	0	"Sí"	"movil"	"2020_q1"
"3849"	"uTvbZEuU5Rub"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"HE ESTADO CON ENTEL UNOS 25 AÑOS NUNCA HE TENIDO PROBLEMAS"	"7"	"6"	"7"	"No"	"No"	"7"	"No"	NA	NA	NA	7	10	3	0	"No"	"movil"	"2020_q1"
"3850"	"XWVuWzYvqKIs"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"LA ENCUENTRO BUENA, ENCUENTRO BUENO EL SERVICIO AL CLIENTE, CUANDO UNO TIENE UN PROBLEMA LLAMA POR TELÉFONO Y TRATAN DE RESOLVER, SINO LO LLAMAN HASTA QUE QUEDE RESULETO. COSA DISTINTA CON MOVISTAR O CLARO."	"6"	"6"	"6"	"No"	"No"	"5"	"Sí"	"DESISTÍ  DE UNA LÍNEA HACE COMO SEIS MESES, PEDÍ EL TÉRMINO DE ELLA, Y ME LLAMAN CADA TANTO PARA COBRARME COMO SI ESA LÍNEA ESTUVIERA HABILITADA. MI TEMOR  ES QUE DE REPENTE ME LLEGUE UNA TREMENDA CUENTA POR ALGO QUE NO ESTOY UTILIZANDO. NORMALMENTE ESAS COSAS SE RESUELVEN BIEN CON ENTEL PERO IGUAL NO ES CÓMODO."	"No"	NA	7	8	10	0	"No"	"movil"	"2020_q1"
"3851"	"pWYHQRZKywvf"	"MV"	"GGEE"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE HASTA AHORA HO HE TENIDO NINGÚN INCONVENIENTE. NO HE TENIDO PROBLEMAS DE CONTACTO, LOS EJECUTIVO SOLUCIONAN RÁPIDO."	"7"	"5"	"7"	"No"	"No"	"7"	"No"	NA	NA	NA	7	7	3	0	"Sí"	"movil"	"2020_q1"
"3852"	"ETMPDDRPGQDH"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE HAY LUGARES DONDE NO TENGO SEÑAL POR EJEMPLO CUANDO SALGO FUERA DE SANTIAGO EN CAMPO O PLAYAS NO HAY COBERTURA"	"7"	"6"	"6"	"No"	"No"	"6"	"No"	NA	NA	NA	7	6	1	0	"Sí"	"movil"	"2020_q1"
"3853"	"MiBEYm2s626W"	"AP"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE CREO QUE SIEMPRE SE PUEDE MEJORAR"	"7"	"6"	"6"	"Si"	"No"	"6"	"No"	NA	NA	NA	7	6	5	0	"Sí"	"movil"	"2020_q1"
"3854"	"PbmHLIllvGWn"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE LA ATENCION POST VENTAS ES MUY BUENA LA ASESORÍA QUE TE DAN AL MOMENTO DE HACER LA CONTRATACIÓN  ES EXCELENTE Y PARA LA  ZONA EN DONDE ESTOY ES LA ÚNICA EMPRESA QUE ME DA COBERTURA,LAS TARIFAS SON CONVENIENTES, LA ATENCION EN SUCURSAL AL MOMENTO DE HACER LA COMPRA Y LA CONTRATACIÓN Y LA ATENCIÓN DEL CALL CENTER EN GENERAL PARA EMPRESA ES MUY BUENO"	"7"	"7"	"7"	"Si"	"Si"	"7"	"No"	NA	NA	NA	7	10	0	9	"No"	"movil"	"2020_q1"
"3855"	"A0DFzBNjEyjh"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"POR QUE ESTOY BASTANTE SATISFECHA"	"6"	"6"	"6"	"Si"	"No"	"6"	"No"	NA	NA	NA	7	7	7	0	"No"	"movil"	"2020_q1"
"3856"	"gle8dJgLqTRs"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE TENGO COBERTURA EN TODAS PARTES ES BARATOS,EN TODOS LOS LUGARES QUE YO ME MUEVO CAMPO MONTAÑA ETC,POR ESO NO SIGNIFICA QUE NO ES COSTOSO"	"7"	"7"	"7"	"No"	"No"	"7"	"No"	NA	NA	NA	7	10	10	0	"No"	"movil"	"2020_q1"
"3857"	"MzFDT2BjVUkh"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"EL SERVICIO ES RÁPIDO PERO NO HAY BENEFICIOS PARA LAS EMPRESAS."	"6"	"5"	"6"	"No"	"Si"	"3"	"Sí"	"SE FUE LA LINEA DE INTERNET, UN TEMA DE SEÑAL."	"Sí"	"Si"	7	9	4	0	"9. NS/NR"	"movil"	"2020_q1"
"3858"	"7r05QnXb9BrJ"	"AP"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE YO CREO QUE POR LO QUE YO CANCELO Y TODO DEBERIA TENER UN MEJOR SERVICIO,UN MEJOR TRATO, LO QUE PASA ES QUE DE REPENTE YO SOLICITO ALGUNAS VENTAJAS Y NO SE ME DA, PIDO CAMBIO DE EQUIPOS Y CUESTA MUCHO CONSEGUIR EL CAMBIO DE EQUIPOS.NOSOTROS TENEMOS ASIGNADO UN EJECUTIVO Y CUESTA MUCHO COMUNICARSE,A RAIZ DE TODO LO QUE YO ADMINISTRO DEBERIA TENER UN POQUITO MEJOR."	"6"	"5"	"6"	"No"	"Si"	"5"	"Sí"	"AHORA CON PROBLEMA DE BANDA ANCHA,LO QUE PASA QUE DE REPENTE ESTA MUY LENTO EL SERVICIO."	"Sí"	"Si"	6	9	8	0	"Sí"	"movil"	"2020_q1"
"3859"	"JjiKflxlWMai"	"MP"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"EL SERVICIO EN GENERAL, TENGO UNA BUENA PERSONA QUE ME AYUDA CON LOS REQUERIMIENTOS, TENGO BUENA SEÑAL, EL EJECUTIVO CADA VEZ QUE TENGO UNA DUDA O QUE NECESITO ALGO ME ASESORA BIEN."	"7"	"7"	"7"	"No"	"Si"	"7"	"No"	NA	NA	NA	7	10	1	6	"Sí"	"movil"	"2020_q1"
"3860"	"W9jcsgIZ5kIg"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE ESTA RECIÉN EMPEZANDO CON LA COMPAÑÍA LLEVA 2 MESES,SIN PROBLEMAS DE INTERNET"	"3"	"7"	"7"	"Si"	"Si"	"4"	"Sí"	"SIN PODER CARGAR EL INTERNET DE 2 A 3 DÍAS"	"Sí"	"No"	6	10	0	2	"No"	"movil"	"2020_q1"
"3861"	"XCMHszYJGtmE"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE YO CREO QUE HA FUNCIONADO BIEN, CADA VEZ QUE HEMOS REQUERIDO SERVICIOS, SERVICIOS INTERNACIONALES LA COMUNICACIÓN NUNCA FALLA"	"7"	"6"	"6"	"No"	"Si"	"7"	"No"	NA	NA	NA	7	7	2	0	"No"	"movil"	"2020_q1"
"3862"	"9iWr8Oc7bYqa"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE EL SERVICIO ES BASTANTE BIEN, LA COBERTURA NO ES LA MÁS EFICIENTE COMO QUISIERAMOS"	"7"	"6"	"6"	"No"	"No"	"7"	"No"	NA	NA	NA	7	10	13	0	"No"	"movil"	"2020_q1"
"3863"	"I4slN3Kilz4L"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"POR QUE AVECES SE CAE EL SISTEMA,
AVECES ESTAMOS SIN SEÑAL O CUESTA COMUNICARSE CON LA COMPAÑIA"	"6"	"6"	"6"	"Si"	"Si"	"6"	"No"	NA	NA	NA	6	8	0	7	"Sí"	"movil"	"2020_q1"
"3864"	"cuNB8fprWfY1"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"MAS QUE NADA PORQUE SON ALGO LENTOS EN LA ENTREGA DE INFORMACION Y ESAS COSAS,INFORMACION CUANDO UNO LLAMA POR TELEFONO ES LENTO DESDE QUE UNO ESPERA HASTA QUE LE DAN LA RESPUESTA."	"5"	"7"	"7"	"No"	"No"	"6"	"No"	NA	NA	NA	7	9	3	6	"No"	"movil"	"2020_q1"
"3865"	"jQjzsMPhluX0"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE LA COBERTURA NO ES TAN BUENA EN DONDE VIVO, QUE HAY LUGARES PONGO EL TELEFONO DENTRO DE LA CASA Y QUEDA SIN SERVCIO"	"6"	"5"	"7"	"No"	"No"	"6"	"No"	NA	NA	NA	6	7	3	6	"No"	"movil"	"2020_q1"
"3866"	"3QGfuGCK8BQi"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"POR EL SERVICIO, BUEN SERVICIO.
BUENA SEÑAL"	"5"	"6"	"6"	"No"	"Si"	"6"	"No"	NA	NA	NA	7	8	1	0	"9. NS/NR"	"movil"	"2020_q1"
"3867"	"gfDir9dAC6ao"	"AP"	"GGEE"	"Entel"	"SI -> CONTINUAR"	7	"NUNCA HE TENIDO PROBLEMAS"	"7"	"6"	"6"	"Si"	"Si"	"6"	"No"	NA	NA	NA	7	8	10	0	"Sí"	"movil"	"2020_q1"
"3868"	"AJz5LND8lUpM"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE NO TIENE PROBLEMAS, BUENA COBERTURA ,BUENA SEÑAL, BIEN EN LOS PAGOS,BUENA ATENCION"	"7"	"7"	"7"	"No"	"No"	"7"	"No"	NA	NA	NA	7	10	3	0	"No"	"movil"	"2020_q1"
"3869"	"h9UbSg8lzFNR"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"EN GENERAL EL SERVICIO BUENO, A VECES TIENE SATURACION NO LLEGA BUENA SEÑAL EN ALGUNOS SECTORES COSAS MÍNIMAS."	"5"	"6"	"6"	"No"	"No"	"6"	"No"	NA	NA	NA	6	8	1	0	"No"	"movil"	"2020_q1"
"3870"	"Grj8U8KUfzup"	"AV"	"GGEE"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE ME SIENTO SATISFECHO CON EL TRATO ME SIENTO SATISFECHO EN LA MANERA QUE ME RESUELVEN LOS PROBLEMAS CUANDO LOS TENGO"	"7"	"7"	"7"	"Si"	"Si"	"5"	"No"	NA	NA	NA	7	10	4	0	"Sí"	"movil"	"2020_q1"
"3871"	"qajShwoqxgBY"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE TIENE UNA SOLA OFICINA, CUANTO UNO LLAMA POR TELÉFONO NO CONTESTAN, Y LAS CUENTAS ME ESTÁN COBRANDO LO QUE NO CORRESPONDE."	"5"	"5"	"5"	"No"	"No"	"5"	"Sí"	"LA CONECTIVIDAD, LOS PLANES, LOS COBROS."	"No"	NA	6	5	2	0	"No"	"movil"	"2020_q1"
"3872"	"er6QDfdP4qAa"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE A VECES SE CAE LA SEÑAL PERO ES MUY RARO PERO LA PERFECCION ES DIFICIL ANTES TENIA MOVISTAR Y ERA COMPLICADO POR LA SEÑAL 
RARA VEZ SE CAE LA SEÑAL EN LUGARES LEJANOS"	"6"	"5"	"5"	"Si"	"No"	"7"	"No"	NA	NA	NA	7	9	2	0	"No"	"movil"	"2020_q1"
"3873"	"uCjIA4vZnq1M"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"en general  satisfecho no es perfecta."	"6"	"7"	"7"	"No"	"No"	"7"	"No"	NA	NA	NA	7	8	13	0	"No"	"movil"	"2020_q1"
"3874"	"Nf94PEkBVeh3"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	6	"A VECES NO TENGO MUY BUENA COBERTURA E INTERNET, POR EJEMPLO EN EL LUGAR DONDE VIVO LA COBERTURA ES MUY ESCASA."	"7"	"6"	"6"	"No"	"Si"	"7"	"Sí"	"COBERTURA, MALA SEÑAL DEL TELÉFONO, INTERNET LENTO Y AVECES SE CORTA, NO TENGO SEÑAL JUSTO EN ESA PARE, CUESTA QUE TOME UNA LLAMADA."	"No"	NA	7	6	1	0	"No"	"movil"	"2020_q1"
"3875"	"QMTZC4GkmrmT"	"AP"	"GGEE"	"Entel"	"SI -> CONTINUAR"	7	"POR QUE SON RAPIDOS EN ATENDER , LA POS VENTA ES BUENA TIENE COMO VARIAS MODELOS DE EQUUIPO LA FACTURACION ES CLARA BASICAMENTE ES POR LA POST VENTA , LA PAGINA WEB FUNCIONA BIEN SE PUEDE PAGAR POR LA PAGINA ME PARECE BUENA"	"7"	"6"	"7"	"Si"	"Si"	"7"	"No"	NA	NA	NA	7	10	0	9	"Sí"	"movil"	"2020_q1"
"3876"	"cPfhzb2TwGPH"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE ME OFRECEN BUEN SERVICIO,CUANDO NECESITO SOLUCIONAR UN PROBLEMA  ME HACEN UN COBRO JUSTO ME CAMBIAN LOS EQUIPOS CUANDO TENGO PROBLEMAS, TIENEN MUY BUEN SERVICIO"	"7"	"7"	"7"	"No"	"No"	"7"	"No"	NA	NA	NA	7	10	3	0	"No"	"movil"	"2020_q1"
"3877"	"OPwEtXitIaN0"	"MV"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE AVECES TENEMOS PROBLEMAS DE COBERTURA LO QUE PASA ES QUE EL LOS ANGELES ESTAMOS AFUERA DEL RANGO DE LA COBERTURA"	"5"	"9. NS/NR"	"9. NS/NR"	"No"	"No"	"6"	"Sí"	"DE REPENTE NOS QUEDAMOS SIN COBERTURA PERO SIEMPRE NOS DICEN LO MISMO QUE ESTAMOS FUERA DE LA CUIDAD Y NO LLEGA BIEN LA SEÑAL"	"Sí"	"Si"	5	7	5	0	"Sí"	"movil"	"2020_q1"
"3878"	"tK9rfOg3ZhLU"	"AV"	"GGEE"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE  HE TENIDO  VARIOS  INCONVENIENTES  CON ELLOS. SE HIZO  UN ACUERDO  DESPUES LO CAMBIARON.  CAMBIAN  LAS CONDICIONES  SIN  CONSULTAR Y  OTRAS COSAS QUE PASARON   CUANDO   NOS CAMBIAMOS  DE OFICINA.  NOS  CAMBIAN   DE EJECUTIVO CONTANTEMENTE  4  VECES  DURANTE EL 2019 EN 6  MESES. DESGASTANTE.  LA  ATENCION  POSTEVENTE, CUANDO UNO QUIERE  HACER CAMBIO DE CELULAR  PARA  GERENTES  UNO LOGRA  UNA  RELACION  OCN EL  EJECUTIVO .  MAL.  MUCHOS MALOS RATOS CON ELLOS"	"5"	"5"	"5"	"No"	"Si"	"4"	"Sí"	"ME  MANDAN UNA FACTURA DE 4750.000  PESOS HACIENDO DE COBROS  DE NOVIEMBRE.  ME  CONTACTO  LA NIÑA DE TELEFONÍA LOCAL.  COMO  ME ESTA  COBRANDO  ALGO  DE  7  MESES  ATRAS  SU RESPUES FUE  QUE TIENEN  PARA COBRAR  LLAMADOS  6   MESES  RETROACTIVOS"	"Sí"	"No"	5	5	9	0	"Sí"	"movil"	"2020_q1"
"3879"	"fPxkf1zqBJQc"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	4	"A CUALQUIER EMPRESA LO VALORARÍA IGUAL. HACEN UNA TREMENDA OFERTA QUE NUNCA DAN. LA SEÑAL ES PÉSIMA, PERO EN EL CAMPO SOLO TOMA ESTA, SOLO ESTÁN PENDIENTE DE LOS COBRO PERO NO SE PREOCUPAN DE LA CLIENTELA"	"6"	"5"	"5"	"No"	"Si"	"3"	"Sí"	"SE CAE EL SISTEMA, LA NAVEGACIÓN ES MUY LENTA, LA SEÑAL SE VA EN CUALQUIER MINUTO"	"No"	NA	7	0	15	0	"No"	"movil"	"2020_q1"
"3880"	"3Q5mh1XqpDM3"	"AV"	"GGEE"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE EL SERVICIO ES BUENO EN LAS INSTALACIONES, NO TENGO CORTE, NI CAIDAS DE SEÑAL EN LA ZONA"	"7"	"6"	"6"	"Si"	"No"	"9. NS/NR"	"No"	NA	NA	NA	7	10	2	0	"Sí"	"movil"	"2020_q1"
