encriptado	GOL (BASE STOCK SEP 2019)	SEGMENTO CORFO	Principal compañía	Filtro1 - Filtro 1: ¿Es usted la persona que administra la (s) cuenta (s) que su empresa tiene con el (los) operadores de productos o servicios móviles?	P1 - 1. En su empresa, ¿con qué compañías tiene contratado los servicios móviles como teléfonos o banda ancha móvil? (respuesta múltiple)	3. Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 =  Muy insatisfecho y 7 =  Muy satisfecho, ¿Cuán satisfecho está Ud. con {#Principal}?	"P4 - 4.	¿Por qué evalúa con esa nota? LITERAL"	P5__1 - a) {#Principal} es una empresa con buena imagen en general :	P6 - 6. ¿Y con qué nota de 1 a 7, evalúa a {#Principal} en cuanto a la Calidad y Cobertura de las llamadas?	"P7 - 7.	Ahora pensando en la navegación a través de su celular, es decir internet móvil empresa contratado con {#Principal}, ¿Con qué nota de 1 a 7, evalúa la navegación a través del celular?"	"P8 - 8.	Y en lo que respecta  a Servicio a Clientes, ¿cuán satisfecho está Ud. con {#Principal}"	"P9__1 - a)	Precio del Plan en relación al mercado (Competitividad) :"	"P9__2 - b)	Competitividad de planes en cuanto a minutos :"	"P9__3 - c)	Competitividad de planes en cuanto a Internet Móvil o internet en su celular :"	"P9__4 - d)	El precio de los equipos en relación al mercado :"	P10__1 - Contratación de nuevas líneas :	"P10__2 - 'Consultas de la factura; como fechas de pago, montos, detalles de cobros.' :"	P10__3 - Consultas sobre el detalle de tráfico de minutos o datos de sus equipos móviles :	P10__5 - Solicitar cambio de plan :	P10__6 - Servicio Técnico por falla de equipo celular o Banda Ancha Móvil :	P10__7 - Solicitar cambio de equipo por pérdida o renovación (NO por Servicio Técnico) :	P11__1 - Contratación de nuevas líneas :	"P11__2 - 'Consultas de la factura; como fechas de pago, montos, detalles de cobros.' :"	P11__3 - Consultas sobre el detalle de tráfico de minutos o datos de sus equipos móviles :	P11__5 - Solicitar cambio de plan :	P11__6 - Servicio Técnico por falla de equipo celular o Banda Ancha Móvil :	P11__7 - Solicitar cambio de equipo por pérdida o renovación (NO por Servicio Técnico) :	P12__1 - Contratación de nuevas líneas :	"P12__2 - 'Consultas de la factura; como fechas de pago, montos, detalles de cobros.' :"	P12__3 - Consultas sobre el detalle de tráfico de minutos o datos de sus equipos móviles :	P12__5 - Solicitar cambio de plan :	P12__6 - Servicio Técnico por falla de equipo celular o Banda Ancha Móvil :	P12__7 - Solicitar cambio de equipo por pérdida o renovación (NO por Servicio Técnico) :	P13__1 - 1: Ejecutivo asignado para su empresa :	P13__2 - 2: Call center :	P13__3 - 3: Página Web {#Principal} Empresas :	P13__4 - 4: En tiendas/ sucursales :	P13__5 - 5: App Administradores Empresa :	"P16 - FACTURACIÓN: 
       16. En cuanto a la Facturación de todos los servicios móviles que tiene con {#Principal}, en una escala de 1 a 7 ¿Cómo evalúa el proceso de facturación de {#Principal} en general?"	"P17 - PROBLEMAS 
         17. En los últimos 3 meses, ¿ha tenido su empresa algún problema con el servicio entregado por {#Principal}?"	"P18 - 18.	¿Qué problema ha tenido? Sondear LITERAL"	"P19 - 19.	¿Comunicó este problema a {#Principal}?"	"P20 - 20.	¿Y fue solucionado su problema?"	"P21 - LEALTAD 
         Ahora pensando en todos los servicios que recibe con {#Principal} en general y en la relación que tiene con esta compañía, me podría decir… 
     
         21. Utilizando una escala de 1 a 7, donde 1 significa nada dispuesto y 7"	P22 - 22. Pensando como cliente empresa, y en su opinión ¿Cuál diría Ud. qué es la mejor compañía de servicios móviles? (Leer opciones, respuesta única)	"P24 - 24.	En base a una escala de 0 a 10, donde 0 significa que definitivamente no recomendaría, y 10 que definitivamente si recomendaría, ¿Qué tan dispuesto estaría usted a recomendar a {#Principal}?"	P_2 - 2) ¿Cuál de estas categorías calza mejor con el giro de su empresa? (Leer opciones, respuesta única)	"P_3A - 3)	¿Hace cuánto tiempo que tiene esta cuenta con {#Principal}? 
            AÑOS"	P_3B - MESES	"P_4 - 4)	¿ Pensando en su relación con {#Principal} ¿Tiene asignado un ejecutivo para sus necesidades comerciales y/o de post venta?"
Bfvwsja5sCIh	AP	GGEE	ENTEL	SI -> CONTINUAR	Entel	5	PRINCIPALEMENTE PORQUE LOS SERVICIOS SON MALOS EN LA ZONA BUENO NO MALOS PERO  SON OPTIMOS AQUI EN LA ZONA GENERALMENTE LA COBERTURA NO ES LA IDONEA LA COBERTURA TELEFONICA	6	3	6	5	6	6	6	9. NS/NR	No	Si	No	No	No	No	NA	7	NA	NA	NA	NA	NA	3.Página Web  Empresas	NA	NA	NA	NA	5	NA	7	NA	NA	7	Sí	COBERTURA DE TELEFONIA EN LA LINEAS TELEFONCAS LAS COBERTURA ES MALA LAS LLAMADAS NO ENTRAN	Sí	No	4	5	4	"6.	Servicios"	1	6	Sí
WQAZmUSAhyz8	Mas	PEQUEÑA	ENTEL	SI -> CONTINUAR	Entel	5	PORQUE TODAS LAS COMPAÑÍAS TELEFÓNICAS TIENEN ALGÚN ERROR EN TEMAS DE FACTURAS Y ENTREGA DE LOS SERVICIOS MISMOS	4	6	6	4	5	5	4	1	No	No	No	Si	No	Si	NA	NA	NA	5	NA	5	NA	NA	NA	4.En tiendas/ sucursales	NA	4.En tiendas/ sucursales	NA	2	1	5	NA	6	No	NA	NA	NA	5	5	5	"8.	Comercio (al por mayor y menor)"	3	0	No
FauwRK5ITKKm	Mas	PEQUEÑA	ENTEL	SI -> CONTINUAR	Entel	5	PORQUE ESTA MUY MALA LA SEÑAL LO QUE ES EN FACTURACION SE CAE LA SEÑAL ESTA LENTO Y ERA LO MEJOR POR ACA PERO ESTA PESIMO MI HIJO QUE HACE LAS FACTURAS SE COMPLICA ESTA LENTO A VECES LAS LLAMADAS NO ENTRAN	6	6	6	6	6	6	6	9. NS/NR	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	5	5	5	"8.	Comercio (al por mayor y menor)"	2	0	No
j1W7xJicmrKU	Mas	GGEE	ENTEL	SI -> CONTINUAR	Entel	6	NUNCA NOS HAN FALLADO SIEMPRE MUY ATENTOS, DIGAMOS SI ALGUNA VEZ HEMOS TENIDO UNA FALLA FUE SOLUCIONADA ESTIMA MENTE	5	5	5	6	5	5	5	5	Si	Si	Si	No	Si	No	5	6	6	NA	5	NA	3.Página Web  Empresas	3.Página Web  Empresas	3.Página Web  Empresas	NA	2.Call center	NA	NA	6	6	NA	NA	5	No	NA	NA	NA	6	6	8	"3.	Industria"	3	0	9. NS/NR
R8NK9j1d3gUR	Mas	PEQUEÑA	ENTEL	SI -> CONTINUAR	Entel	7	PORQUE NO HE TENIDO NINGÚN PROBLEMA , FUE SUPER FÁCIL INICIAR LA LINEA DE EMPRESAS COSA QUE NO PASO CON MOVISTAR PORQUE HUBO DEMASIADA BUROCRACIA Y AL FINAL NOS CANSAMOS Y NOS FUIMOS CON ENTEL, NO HEMOS TENIDO NINGÚN PROBLEMA CON EL INTERNET, CON NADA, VIAJAMOS AL EXTRANJERO, USAMOS ROAMING Y EXCELENTE ENTEL	7	7	7	7	7	7	7	7	Si	Si	No	Si	No	Si	7	7	NA	7	NA	7	2.Call center	2.Call center	NA	2.Call center	NA	2.Call center	NA	7	NA	NA	5	7	No	NA	NA	NA	7	7	10	"3.	Industria"	1	0	No
em2Y6MuSRlkV	Mas	PEQUEÑA	ENTEL	SI -> CONTINUAR	Entel	7	PORQUE ME HAN TRATADO BIEN Y NO HE TENIDO PROBLEMAS CON LOS EQUIPOS MOVILES, SIEMPRE ME HAN RESPETADO LOS VALORES QUE TENGO EN LA CUENTA TODOS LOS MESES	6	7	4	7	7	7	5	4	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	No	NA	NA	NA	7	7	7	"7.	Transporte"	2	0	No
PRcDSNsm15Tr	Mas	PEQUEÑA	ENTEL	SI -> CONTINUAR	Entel	7	PORQUE ESTA TODO PERFECTO SIEMPRE, NUNCA TENEMOS NINGUN PROBLEMA, A CAIDAS DE SISTEMAS, A COBROS INNECESARIOS.	7	7	7	7	7	7	7	9. NS/NR	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	7	10	"8.	Comercio (al por mayor y menor)"	10	99	No
Y9iyT2Hp953w	Mas	MICRO	ENTEL	SI -> CONTINUAR	Entel	6	PORQUE A VECES SE ME CAE LA SEÑA DEL INTERNET	7	6	6	7	7	7	7	9. NS/NR	No	Si	No	No	No	No	NA	7	NA	NA	NA	NA	NA	3.Página Web  Empresas	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	7	10	"5.	Salud"	3	0	No
pt0nvXo1PNAd	Mas	PEQUEÑA	ENTEL	SI -> CONTINUAR	Entel,Movistar	7	PORQUE TENGO BUENA SEÑAL, BUENA VELOCIDIAD DE NAVEGACIÓN Y SIEMPRE ME HAN RESPONDIDO BIEN A UN REQUERIMIENTO O ALGUNA SOLICITUD, NUNCA ME HA FALLADO EL INTENET Y NUNCA ME HA FALLADO LA SEÑAL DE LOS TELÉFONOS, TODO ESO.	7	7	7	6	7	5	7	6	No	Si	Si	No	No	No	NA	7	7	NA	NA	NA	NA	5.App Administradores Empresa <b>(NO la de personas), donde para acceder debe ingresar con su clave de Administrador</b>	3.Página Web  Empresas	NA	NA	NA	NA	7	7	NA	7	6	No	NA	NA	NA	7	7	7	"6.	Servicios"	1	0	Sí
MYVWdcmPJUyp	Mas	PEQUEÑA	ENTEL	SI -> CONTINUAR	Entel	6	PORQUE NO HE TENIDO PROBLEMAS CON ELLOS, EN TEMA DE CONEXIÓN EN TEMA DE QUE RESPONDEN LOS REQUERIMIENTOS CUANDO SE SOLICITAN	7	7	7	5	6	6	6	6	Si	No	No	No	No	No	7	NA	NA	NA	NA	NA	1.Ejecutivo asignado para su empresa	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	6	No	NA	NA	NA	6	6	10	"1.	Agro"	3	0	Sí
3uFbnJiIMNlw	Mas	PEQUEÑA	ENTEL	SI -> CONTINUAR	Entel	5	PORQUE SIEMPRE PUEDE SER MEJOR, PRECIO  Y SERVICIO	7	7	7	7	5	5	5	9. NS/NR	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	7	No	NA	NA	NA	5	7	6	"8.	Comercio (al por mayor y menor)"	2	0	9. NS/NR
pDd0UzffigFH	AV	GGEE	ENTEL	SI -> CONTINUAR	Entel,WOM (No leer)	7	"PORQUE EL SERVICIO ES BUENO, ES ECONÓMICO Y LA POSTVENTA ES MUY BUENA; HAY BUENA CONECTIVAD, UNO SE PUEDE COMUNICAR, PUEDE HABLAR SIEMPRE, NO HAY MAYOR PROBLEMA Y EL PRECIO ES ACORDE A LO QUE SE ESTA OFRECIENDO EN EL MERCADO."	7	7	7	7	7	7	7	6	Si	Si	Si	Si	No	Si	7	7	6	7	NA	7	1.Ejecutivo asignado para su empresa	3.Página Web  Empresas	3.Página Web  Empresas	1.Ejecutivo asignado para su empresa	NA	1.Ejecutivo asignado para su empresa	7	7	6	7	6	6	No	NA	NA	NA	7	7	10	"3.	Industria"	10	0	Sí
DysEgX7Gck2U	Mas	PEQUEÑA	ENTEL	SI -> CONTINUAR	Entel	6	PORQUE NO HAY A VECES INFORMACIÓN CLARA RESPECTO A LOS COBROS, LA FACTURACIÓN LA ACCESIBILIDAD A LA PLATAFORMA DE ADMINISTRACIÓN VÍA INTERNET ES UN POCO ENGORROSO, EL SISTEMA ES POCO CLARO EN REALIDAD Y TIENE QUE VER CON EL TEMA DE LA FACTURACIÓN	7	5	7	5	6	6	5	5	No	Si	Si	No	No	No	NA	4	5	NA	NA	NA	NA	3.Página Web  Empresas	3.Página Web  Empresas	NA	NA	NA	NA	6	5	5	1	3	No	NA	NA	NA	7	6	7	"6.	Servicios"	1	0	No
bDYA6pofPUL2	Mas	PEQUEÑA	ENTEL	SI -> CONTINUAR	Entel,Movistar	7	hasta el momento no he tenido problemas con el tema de señal, puede realizar llamada con facilidad	7	7	7	7	7	7	7	7	No	Si	Si	No	No	No	NA	7	7	NA	NA	NA	NA	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	NA	NA	NA	NA	7	NA	NA	NA	7	No	NA	NA	NA	7	7	10	"8.	Comercio (al por mayor y menor)"	1	0	No
MjymJtnLsjj0	Mas	PEQUEÑA	ENTEL	SI -> CONTINUAR	Entel	6	PORQUE TIENE MALA COBERTURA INTERNACIONAL, TIENE BUENAS POSVENTAS Y NO COBRAN PRECIOS ADICIONALES	7	7	7	7	5	7	9. NS/NR	4	No	No	Si	No	No	No	NA	NA	7	NA	NA	NA	NA	NA	3.Página Web  Empresas	NA	NA	NA	NA	NA	7	NA	NA	7	No	NA	NA	NA	7	7	10	"5.	Salud"	1	0	No
rC3DvHy2aHHI	Mas	PEQUEÑA	ENTEL	SI -> CONTINUAR	Entel	7	PORQUE TENGO PRECIOS PREFERENCIALES. BUEN INTERNET	7	7	7	7	7	7	7	5	Si	No	No	Si	Si	No	7	NA	NA	7	7	NA	2.Call center	NA	NA	1.Ejecutivo asignado para su empresa	2.Call center	NA	7	7	7	5	NA	7	No	NA	NA	NA	7	7	7	"8.	Comercio (al por mayor y menor)"	10	0	Sí
JF06gTa3dwY8	Mas	PEQUEÑA	ENTEL	SI -> CONTINUAR	Entel	6	PORQUE HAY BUENA COBERTURA, NO TENGO PROBLEMA, DE SEÑAL.	6	6	5	5	5	5	5	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	No	NA	NA	NA	6	6	7	"8.	Comercio (al por mayor y menor)"	10	99	No
zND3UOdUrNR7	MP	PEQUEÑA	ENTEL	SI -> CONTINUAR	Entel	3	Por ejemplo mi numero tienen pésima señal o pésima internet y he tratado de comunicarme con servicio al cliente y es imposible y obviamente no tengo tiempo para ir a oficina así que es muy malo se supone que yo tengo una cantidad de megas gigas que no debería ser lento y es muy lento no se si es ahora por la pandemia pero es imposible comunicarse con servicio al cliente  a ver si lo resetean o por de yo masr otro servicio y la verdad es que es imposible y para ir presencialmente se hace unas filas	5	6	4	5	6	6	6	9. NS/NR	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6	NA	NA	6	Sí	Internet lento demasiado lento	Sí	No	6	5	6	"6.	Servicios"	5	0	9. NS/NR
j8f2C4YOXkao	Mas	PEQUEÑA	ENTEL	SI -> CONTINUAR	Entel	3	no te resolucionan nunca los problemas que tienes a travaes de lña via telefonica no, estoy tatando de siolucionar un problema hace m,as de un mes y no puede, di de bajo una linea y quise reicoprporar otra y no podia.	3	6	5	3	4	5	5	3	Si	Si	Si	Si	No	No	2	5	5	2	NA	NA	2.Call center	2.Call center	2.Call center	2.Call center	NA	NA	NA	3	NA	NA	NA	5	Sí	tratar de ingresar otras lineas,no he podido ingresar otras lineas de telefono se ha enviado la diocumwentacion y no l hanm hecho cadae verz qwuie uno llama te deerivan a otra persona y no solucionan el problema.	Sí	No	3	3	4	"6.	Servicios"	1	0	No
fziZZOBTBS0L	AV	MEDIANA	ENTEL	SI -> CONTINUAR	Entel,Claro,Movistar	7	PORQUE NO HE TENIDO MAYORES PROBLEMAS EN CONECTIVIDAD	7	7	6	5	4	5	5	2	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	5	NA	NA	5	No	NA	NA	NA	7	5	5	"2.	Tecnología"	20	0	Sí
Jtba0wwgIKpp	Mas	PEQUEÑA	ENTEL	SI -> CONTINUAR	Entel	6	PORQUE SERÍA UN 7 Y TENGO PROBLEMAS DE COBERTURA EN  UN SECTOR	7	6	6	9. NS/NR	7	7	7	9. NS/NR	Si	No	No	No	No	No	7	NA	NA	NA	NA	NA	2.Call center	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	7	No	NA	NA	NA	7	7	9	"2.	Tecnología"	4	0	9. NS/NR
ZgGsCZFtDzdT	AP	GGEE	ENTEL	SI -> CONTINUAR	Entel	5	PORQUE TIENE PROBLEMAS CON LA COBERTURA ÚLTIMAMENTE, TIENE MALA COBERTURA ÚLTIMAMENTE ANTES TENÍA BUENA COBERTURA POR ESO TENEMOS EL CONTRATO CON ELLOS PERO ÚLTIMAMENTE HA ESTADO MALÍSIMO	7	5	5	7	5	6	5	9. NS/NR	Si	No	Si	No	No	No	7	NA	7	NA	NA	NA	1.Ejecutivo asignado para su empresa	NA	3.Página Web  Empresas	NA	NA	NA	7	NA	7	7	NA	7	Sí	COBERTURA SOBRE TODO EN EL INTERNET DEL TELÉFONO MUY MALO CASI NO SE PUEDE NAVEGAR INCLUSO DENTRO DE LA CIUDAD Y EL TELÉFONO TAMBIÉN ES COMPLICADO ESTA MALA LA COBERTURA	Sí	No	7	5	7	"3.	Industria"	10	0	Sí
9i4ouCth6y9A	AV	GGEE	ENTEL	SI -> CONTINUAR	Entel	7	porque venimos trabajando con ellos hace mucho tiwmpo y no hemos tenido problemas con ellos, ni de servicio ni sde atencion ni de cobertura tenesmos ejecutivo asignado	7	7	7	7	9. NS/NR	9. NS/NR	9. NS/NR	9. NS/NR	No	Si	No	Si	Si	Si	NA	7	NA	7	4	7	NA	3.Página Web  Empresas	NA	1.Ejecutivo asignado para su empresa	3.Página Web  Empresas	1.Ejecutivo asignado para su empresa	6	NA	6	NA	NA	7	No	NA	NA	NA	7	7	10	"6.	Servicios"	4	0	Sí
DeJJGDFL9KyO	Mas	PEQUEÑA	ENTEL	SI -> CONTINUAR	Entel,Otros	6	PORQUE DE REPENTE CUANDO HACEN CARGO DE PLANES AHÍ ES CUANDO UNO TIENE QUE DESOCUPARSE Y ACERCASE UNO PARA CAMBIAR LOS TIMBRES.	7	6	6	6	6	6	6	6	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	6	6	9	"6.	Servicios"	8	0	No
3f4bSllhHxB2	Mas	PEQUEÑA	ENTEL	SI -> CONTINUAR	Entel	6	PORQUE EN GENERAL FUNCIONA BIEN PERO ESTARÍA PERFECTO QUE LAS TARIFAS FUERAN MAS BAJAS, ENCUENTRO QUE ENTEL ES RELATIVAMENTE CARO	6	6	7	5	5	6	7	6	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	7	No	NA	NA	NA	7	7	8	"5.	Salud"	10	0	9. NS/NR
6AmhjApB7Xud	AV	GGEE	ENTEL	SI -> CONTINUAR	Entel	7	PORQUE EL SERVICIO ES BUENO LA SEÑAL ES BUENO Y EL SERVICIO POSTVENTA EN LA RAPIDEZ Y LA ORIENTACION AL CLIENTE QUE MUESTRAN A NUESTRAS SOLICITUDES	7	7	7	7	6	6	6	5	Si	Si	No	No	No	No	7	7	NA	NA	NA	NA	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	NA	NA	NA	NA	7	NA	6	NA	NA	6	No	NA	NA	NA	6	6	9	"2.	Tecnología"	8	0	Sí
smosHhx7ULm7	Mas	GGEE	ENTEL	SI -> CONTINUAR	Entel	7	siempre hemos tenido hjyun buen setvicio. siempre informan de priomociones y planes eltema de banda hancha y de megas han bajado y han dadfo mas megas.	7	6	6	7	6	7	6	4	Si	No	No	No	No	No	6	NA	NA	NA	NA	NA	2.Call center	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	7	7	"3.	Industria"	15	0	Sí
mVhJ8A85cNpw	MP	PEQUEÑA	ENTEL	SI -> CONTINUAR	Entel,Movistar	7	PORQUE SIEMPRE HE TENIDO BUENA, NO HE TENIDO NUNCA NINGUN TIPO DE PROBLEMA, BUENA CONEXION Y TODO ESO. HE TENIDO BUENA COBERTURA.	7	7	7	7	7	7	7	7	No	No	No	Si	No	Si	NA	NA	NA	7	NA	7	NA	NA	NA	2.Call center	NA	2.Call center	NA	7	NA	NA	NA	7	No	NA	NA	NA	7	7	10	"8.	Comercio (al por mayor y menor)"	15	99	9. NS/NR
splRpNm8b40V	Mas	GGEE	ENTEL	SI -> CONTINUAR	Entel,Movistar	6	porque los planes estan un poco no nos podemos cambiar un poco de planes estan muy caros, nos podemos cambiar a planes mas caros pero no mas economicos, las diosponibilidad de equipo son muy basicos y para la empresa becesitamos de media o alta gama	6	6	7	5	6	6	5	5	No	Si	Si	Si	No	No	NA	6	6	6	NA	NA	NA	3.Página Web  Empresas	3.Página Web  Empresas	1.Ejecutivo asignado para su empresa	NA	NA	NA	NA	7	NA	NA	6	No	NA	NA	NA	5	5	8	"6.	Servicios"	5	0	No
6FbAzMv1gfzB	Mas	MICRO	ENTEL	SI -> CONTINUAR	Entel	5	de repenete no estan claro lo que le estan cobrando a uno, en una linea se supone que tiene uhncargo fijo y alotro mes no esta elmismo cargo que tiene contratado.	5	5	6	5	5	5	5	4	No	Si	Si	No	No	No	NA	4	5	NA	NA	NA	NA	2.Call center	2.Call center	NA	NA	NA	NA	NA	NA	NA	NA	5	No	NA	NA	NA	5	5	5	"6.	Servicios"	2	0	No
leXCMyz4xtHa	Mas	PEQUEÑA	ENTEL	SI -> CONTINUAR	Entel,Movistar	5	COSTOS PROBLEMAS DE CUMUNICACION EN ALGUNAS ZONAS	7	5	4	5	4	5	4	5	No	No	No	No	Si	No	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	2.Call center	NA	NA	NA	6	NA	NA	6	Sí	COBERTURA QUEDAN SIN SEÑAL EN PLAN DE DATOS EN INTERNET	No	NA	5	5	6	"6.	Servicios"	20	0	No
VFFW2qfxewtb	Mas	PEQUEÑA	ENTEL	SI -> CONTINUAR	Entel	7	PORQUE NUNCA HE TENIDO NINGUN PROBLEMA EN TODO ESTA OK	7	7	7	6	5	6	6	2	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	7	10	"6.	Servicios"	5	0	No
IzinU2K5Pu72	Mas	PEQUEÑA	ENTEL	SI -> CONTINUAR	Entel	6	PORQUE NO SE CAE TENEMOS ACCESO A INTERNET DE  FORMA PERMANENTE  LOS COSTOS SON RAZONABLES	5	4	6	6	4	9. NS/NR	6	9. NS/NR	No	No	No	Si	Si	No	NA	NA	NA	6	5	NA	NA	NA	NA	2.Call center	2.Call center	NA	NA	5	6	NA	NA	6	Sí	FALTA DE  COBERTURA EN CIERTOS SECTORES	Sí	No	5	6	8	"8.	Comercio (al por mayor y menor)"	15	0	Sí
qIFDLkbV9LCs	MV	GGEE	ENTEL	SI -> CONTINUAR	Entel,Movistar	5	nos falta segumiento en la autorizxacioon de planes cambios de equipos,no tenemos cambios de equipos, se refiere a renovaciones de equipos.la señal no hay problemas,pero mas el tema de los qequipos, van cambiando los palnes pero,no los van actualizando.	6	7	6	5	5	6	6	5	No	No	No	Si	No	No	NA	NA	NA	5	NA	NA	NA	NA	NA	2.Call center	NA	NA	NA	6	NA	NA	NA	6	No	NA	NA	NA	7	6	5	"8.	Comercio (al por mayor y menor)"	10	0	No
xZgVxJU58UDi	AP	GGEE	ENTEL	SI -> CONTINUAR	Entel,Movistar	7	PORQUE TIENE EXCELENTE SERVICIO ATENCIÓN AL CLIENTE, DE LOS PLANES EXCELENTE COBERTURA	7	7	6	7	7	7	7	6	Si	Si	Si	Si	No	Si	7	7	7	7	NA	7	1.Ejecutivo asignado para su empresa	3.Página Web  Empresas	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	NA	1.Ejecutivo asignado para su empresa	7	7	6	NA	NA	6	No	NA	NA	NA	7	7	10	"3.	Industria"	6	0	Sí
XLuv6Ost2ynM	AV	GGEE	ENTEL	SI -> CONTINUAR	Entel	6	PORQUE SIEMPRE SE PUEDE MEJORAR EN LOS TIEMPOS DE RESPUESTA	7	5	5	5	6	6	6	5	Si	Si	No	Si	Si	Si	6	6	NA	7	7	6	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	NA	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	6	NA	NA	NA	NA	7	No	NA	NA	NA	6	6	8	"6.	Servicios"	5	0	Sí
NxJPn6vZNcgO	Mas	MICRO	ENTEL	SI -> CONTINUAR	Entel,Movistar	7	POR LA SEGURIDAD QUE TENGO EN LO QUE ELLOS OFRECEN, EN EL SERVICIO QUE ES AGIL Y OPORTUNO EN LAS NECESIDADES MIAS, NO TENGO NADA QUE OBJETAR AL REPECTO	7	7	7	5	6	6	6	5	No	No	No	Si	No	No	NA	NA	NA	7	NA	NA	NA	NA	NA	3.Página Web  Empresas	NA	NA	NA	NA	7	NA	NA	7	No	NA	NA	NA	7	7	10	"6.	Servicios"	3	0	No
rq7xKSbcd5eR	MV	MEDIANA	ENTEL	SI -> CONTINUAR	Entel	7	PORQUE BUEN SERVICIO, BUENA COBERTURA LA INFORMACIÓN DE LOS EJECUTIVOS SON BASTANTE EFICIENTES  EN DAR SOLUCIONES SON  CORDIALES	7	7	5	7	7	7	6	6	No	No	No	Si	Si	No	NA	NA	NA	7	7	NA	NA	NA	NA	2.Call center	2.Call center	NA	7	7	NA	NA	NA	7	No	NA	NA	NA	7	7	10	"3.	Industria"	3	0	Sí
meEsrudFBpz4	AV	GGEE	ENTEL	SI -> CONTINUAR	Entel	6	porque podrian ir mejorando en el internet porque hemos tenido fallas	7	7	6	5	4	4	4	5	Si	Si	No	Si	Si	Si	7	7	NA	7	3	7	1.Ejecutivo asignado para su empresa	5.App Administradores Empresa <b>(NO la de personas), donde para acceder debe ingresar con su clave de Administrador</b>	NA	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	7	7	7	4	7	7	No	NA	NA	NA	5	5	5	"6.	Servicios"	10	0	Sí
F7zSvnLFrjnK	MV	GGEE	ENTEL	SI -> CONTINUAR	Entel	5	porque siempre podría ser mejor, cuando esta en un plan mucho tiempo después se va moficaficando y no nos avisan si hay otro plan	5	6	6	6	6	6	6	6	No	No	No	Si	No	No	NA	NA	NA	7	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	4	NA	NA	6	No	NA	NA	NA	6	6	8	"6.	Servicios"	5	0	No
XQQXoJIT8ZGd	AP	GGEE	ENTEL	SI -> CONTINUAR	Entel	7	POR CALIDAD DEL SERVICIO EN COBERTURA MÓVIL	7	7	7	7	7	7	7	7	No	Si	Si	No	No	No	NA	7	7	NA	NA	NA	NA	3.Página Web  Empresas	3.Página Web  Empresas	NA	NA	NA	7	7	7	NA	NA	7	No	NA	NA	NA	7	7	10	"7.	Transporte"	0	8	Sí
6WyCFrG8PS5U	AV	GGEE	ENTEL	SI -> CONTINUAR	Entel	7	PORQUE TENGO MUY BUEN SERVICIO SERVICIO DE ATENCION DE RESPUESTA PRECIOS TODO	7	7	7	7	7	7	7	6	Si	Si	No	Si	No	Si	7	7	NA	7	NA	7	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	NA	1.Ejecutivo asignado para su empresa	NA	1.Ejecutivo asignado para su empresa	7	7	NA	NA	NA	7	No	NA	NA	NA	7	7	7	"6.	Servicios"	8	0	Sí
