Column1	encriptado	...2	SEGMENTO GOL	SEGMENTO CORFO	Principal compañía	Filtro1 - Filtro 1: ¿Es usted la persona que administra la (s) cuenta (s) que su empresa tiene con el (los) operadores de productos o servicios móviles?	P1__1 - A: Internet Banda Ancha :	P1__2 - B: Telefonía Fija :	P1__3 - C: Red privada de datos/Transmisión de datos (MPLS) :	P1__4 - 'D: Servicios de Data Center y almacenamiento Cloud (servicios de alojamiento, arriendo, monitoreo y administración de servidores físicos o virtuales)' :	P1__5 - 'E: Servicios de correo electrónico, videoconferencias, creación y edición de documentos en línea y de manera colaborativa' :	P2__1 - A: Internet Banda Ancha :	P2__2 - B: Telefonía Fija :	P2__3 - C: Red privada de datos/Transmisión de datos (MPLS) :	P2__4 - 'D: Servicios de Data Center y almacenamiento Cloud (servicios de alojamiento, arriendo, monitoreo y administración de servidores físicos o virtuales)' :	P2__5 - 'E: Servicios de correo electrónico, videoconferencias, creación y edición de documentos en línea y de manera colaborativa' :	EMPTY LABEL - No Information Provided...17	EMPTY LABEL - No Information Provided...18	3. Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 =  Muy insatisfecho y 7 =  Muy satisfecho, ¿Cuán satisfecho está Ud. con {#Principal}?	"P4 - 4.	¿Por qué evalúa con esa nota? LITERAL"	P5__1 - a) {#Principal} es una empresa con buena imagen en general :	P6 - 6. Pensando en el funcionamiento del servicio {#P6txt},¿con qué nota de 1 a 7 evalúa el Funcionamiento de este servicio en general?	"P7 - 7.	Y en lo que respecta  a Servicio a Clientes, en escala de 1 a 7 ¿cuán satisfecho está Ud…. {#Principal}{#Princ_text}?"	"P9__1 - a)	Precio en relación al mercado (Competitividad) :"	"P9__2 - b)	Competitividad de planes en cuanto a minutos :"	"P8__3 - c)	Competitividad de planes en cuanto a Internet banda ancha fija :"	P9__1 - Contratación de nuevos servicios :	P9__2 - Solicitar aumentos o disminuciones  de velocidad (cambios de plan) :	P9__4 - Consultas del contrato/ alcances del contrato/ condiciones del contrato :	P9__5 - Consultas sobre seguimiento o estado de solicitudes :	"P10__2 - 'Consultas de la factura; como fechas de pago, montos, detalles de cobros.' :"	P9__7 - Reclamos por fallas  técnicas de los servicios fijos :	P10__1 - Contratación de nuevos servicios :	P10__2 - Solicitar aumentos o disminuciones  de velocidad (cambios de plan) :	P10__4 - Consultas del contrato/ alcances del contrato/ condiciones del contrato :	P10__5 - Consultas sobre seguimiento o estado de solicitudes :	P10__6 - 'Consultas de la factura, como fecha pago, montos, detalles de cobros' :	P10__7 - Reclamos por fallas  técnicas de los servicios fijos :	P11__2 - Solicitar aumentos o disminuciones  de velocidad (cambios de plan) :	P11__4 - Consultas del contrato/ alcances del contrato/ condiciones del contrato :	P11__5 - Consultas sobre seguimiento o estado de solicitudes :	P11__6 - 'Consultas de la factura, como fecha pago, montos, detalles de cobros' :	P11__7 - Reclamos por fallas  técnicas de los servicios fijos :	P12__1 - 1: Ejecutivo asignado para su empresa :	P12__2 - '2: A través del Call center, empresa' :	P12__3 - 3: P: A través de la web con clave :	P12__4 - 4: En tiendas/ sucursales :	"P16 - FACTURACIÓN: 
       16. En cuanto a la Facturación de todos los servicios móviles que tiene con {#Principal}, en una escala de 1 a 7 ¿Cómo evalúa el proceso de facturación de {#Principal} en general?"	"P17 - PROBLEMAS 
         17. En los últimos 3 meses, ¿ha tenido su empresa algún problema con el servicio entregado por {#Principal}?"	"P15 - 15.	¿Qué problema ha tenido? Sondear LITERAL"	"P19 - 19.	¿Comunicó este problema a {#Principal}?"	"P20 - 20.	¿Y fue solucionado su problema?"	18. Utilizando una escala de 1 a 7, donde 1 significa nada dispuesto y 7 significa muy dispuesto, ¿Qué tan dispuesto estaría usted a continuar con {#Principal}{#Princ_text}?	"P24 - 24.	En base a una escala de 0 a 10, donde 0 significa que definitivamente no recomendaría, y 10 que definitivamente si recomendaría, ¿Qué tan dispuesto estaría usted a recomendar a {#Principal}?"	"P_3A - 3) 3)	Para servicios fijos, ¿Hace cuánto tiempo que tiene esta cuenta con {#Principal}{#Princ_text}? 
            AÑOS"	P_3B - MESES	"P_4 - 4)	¿ Pensando en su relación con {#Principal}{#Princ_text} ¿Tiene asignado un ejecutivo para sus necesidades comerciales y/o de post venta?"	Bench
1625	wRqFw2VfX6kP	44166	ENTEL	MICRO	MICRO ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Telefónica/ Movistar	NA	NA	NA	NA	NA	7	POR QUÉ ESTÁ TODO BIEN TODO FUNCIONA BIEN ESTOY MUY CONFORME CON EL SERVICIO, EL PRECIO QUE PAGAMOS, LA SEÑAL QUE TENEMOS, LA SOLUCIÓN DE LOS PROBLEMAS CUANDO LLEGAN A HABER PERO NO HA HABIDO.	7	7	7	7	7	7	No	Si	Si	Si	Si	No	NA	7	7	5	7	NA	2. A través del Call center, empresa	2. A través del Call center, empresa	2. A través del Call center, empresa	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	NA	NA	7	7	NA	7	No	NA	NA	NA	7	10	5	0	No	fijo
1626	r74srXkY9Z2z	44166	ENTEL	PEQUEÑA	PYME ENTEL	SI -> CONTINUAR	Sí	No	No	Sí	No	Entel	NA	NA	Otra ¿Cúal?	NA	NA	NA	7	PORQUE CUANDO HEMOS TENIDO PROBLEMAS HAN SIDO BASTANTE EFICIENTES Y NO HEMOS TENIDO PROBLEMAS CON CAÍDA DE INTERNET Y CUANDO HA HABIDO QUE HA SIDO POCO LO HAN RESUELTO BASTANTE RÁPIDO, EFICIENTES EN CUANTO A RESOLUCIÓN DE PROBLEMAS TANTO EN EL SOPORTE TÉCNICO COMO EN LA RESPUESTA TELEFÓNICA.	7	6	7	6	9. NS/NR	6	Si	No	No	Si	Si	Si	7	NA	NA	7	7	6	NA	NA	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	2. A través del Call center, empresa	NA	6	6	NA	6	Sí	DE LA SEÑAL A TENIDO VARIACION DE FRECUENCIA PERO LA HAN ARREGLADO RAPIDO INMEDIATAMENTE VUELVE LA DESCARGA Y EN EL NIVEL QUE TIENE QUE ESTAR.	Sí	Si	7	10	7	0	Sí	fijo
1627	YCJXMboYs9M9	44166	ENTEL	PEQUEÑA	PYME ENTEL	SI -> CONTINUAR	Sí	No	No	No	No	Entel	NA	NA	NA	NA	NA	NA	6	POR LOS PRECIOS IGUAL SON CAROS, SE HAN ELEVADO ULTIMAMENTE LOS PRECIOS SOLO POR ESO CALIFICO CON SEIS	7	7	7	6	7	7	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	7	No	NA	NA	NA	7	10	10	0	No	fijo
1628	0etpEjr4dfUw	44166	ENTEL	MEDIANA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	Sí	Sí	Sí	Entel	Entel	Entel	Otra ¿Cúal?	Otra ¿Cúal?	NA	NA	5	HAY MOMENTOS EN QUE LA SEÑAL ES BAJA EN SU CAPACIDAD DE TRANSMISIÓN SE INTERRUMPE LA SEÑAL UN PAR DE MINUTOS	7	5		5	9. NS/NR	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	7	No	NA	NA	NA	5	8	5	0	No	fijo
1629	kod7QdnLVf7p	44166	ENTEL	MICRO	MICRO ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	6	"PORQUE HAY PROBLEMAS DE CONEXIÓN EN ALGUNAS OCASIONES; QUE NO ME PUEDO CONECTAR EN ALGUNAS OCASIONES."	6	5	6	6	5	5	No	No	No	No	No	Si	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	2. A través del Call center, empresa	6	NA	NA	4	6	No	NA	NA	NA	6	8	1	0	No	fijo
1630	M4xoSOgIubTi	44166	ENTEL	MEDIANA	PYME ENTEL	SI -> CONTINUAR	Sí	No	No	Sí	Sí	Entel	NA	NA	Otra ¿Cúal?	Otra ¿Cúal?	NA	NA	5	PORQUE IGUAL SON UN POCO CAROS PARA EVALUARLO CON UN 7, EL SERVICIO POR VENTA TAN POCO ES TAN BUENO A LA HORA DE TENER UN AVERIO DIGAMOS QUE NO RESUELVEN, ESO QUE LOS AVERIOS NO LA SOLUCIONAN EN TERRENO SINO QUE TE DAN UNA ASESORIA TELEFÓNICA	4	4	5	6	9. NS/NR	5	No	Si	No	No	No	Si	NA	5	NA	NA	NA	5	1. Ejecutivo asignado	NA	NA	NA	2. A través del Call center, empresa	5	NA	NA	NA	5	No	NA	NA	NA	5	5	5	0	Sí	fijo
1631	6klNEIvsRpuf	44166	ENTEL	MICRO	MICRO ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	5	EL SERVICIO EN SI ESTA BUENO SOLO QUE LA TARIFA ES UN POCO MAS CARO	6	6	5	5	5	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	No	NA	NA	NA	5	6	9	0	Sí	fijo
1632	r7C9URc5NRYh	44166	ENTEL	MICRO	MICRO ENTEL	SI -> CONTINUAR	Sí	No	No	No	No	Entel	NA	NA	NA	NA	NA	NA	4	PORQUE NO TENGO REDES EN MUCHAS PARTES, CUANDO SE CORTA Y NO NINGUNA RESPONSABILIDAD.	5	5	6	4	9. NS/NR	4	Si	No	No	No	No	Si	6	NA	NA	NA	NA	6	NA	NA	NA	NA	2. A través del Call center, empresa	NA	6	NA	NA	6	Sí	CAIDAS DE LA BANDA Y SE CORTA EL TELEFONO.	No	NA	5	4	20	0	No	fijo
1633	uC8v18zT1ZwB	44166	ENTEL	MICRO	MICRO ENTEL	SI -> CONTINUAR	Sí	No	No	No	No	Entel	NA	NA	NA	NA	NA	NA	6	"EN GENERAL NO HE TENIDO PROBLEMAS DE NINGUN TIPO, MÁS QUE ALGUNAS INTERFERENCIAS O CORTES EN ALGUNAS LLAMADAS Y EN ALGUNOS MOMENTOS O SE ESCUCHAN MAL  A VECES; PERO SUPONGO QUE ESO ES UN POCO NORMAL."	7	6	6	5	5	5	No	Si	No	No	No	Si	NA	5	NA	NA	NA	5	2. A través del Call center, empresa	NA	NA	NA	2. A través del Call center, empresa	NA	5	NA	NA	6	No	NA	NA	NA	5	5	10	0	Sí	fijo
1634	fOrLzBMMeLsY	44166	ENTEL	MICRO	MICRO ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	6	"PORQUE ME ATIENDEN BIEN PERO HUBO UN PROBLEMA CON UNA CONTRATACIÓN QUE NO SE HA SOUCIONADO POR ESO NO LE PUSE UN 7; SI QUE HE GENERADO UN RELCMAO INCLUSO EN LA GERENCIA GENERAL Y HAST ALE DÍA DE HOY NO S EHA REPSONDIDO; SÍ, QUE ES UN FRAUDE INTERNO, ES UN FRAUDE QUE SUFRIÓ LA OFICINA Y SE ESTÁ COBRANDO UN APARATO QUE NO SE CONTRATÓ."	5	6	5	5	5	5	No	No	No	Si	No	No	NA	NA	NA	2	NA	NA	NA	NA	4. En tiendas/ sucursales	NA	NA	NA	6	NA	3	6	No	NA	NA	NA	6	7	5	0	9. NS/NR	fijo
1635	IaD1NiESW60B	44166	ENTEL	MICRO	MICRO ENTEL	SI -> CONTINUAR	Sí	No	No	No	No	Entel	NA	NA	NA	NA	NA	NA	6	PORQUE EN GENERAL FUNCIONAN BIEN PERO TIENEN ALGUNAS CAIDAS DE SEÑAL EXPORADICAMENTE QUE SON BASTANTES MOLESTAS. QUE LOS PLANES DE EMPRESA SON MUY CAROS CON RESPECTO A PLANES DE PERSONAS.	6	5	6	5	5	6	No	Si	No	No	No	Si	NA	5	NA	NA	NA	3	2. A través del Call center, empresa	NA	NA	NA	2. A través del Call center, empresa	NA	4	1	NA	7	Sí	CORTES EN SERVICIOS DE INTERNET Y TELECOMUNICACIONES, Y QUE NO HAN IDO RETIRAR YO DI DE BAJA ALGUNOS SERVICIOS FIJOS Y NO LO HAN RETIRADO EN UN AÑO.	Sí	No	5	8	2	0	Sí	fijo
1636	hWioBW2o5gQV	44166	ENTEL	MICRO	MICRO ENTEL	SI -> CONTINUAR	Sí	Sí	Sí	No	No	Entel	Entel	Entel	NA	NA	NA	NA	6	"DE VERDAD EN ATENCIÓN Y SERVICIOS SON BUENOS; SON BUENOS, NUNCA SE NOS HA CAÍDO EL SISTEMA, O SEA, EL INTERNET DE VERDAD NUNCA NOS HEMOS QUEDADO SIN SERVICIO Y LA ATENCIÓN EN CUANTO A VENIR A ESTA OFICINA LA VEDAD ES MUY RÁPIDA EN CASO DE ALGUNA EVENTUALIDAD."	7	7	7	7	6	6	Si	Si	Si	Si	No	Si	7	7	7	7	NA	7	2. A través del Call center, empresa	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	2. A través del Call center, empresa	NA	2. A través del Call center, empresa	7	7	7	NA	7	No	NA	NA	NA	7	7	5	0	Sí	fijo
1637	XqmN5p0cn8MG	44166	ENTEL	PEQUEÑA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	Sí	Sí	Sí	Entel	Entel	Entel	Entel	Entel	NA	NA	7	PORQUE HA FUNCIONADO TODO A LA PERFECCION A LA TRANSMICION DE DATOS, TODO EN REALIDAD, LA TRANSMICION DE INFORMACION, TODO OK, LA TELEFONIA TODO FUNCIONA AL 100 PORCIENTO, NO PUEDO DECIRTE QUE NO HAY NADA NORMAL, ESTA TODO FUNCIONANDO, LAS LINEAS NO SE CAEN, LA INFORMACION EN LINEA, LOS SERVIDORES FUNCIONAN BIEN Y NADA ANORMAL, TENGO LA INFORMACION QUE REQUIERO Y DESDE EL TELEFONO INGRESO TODOS LOS SERVIDORES.	7	7	7	7	7	7	Si	Si	No	Si	No	No	7	7	NA	7	NA	NA	1. Ejecutivo asignado	NA	1. Ejecutivo asignado	NA	NA	7	NA	7	NA	7	No	NA	NA	NA	7	10	6	0	Sí	fijo
1638	IM3Gvm5nF8pI	44166	ENTEL	PEQUEÑA	PYME ENTEL	SI -> CONTINUAR	Sí	No	No	Sí	Sí	Entel	NA	NA	Otra ¿Cúal?	Otra ¿Cúal?	NA	NA	7	PORQUE NO TENEMOS PROBLEMAS Y DA LA VELOCIDAD QUE NECESITAMOS	7	7	7	7	7	7	Si	Si	No	No	No	Si	7	7	NA	NA	NA	7	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	NA	NA	NA	2. A través del Call center, empresa	NA	7	7	NA	6	Sí	DESCONEXION	Sí	Si	7	10	0	6	No	fijo
1639	ZeEEFbH0GdgF	44166	ENTEL	MICRO	MICRO ENTEL	SI -> CONTINUAR	Sí	No	No	No	Sí	Entel	NA	NA	NA	Otra ¿Cúal?	NA	NA	7	"EN GENERAL NUNCA HEMOS TENIDO PROBLEMAS, Y CUANDO LOS HE TENIDO LOS RESUELVEN DE MANERA MUY RÁPIDA; NO SÉ, POR EJEMPLO, DE REPENTE HAY UNA BAJA EN CONECTIVIDAD, ENTONCES LLAMO POR TELÉFONO Y ME CONTESTA RÁPIDAMENTE, O SEA UNO ESPERA MENOR A UN MINUTO Y LUEGO LO RESUELVEN CASI DE INMEDIATO, O SEA, HACEN UN PAR DE TEXTOS ME IMAGINO, Y GENERAN LA SOLUCIÓN DE INMEDIATO, LOS PRECIOS TAMBIÉN ESTÁN AJUSTADOS AL MERCADO, NO DIFIEREN TANTO DE LAS OFERTAS DE OTRAS COMPAÑÍAS, NO SE DIFERENCIAN TANTO DE LAS OFERTAS DE OTRAS COMPAÑÍAS."	7	7	7	6	7	7	Si	Si	No	No	No	No	7	7	NA	NA	NA	NA	2. A través del Call center, empresa	NA	NA	NA	NA	NA	7	7	NA	7	No	NA	NA	NA	7	10	1	0	No	fijo
1640	h8QJlvNlCyW6	44166	ENTEL	MICRO	MICRO ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Entel	NA	NA	Entel	NA	NA	6	NO LE PONGO EL 7 POR QUE EN REALIDAD EN ESTOS ÚLTIMOS TIEMPOS YO CREO QUE TODAS COMPAÑÍAS HAN TIENE PROBLEMAS, Y POR LO MENOS NUNCA NOS QUEDAMOS SIN INTERNET QUE ES LO QUE NOS INTERESA A NOSOTROS PARA TRABAJAR, SI POR QUE SE CAE, SE VA EL INTERNET, VUELVE EN MEDIA HORA, TODAS ESAS COSAS QUE PASAN, A NOSOTROS NO NOS PASAN. TE LO COMENTO, FUIMOS MOVISTAR PERO ES MUY MALO, NOS CAMBIAMOS A ENTEL Y ESTAMOS CONTENTOS SÍ.	6	6	5	6	6	6	No	No	No	No	Si	No	NA	NA	NA	NA	6	NA	NA	NA	NA	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	NA	NA	NA	6	NA	5	Sí	EL TELÉFONO NO FUNCIONA DE REPENTE SE CORTA. DESPUÉS SE ARREGLA SOLO.	No	NA	6	5	2	0	No	fijo
1641	Pm6jEdIb768Y	44166	ENTEL	MEDIANA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	1	"PORQUE SON BUENOS PARA COBRAR PERO NO PARA SOLUCIONAR PROBLEMAS, ESPECIALMENTE CUANDO SE TRATA DE PAGAR CUENTAS; QUE TENGO DIFICULTADES PARA PROCESAR SIEMPRE LOS PAGOS, PORQUE NUNCA LOS ACREDITAN, DE HECHO TUVE QUE HACER RECLAMOS EN SUBTEL."	1	2	1	1	1	1	No	No	Si	Si	Si	Si	NA	NA	1	1	1	1	NA	2. A través del Call center, empresa	2. A través del Call center, empresa	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	2. A través del Call center, empresa	NA	1	1	NA	1	Sí	"CORTES DE SERVICIO; SE ME CORTA EL INTERNET Y SE ME CORTA EL TELÉFONO, Y TAMBIÉN HAY RECLAMOS COMERCIALES PORQUE NO ACREDITAN LOS PAGOS."	Sí	Si	1	0	3	0	No	fijo
1642	KSIO8B0t4XVc	44166	ENTEL	PEQUEÑA	PYME ENTEL	SI -> CONTINUAR	Sí	No	Sí	Sí	Sí	Entel	NA	Entel	Claro/ Telmex	Entel	NA	NA	6	PORQUE ES BUENO, PERO NO MUY BUENO , A ESO MISMO HAY COSAS NO SON OPTIMAS, NO LE PODRIA DETALLAR, PERO HEMOS TENIDO PROBLEMAS DE COMUNICACIÓN	7	5	5	5	9. NS/NR	9. NS/NR	No	Si	No	No	Si	No	NA	7	NA	NA	7	NA	4. En tiendas/ sucursales	NA	NA	2. A través del Call center, empresa	NA	NA	NA	NA	NA	6	No	NA	NA	NA	7	8	5	0	No	fijo
1643	Pv7Fdx7x0Nhi	44166	ENTEL	GGEE	GGEE ENTEL	SI -> CONTINUAR	Sí	No	No	No	Sí	Entel	NA	NA	NA	Entel	NA	NA	7	"BUENO HASTA AHORA NO TENEMOS NINGÚN PROBLEMA Y CON EL SERVICIO ÓSEA EL 90 POR CIENTO DE LOS SERVICIOS QUE TENEMOS ESTÁN CONTROLADOS CON ELLOS . ERA PORQUE TENÍAMOS EL 90 % DE LOS SERVICIOS CONTRATADOS CON ELLOS PORQUE LLEGAN A TODOS LADO NOS FACILITA TENER SOLO UN PROVEEDOR; LO QUE PASA ES QUE TENEOS VARIAS OBRAS LOS CUAL CONECTAMOS EL SERVICIO DE INTERNET FIJO TODO Y HAY VECES ENTEL NO LLEGA ALGUNOS LADOS Y AHÍ ES CUANDO BUSCAMOS OTROS PROVEEDORES PERO SON MUY POCAS VECES QUE PASA ESTO."	7	7	7	5	6	5	Si	Si	No	No	No	Si	7	7	NA	NA	NA	7	1. Ejecutivo asignado	NA	NA	NA	2. A través del Call center, empresa	7	7	NA	NA	7	No	NA	NA	NA	7	10	5	0	Sí	fijo
1644	qW7XwWZuva4D	44166	ENTEL	PEQUEÑA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	7	"PORQUE PRESTA LA UTILIDAD QUE SE REQUIERE, Y NO HAY SUSPENSIÓN, NI CORTE, NI NADA DE NINGÚN TIPO; ENTREGA UN SERVICIO 100 PORCIENTO. LA INTERNET NUNCA SE CAE Y LA TELEFONÍA TAMPOCO SE SUSPENDE."	7	7	6	7	7	7	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	10	5	0	Sí	fijo
1645	RYG8Fvwy9SsC	44166	ENTEL	MEDIANA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	Sí	No	No	Entel	Entel	Entel	NA	NA	NA	NA	5	"TAMPOCO POR, DIGAMOS POR EL RESULTADO ÓPTIMO DE LOS SERVICIOS QUE OFRECEN. EL INTERNET SE CAE, A VECES LA SEÑAL NO ES LA ÓPTIMA; ESE TIPO DE SITUACIONES."	5	5	3	4	5	5	No	No	No	No	No	Si	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	2. A través del Call center, empresa	NA	5	NA	5	5	No	NA	NA	NA	5	7	7	0	No	fijo
1646	IYZJ0utD0ZTC	44166	ENTEL	PEQUEÑA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	Sí	No	Sí	Entel	Entel	Entel	NA	Entel	NA	NA	7	PORQUE NO HE TENIDO PROBLEMAS. POR EL TIEMPO QUE LLEVO CON ELLOS	7	5	7	6	7	5	Si	Si	No	No	No	No	7	7	NA	NA	NA	NA	2. A través del Call center, empresa	NA	NA	NA	NA	NA	7	7	7	7	Sí	LA CONECTIVIDAD A INTERNET	Sí	No	7	10	5	0	No	fijo
1647	fk5INXPhV2hq	44166	ENTEL	PEQUEÑA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	Sí	No	Sí	Entel	Entel	Entel	NA	Entel	NA	NA	4	"PORQUE ES MALO; MALA SEÑAL."	4	7	7	5	5	4	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	No	NA	NA	NA	4	5	4	0	No	fijo
1648	9aVfhNQKjKEx	44166	ENTEL	PEQUEÑA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	4	PORQUE EN PANDEMIA NO UTILIZAMOS EL INTERNET Y NO HUBO NINGUNA CONSIDERACIÓN POR PARTE DE ENTEL. EN EL COBRO.	5	5	5	5	5	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	6	Sí	NO USO, NO USO, ES QUE NO LO USE PUES, ENTONCES SI, CUAL ES EL PROBLEMA QUE NO LO EH USADO. EL PROBLEMA SI Y CUAL ES EL PROBLEMA QUE NO LE EH USADO.	No	NA	4	4	8	0	No	fijo
1649	BX7wGxllLd9f	44166	ENTEL	MEDIANA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	GTD/ Manquehue	NA	NA	NA	NA	NA	6	EL SERVICIO FUNCIONA BIEN, PERO HAN TENIDO PROBLEMAS ADMINISTRATIVOS CON FACTURACIÓN.	6	6	5	4	9. NS/NR	4	No	No	No	Si	Si	No	NA	NA	NA	4	4	NA	NA	NA	1. Ejecutivo asignado	1. Ejecutivo asignado	NA	NA	NA	NA	NA	5	No	NA	NA	NA	6	6	0	8	Sí	fijo
1650	Y0PTIAMD63zQ	44166	ENTEL	MEDIANA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	6	POR QUE ESTA BIEN PARA LO QUE NECESITO, ME REFIERO A QUE PARA LOS REQUERIMIENTOS TECNICOS NUESTROS ES CORRECTO.	7	6	7	7	7	7	No	Si	Si	No	No	No	NA	7	7	NA	NA	NA	2. A través del Call center, empresa	2. A través del Call center, empresa	NA	NA	NA	NA	7	7	NA	7	No	NA	NA	NA	6	8	2	0	9. NS/NR	fijo
1651	ZXl1XHqQuMH3	44166	ENTEL	PEQUEÑA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	6	EN GENERAL ES UN BUEN SERVICIO PORQUE NO FALLA  MUCHO NO TENGO GRANDES PROBLEMAS TÉCNICOS EL CALL CENTER ES MUY BUEN ATIENDEN BIEN Y SON EFICIENTES  LOS PRECIOS ME PARECEN RAZONABLES NO LES DOY UN 7 PORQUE DE REPENTE TIENEN ALGUNAS CAÍDAS ALGUNAS TECNICCAS	7	6	7	6	7	6	Si	Si	No	No	No	Si	7	6	NA	NA	NA	5	2. A través del Call center, empresa	NA	NA	NA	2. A través del Call center, empresa	NA	7	4	NA	7	Sí	FALLAS TÉCNICAS INTERRUPCIÓN DE INTERNET	Sí	Si	7	8	7	0	No	fijo
1652	iVRUzn1HXTrs	44166	ENTEL	MICRO	MICRO ENTEL	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	6	MAYOR COBERTURA DONDE ESTÁ, PRECIOS MÁS ALTOS QUE LA COMPETENCIA, OFICINAS MUY LLENAS PARA HACER TRÁMITES	6	7	6	6	6	6	No	No	Si	No	No	No	NA	NA	7	NA	NA	NA	NA	2. A través del Call center, empresa	NA	NA	NA	NA	NA	7	NA	7	No	NA	NA	NA	7	8	3	0	9. NS/NR	fijo
1653	GCOPiUE1vvD3	44166	ENTEL	MEDIANA	PYME ENTEL	SI -> CONTINUAR	Sí	No	No	No	No	Entel	NA	NA	NA	NA	NA	NA	7	POR QUE NUNCA HE PRESENTADO PROBLEMAS NI CAIDA CON EL SERVICIO, NUNCA SE A CAIDO EL SERVICIO.	7	7	7	7	9. NS/NR	9. NS/NR	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	7	No	NA	NA	NA	7	7	1	6	Sí	fijo
1654	O3LqWxRuftB3	44166	ENTEL	PEQUEÑA	PYME ENTEL	SI -> CONTINUAR	Sí	Sí	Sí	Sí	Sí	Entel	Entel	Otra ¿Cúal?	Otra ¿Cúal?	Otra ¿Cúal?	NA	GODADDY	6	"PORQUE ME GUSTARÍA QUE ME COBRARAN MENOS, POR QUE EL SERVICIO ES BUENO, PERO COBRAN CARO; A QUE EL SERVICIO ES BUENO PERO MUY CARO, ENTONCES PA' PONERLE UN 7 DEBERÍA BUENO, BONITO Y BARATO Y NO ES BARATO."	6	7	6	5	6	6	No	Si	No	Si	No	No	NA	7	NA	6	NA	NA	2. A través del Call center, empresa	NA	2. A través del Call center, empresa	NA	NA	6	6	7	NA	6	No	NA	NA	NA	6	9	2	0	Sí	fijo
1655	hRYvZQNxOjUA	44166	ENTEL	GGEE	GGEE ENTEL	SI -> CONTINUAR	Sí	No	No	No	No	Entel	NA	NA	NA	NA	NA	NA	6	"PORQUE LA SEÑAL NO ES 100% BUENA; EN OCASIONES NOS QUEDAMOS SIN SEÑAL DE INTERNET"	6	6	6	6	6	6	No	Si	No	No	No	No	NA	6	NA	NA	NA	NA	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	NA	NA	NA	NA	NA	6	NA	NA	7	No	NA	NA	NA	6	8	9	0	Sí	fijo
