encriptado	SEG_CORFO_FINAL	CL_SEGMENTO_GOL_original	P36	sex_enc	P27	F1	P1	P1._5	P2	P3	P4	P4_COD	P5[{_1}].resP5	P5[{_2}].resP5	P5[{_3}].resP5	P5[{_4}].resP5	P5[{_5}].resP5	P6	P7	P8[{_1}].resP8	P8[{_2}].resP8	P8[{_3}].resP8	P8[{_4}].resP8	P9	P10	P11[{_1}].rp11	P11[{_2}].rp11	P11[{_3}].rp11	P11[{_4}].rp11	P11[{_5}].rp11	P11[{_6}].rp11	P11[{_7}].rp11	P11[{_8}].rp11	P12[{_1}].rp12	P12[{_2}].rp12	P12[{_3}].rp12	P12[{_4}].rp12	P12[{_5}].rp12	P12[{_6}].rp12	P12[{_7}].rp12	P12[{_8}].rp12	P13[{_1}].rp13	P13[{_2}].rp13	P13[{_3}].rp13	P13[{_4}].rp13	P13[{_5}].rp13	P13[{_6}].rp13	P13[{_7}].rp13	P13[{_8}].rp13	P14[{_1}].rp	P14[{_2}].rp	P14[{_3}].rp	P14[{_4}].rp	P14[{_5}].rp	P15	P16[{_1}].rp16	P16[{_2}].rp16	P16[{_3}].rp16	P16[{_4}].rp16	P17[{_1}].rp17	P17[{_2}].rp17	P17[{_3}].rp17	P17[{_4}].rp17	P18	P18A[{_1}].Rp	P18A[{_2}].Rp	P18A[{_3}].Rp	P18A[{_4}].Rp	P18B[{_1}].Rp	P18B[{_2}].Rp	P18B[{_3}].Rp	P18B[{_4}].Rp	P19	P20	P20_COD	P21	P22	P23	P24	P25	P26	P28	P29	P30	P31	P33	Fecha_Enc
KvR9f9ZlCTyA	MICRO	Mas	Regiones	Hombre	Sí	Sí	Entel,Movistar,Otros	VTR	Entel	7	TIENE BUENA SEÑAL COBERTURA, EL SERVICIO ES RAPIDO, NO SE INTERFIERE	Buena cobertura,Buen funcionamiento de Internet / velocidad / estabilidad,Continuidad del servicio	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	7	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	ANTOFAGASTA	NA	V2. POST CRISIS
KdKaIHi0ttse	GGEE	AV	Santiago	Hombre	Sí	Sí	Entel,Movistar	NA	Entel	6	HAN CAMBIADO EL MODELO DE ATENCION NATES ER AMUY PERSONALIZADA HOY DIA NO LO ES TANTO TENIA EJCUTIVOS POR MUCHOS AÑOS AHAN CAMBIADO EJECUTIVOS REITERAMNETE LO ULTIMOS AÑOS Y AHORAA NO SE CUAL TENGO Y LO COMOZCO	Atención poco personalizada/ contestan grabadoras/ ejecutivos virtuales,Mucha rotación de ejecutivos	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	6	6	7	6	6	7	Si	No	No	No	No	No	Si	No	7	NA	NA	NA	NA	NA	7	NA	1.Ejecutivo asignado para su empresa	NA	NA	NA	NA	NA	1.Ejecutivo asignado para su empresa	NA	6	NA	NA	7	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	No	Sí	NA	NA	NA	5	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	Está Igual	8	100	MANUFACTURA	15 AÑOS	SANTIAGO	JEFE DE SISTEMAS	V1. PRE CRISIS
hdQmowviH9fm	PYME	AV	Santiago	Hombre	Sí	Sí	Entel,Otros	VTR	Entel	4	PORQUE LA SEÑAL A DECRECIDO SU CALIDAD ENORMEMENTE EN LOS ULTIMOS MESES	Mala señal / pérdida de señal / interferencias	5	NA	NA	NA	NA	2	2	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	NA	NA	NA	NA	SI	LA SEÑAL MUY MALA SE CORTA LA LLAMADA NO SE PUEDEN HACER LLAMADAS DE MAS DE UN MINUTO	Caída de señal /señal / interferencias / corte de llamadas,Problemas con servicio de telefonía	SI	NO	NA	2	NA	NA	NA	NA	NA	TALAGANTE PEÑAFLOR	NA	V2. POST CRISIS
3D3TPUQtNuYl	GGEE	MV	Santiago	Hombre	Sí	Sí	Entel	NA	NA	5	PORQUE NO ESTA MUY BUENO EL SERVICIO ULTIMAMENTE PORQUE ANTE REQUERIMIENTOS NO HAY RESPUESTA LA PAGINA NO ESTA TAN AMIGABLE COMO ERA ANTES	No responde / no resuelven requerimientos,Página Web poco amigable	5	NA	NA	NA	NA	5	6	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	Sí	No	NA	NA	5	NA	NO	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	HUECHURABA	NA	V2. POST CRISIS
IgEQ8d6am3kB	PYME	Mas	Regiones	Mujer	Sí	Sí	Entel	NA	NA	6	AL PRINCIPIO HABIA EQUIPO COSTO CERO HABIA MAS OPCIONES AHORA SON COBRADOS NO HAY OPCIONES PARA IR CAMBIANDO EQUIPOS CONSTANTEMENTE ES DECIR EN EL PERIODO QUE CORRESPONDE PRECIOS CONVENIENTE LOS EQUIPOS ESTANN A UN VALOR BASTANTE ALTO	Equipos caros,No realizan cambio de equipos/ problemas con cambio de equipos	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	7	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	VIÑA DEL MAR	NA	V2. POST CRISIS
4YP60phZuHcl	GGEE	MP	Santiago	Hombre	Sí	Sí	Entel,Movistar	NA	Entel	7	POR LA GRAN COBERTURA NOSOTROS TRABAJAMOS CON PERSONAL AL SUR DE CHILE Y LA SEÑAL DE ENTEL ES MUCHO MEJOR QUE LAS OTRAS COMPAÑIA ES DEGRAN UTILIDAD PARA NOSOTROS UN 7 PARA ENTEL TENGO UNA EJECUTIVA QUE ESTA SIEMPRE OFRECIENDO ALGUNA COSA LO MAS IMPORTANTE ES LA SEÑAL	Buena cobertura,Buena señal / no hay caídas de la señal / señal nítida,Buena empresa / es la mejor empresa / es mejor que otras,Buena atención / amabilidad	7. En absoluto acuerdo	NA	NA	NA	NA	6	7	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	CALERA DE TANGO	NA	V2. POST CRISIS
W0G5MKeHimwU	PYME	MP	Santiago	Mujer	Sí	Sí	Entel	NA	NA	3	PORQUE TE COBRAN LO QUE QUIEREN LOS COBROS SON NO SE DE LIBRE ALBELDRIO ESO LAMENTABLEMENTE ME DI CUENTA  ELA SEMANA PASADA Y PAGO VEINTE LUCAS EN MENSAJERIA QUE NO CORRESPONDE	Precios altos / es caro / alzas de precio,Poca transparencia en cuentas / cobros indebidos / problemas de facturación	6	NA	NA	NA	NA	6	6	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	Sí	No	NA	NA	5	NA	NO	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	QUINTA NORMAL	NA	V2. POST CRISIS
Hp7wxYZJH7ZA	PYME	Mas	Santiago	Hombre	Sí	Sí	Entel	NA	NA	3	NO TIENE SEÑAL Y COBERTURA, 30 KM. ANTENAS ORIENTADAS A LAS CARRETERAS Y NO AL CAMPO	Buen servicio / conforme / satisfecho con el servicio,Mala / poco cobertura	6	NA	NA	NA	NA	3	6	5	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	BUIN	NA	V2. POST CRISIS
wnL7YG9UpRDu	PYME	MP	Regiones	Hombre	No	Sí	Entel,Movistar	NA	Entel	6	PORQUE NO TIENE TANTAS OFERTAS COMO ME OFRECE MOVISTAR EN VALORES NO SON BUENAS OFERTAS	Pocas / malas ofertas	7. En absoluto acuerdo	NA	NA	NA	NA	6	6	7	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	Sí	Sí	No	6	6	6	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	IQUIQUE	NA	V2. POST CRISIS
sg23KjqfcYrV	PYME	MP	Santiago	Hombre	Sí	Sí	Entel	NA	NA	6	PORQUE NO HAY BUENA SEÑAL EN ALGUNOS LUGARES SOBRE TODO DONDE VIVO	Mala señal / pérdida de señal / interferencias	7. En absoluto acuerdo	NA	NA	NA	NA	6	6	6	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	LAS CONDES,	NA	V2. POST CRISIS
Ty9VMeqW3tIS	PYME	MV	Regiones	Hombre	Sí	Sí	Entel	NA	NA	6	PORQUE FUNCIONA BIEN BASTANTE BIEN HAY ALGUNOS DETALLES PROPIOS DEL RUBRO COMO POR EJEMPLO BAJAS DE COBERTURA EN EL SECTOR DE REQUINOA DE VEZ EN CUANDO SUCEDEN ES RELATIVO	Buen servicio / conforme / satisfecho con el servicio,Internet lento / inestable	7. En absoluto acuerdo	NA	NA	NA	NA	6	7	6	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	Sí	Sí	NA	NA	7	7	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	REQUINOA	NA	V2. POST CRISIS
ks28Dg368BpG	MICRO	Mas	Santiago	Hombre	Sí	Sí	Entel	NA	NA	7	NO HEMOS TENIDO PROBLEMAS CON EL SERVICIO Y MIENTRAS FUNCIONE ESTA BIEN EVALUADO	Funciona bien /sin problemas,Buen servicio / conforme / satisfecho con el servicio	7. En absoluto acuerdo	NA	NA	NA	NA	7	Ns/Nr	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	QUILICURA	NA	V2. POST CRISIS
4dGxZccAedsI	PYME	MV	Santiago	Hombre	Sí	Sí	Entel	NA	NA	6	PORQUE FUNCIONA BIEN HA TENIDO PROBLEMAS PERO EN GENERAL BIEN A VECES   NO LLEGA LA FACTURA  COSAS ASI	Buen servicio / conforme / satisfecho con el servicio,Funciona bien /sin problemas,Poca transparencia en cuentas / cobros indebidos / problemas de facturación	7. En absoluto acuerdo	NA	NA	NA	NA	7	Ns/Nr	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	QUILICURA	NA	V2. POST CRISIS
2oEvAa2G3uyJ	PYME	AP	Regiones	Hombre	Sí	Sí	Entel	NA	NA	6	A VER EN GENERAL TENGO BUENA RESPUESTA DE LOS EJECUTIVOS COMERCIALES Y POS VENTA NO QUE CUANDO TENGO ALGUN REQUERIMIENTO LA RESPUESTA ES BIEN RAPIDA A TODAS MIS SOLICITUDES	Responden / resuelven requerimientos,Rapidez / eficiencia en solución de problemas	7. En absoluto acuerdo	NA	NA	NA	NA	6	6	4	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	Sí	No	No	7	7	NA	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	RIO CLARO	NA	V2. POST CRISIS
rRZTNisAAjmM	PYME	MP	Regiones	Hombre	No	Sí	Entel,Movistar	NA	Entel	7	PORQUE NO HA INCONVENIENTES TIENE AMPLIA COBETURA	Funciona bien /sin problemas,Buena cobertura	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	CHILLAN	NA	V2. POST CRISIS
XqxuSBbScVWj	PYME	Mas	Santiago	Hombre	Sí	Sí	Entel	NA	NA	7	PORQUE ME ATIENDEN BIEN NO ME FALLA EL SISTEMA ANDA TODO BIEN	Buena atención / amabilidad,Buenos servicios/ productos,Funciona bien /sin problemas	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	5	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	SANTIAGO	NA	V2. POST CRISIS
w2e0jKn0rOVy	PYME	Mas	Regiones	Hombre	Sí	Sí	Entel	NA	NA	3	PORQUE EL SERVICIO TECNICO EN TERRENO NO PRESTAN NINGUN SERVICIO A QUE SE REFIERE QUE CUANDO SE CAE LA SEÑAL NADIEN ATIENDE Y SI ATIENDEN NO DAN SOLUCIÓN A NADIE DE REPENTE SE CAE LA SEÑAL VALLA A QUEJARSE CON SU ABUELITA SI QUIERE EN EL VERANO EL SERVICIO FUE CATASTROFICAMENTE MALO LA BANDA ANCHA NO ANDA NO CON LAS PATAS SE DESCONECTA	Lentitud / ineficiencia en solución de problemas,Mala señal / pérdida de señal / interferencias,No responde / no resuelven requerimientos	2	NA	NA	NA	NA	3	4	Ns/Nr	4	4	Ns/Nr	1	1	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	LA SEÑAL SE CAE A VECES NO HAY CONECTIVIDAD NO HAY CONEXION	Caída de señal /señal / interferencias / corte de llamadas,Caída / Pérdida de señal de Internet / conectividad / sin servicio Internet / navegación	NO	NA	NA	1	Ha mejorado	0	8	GANADERIA	10 AÑOS	FUTRONO EN EL PUEBLO DE AYSEN	GERENTE UNO DE LOS DUEÑOS	V1. PRE CRISIS
u3C8fEVawaS5	GGEE	AP	Regiones	Hombre	Sí	Sí	Entel,Claro	NA	Claro	7	PORQUE POR LA COBERTURA Y EL SOPORTE	Buena cobertura,Buen soporte / servicio técnico	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	5	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	Sí	Sí	No	7	7	7	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	TALCAHUANO	NA	V2. POST CRISIS
rCOdd5Wf93Fl	GGEE	AV	Santiago	Hombre	Sí	Sí	Entel	NA	NA	6	PORQUE ES PERFECTO PERO SI HUBIESE SIDO MAS BARATO SERIA UN SIETE	Buen servicio / conforme / satisfecho con el servicio,Precios altos / es caro / alzas de precio	7. En absoluto acuerdo	NA	NA	NA	NA	6	6	5	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	No	No	No	7	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	LAS CONDES	NA	V2. POST CRISIS
CE8WcV7a6fT1	PYME	MP	Santiago	Hombre	Sí	Sí	Entel,Claro,Movistar	NA	Claro	6	PORQUE EL 7 SERIA UNA COSA PERFECTA Y NO ES PERFECTO LOS PRECIOS SON MUY ALTOS PERO TÉCNICAMENTE ESTA BIEN LA SEÑAL ES BUENA DONDE HAY SEÑAL ES RÁPIDA Y ESTABLE	Faltan cosas por mejorar / no es perfecta,Precios altos / es caro / alzas de precio,Buen servicio / conforme / satisfecho con el servicio,Buena señal / no hay caídas de la señal / señal nítida,Continuidad del servicio	6	NA	NA	NA	NA	6	Ns/Nr	6	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	ÑUÑOA	NA	V2. POST CRISIS
88cjr7efm0xZ	GGEE	AV	Regiones	Mujer	Sí	Sí	Entel	NA	NA	5	EL ULTIMO TIEMPO LA SEÑAL NO HA SIDO TAN BUENA NO ES TAN EXPEDITA EL ULTIMO AÑO COMO ERA ANTES SE CAE DERREPENTE NO HAY SEÑAL BAJA LA CONECTIVIDAD COMO EN SAN VICENTE NO ME ENTRAN LAS LLAMADAS AL LOCAL EN CAMBIO CON OTRA COMPAÑIA SI	Mala señal / pérdida de señal / interferencias,Internet lento / inestable,Mala conectividad,Mal servicio de telefonía/ se cortan las llamadas	6	NA	NA	NA	NA	6	7	5	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	TALCA	NA	V2. POST CRISIS
SyBIrsTSjxii	PYME	Mas	Santiago	Hombre	Sí	Sí	Entel,Otros	METLINE	Entel	7	PORQUE NUNCA HE TENIDO PROBLEMAS Y LAS VECES QUE HE TENIDO PROBLEMA LO HAN SOLUCIONADO AL TIRO	Funciona bien /sin problemas,Rapidez / eficiencia en solución de problemas	6	NA	NA	NA	NA	6	7	5	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Sí	No	NA	NA	6	NA	NO	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	PROVIDENCIA	NA	V2. POST CRISIS
sD7gUiVJVkmK	PYME	Mas	Santiago	Hombre	Sí	Sí	Entel	NA	NA	7	PORQUE FUNCIONA BIEN NO TIENE INTERMITENCIA BUENA VELOCIDAD DAN BUENA RESPUESTA AL SERVICIO TÉCNICO	Buen funcionamiento de Internet / velocidad / estabilidad,Continuidad del servicio,Rapidez / eficiencia en solución de problemas	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	7	7	4	7	7	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	15	TRANSPORTE	2 AÑOS	SANTIAGO	SOCIO Y ADMINISTRADOR	V1. PRE CRISIS
Vfl8kKSeMsJa	PYME	MV	Santiago	Mujer	Sí	Sí	Entel	NA	NA	6	"PORQUE ES BUENA; EN LOS SERVICIOS QUE OTORGA"	Buenos servicios/ productos	6	NA	NA	NA	NA	5	5	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Sí	Sí	Sí	NA	6	6	6	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	CERRILLOS	NA	V2. POST CRISIS
NczI5Tx8KDvd	PYME	Mas	Regiones	Mujer	Sí	Sí	Entel	NA	NA	7	NINGUN PROBLEMA, MUCHOS  AÑOS CON ENTEL	Funciona bien /sin problemas,Es cliente antiguo/ lleva años	6	NA	NA	NA	NA	7	6	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	Sí	NA	NA	NA	6	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	PUNTA ARENAS	NA	V2. POST CRISIS
ucZQuggT60lU	PYME	MV	Santiago	Hombre	No	Sí	Entel	NA	NA	5	PORQUE HE TENIDO ALGUNOS PROBLEMAS DE SERVICIO Y SOPORTE	Mal servicio / desconforme con el servicio,Mala post venta /atención	5	NA	NA	NA	NA	5	5	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	Sí	NA	NA	NA	6	SI	TELEFONIA FIJA EN INSTALACION DE EQUIPOS	Problemas con servicio de telefonía	SI	Está en trámite	NA	3	NA	NA	NA	NA	NA	ÑUÑOA	NA	V2. POST CRISIS
yy41JyusY6pU	MICRO	Mas	Regiones	Mujer	Sí	Sí	Entel	NA	NA	3	TIENE FALLAS EN LA SEÑAL NO TIENE MUY  BUENAS OFERTAS TODAS LAS VECES QUE LOS CHILENOS NOS HAN TRATADO BIEN PERO LA COBERTURA NO ES MUY BUENA EN LA ZONA QUE USAMOS NOSOTROS LOS MOVILES	Mala señal / pérdida de señal / interferencias,Pocas / malas ofertas,Mala / poco cobertura	5	NA	NA	NA	NA	5	5	6	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Sí	No	NA	NA	7	NA	SI	MALA SEÑAL CONSIDERO QUE ES POR EL TOTAL DE GENTE CONECTADA	Caída de señal /señal / interferencias / corte de llamadas	NO	NA	NA	6	NA	NA	NA	NA	NA	PELLUHUE REGION DEL MAULE	NA	V2. POST CRISIS
fSvgUOcWVMEl	MICRO	Mas	Regiones	Hombre	Sí	Sí	Entel	NA	NA	6	PORQUE EN ESTOS MOMENTO HA ANDADO BIEN DESDE QUE ME CAMBIE, DE REPENTE HAY PARTE QUE NO TENGO BUENA SEÑAL (REÑIGUE, LOS LAGOS).	Funciona bien /sin problemas,Mala señal / pérdida de señal / interferencias	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	6	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	LOS LAGOS	NA	V2. POST CRISIS
w5y484DUBZOc	PYME	MV	Santiago	Mujer	Sí	Sí	Entel,Movistar	NA	Entel	7	PORQUE NO TENEMOS NINGUN PROBLEMA DE NINGUN TIPO ES UN MUY BUEN SERVICIO	Funciona bien /sin problemas,Buen servicio / conforme / satisfecho con el servicio	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	7	7	7	7	7	7	No	No	No	No	No	No	Si	No	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	2.Call center	NA	NA	7	NA	NA	NA	Equipo de ejecutivos llamado Círculo de Atención Preferente  que es el *106 desde móvil y 6003600106 desde red fija que atiende sus requerimientos de post-venta	NA	NA	Sí	NA	NA	NA	7	NA	1: Cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	15	IMPORTADORA	2 AÑOS	RECOLETA	SECRETARIA	V1. PRE CRISIS
SxkqsadKncNz	MICRO	Mas	Regiones	Hombre	Sí	Sí	Entel	NA	NA	5	PORQUE DONDE YO VIVO LA SEÑAL ESTA MUY MALA	Mala señal / pérdida de señal / interferencias	6	NA	NA	NA	NA	5	6	5	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	SI	COBERTURA EN LOS ULTIMOS 6 MESES	Cobertura	SI	NO	NA	7	NA	NA	NA	NA	NA	CAÑETE	NA	V2. POST CRISIS
