encriptado	SEG_CORFO_FINAL	CL_SEGMENTO_GOL_original	P36	sex_enc	P27	F1	P1	P1._5	P2	P3	P4	P4_COD	P5[{_1}].resP5	P5[{_2}].resP5	P5[{_3}].resP5	P5[{_4}].resP5	P5[{_5}].resP5	P6	P7	P8[{_1}].resP8	P8[{_2}].resP8	P8[{_3}].resP8	P8[{_4}].resP8	P9	P10	P11[{_1}].rp11	P11[{_2}].rp11	P11[{_3}].rp11	P11[{_4}].rp11	P11[{_5}].rp11	P11[{_6}].rp11	P11[{_7}].rp11	P11[{_8}].rp11	P12[{_1}].rp12	P12[{_2}].rp12	P12[{_3}].rp12	P12[{_4}].rp12	P12[{_5}].rp12	P12[{_6}].rp12	P12[{_7}].rp12	P12[{_8}].rp12	P13[{_1}].rp13	P13[{_2}].rp13	P13[{_3}].rp13	P13[{_4}].rp13	P13[{_5}].rp13	P13[{_6}].rp13	P13[{_7}].rp13	P13[{_8}].rp13	P14[{_1}].rp	P14[{_2}].rp	P14[{_3}].rp	P14[{_4}].rp	P14[{_5}].rp	P15	P16[{_1}].rp16	P16[{_2}].rp16	P16[{_3}].rp16	P16[{_4}].rp16	P17[{_1}].rp17	P17[{_2}].rp17	P17[{_3}].rp17	P17[{_4}].rp17	P18	P19	P20	P20_COD	P21	P22	P23	P24	P25	P26	P28	P29	P30	P31	P33
zDB51aYETgcC	GGEE	AP	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	6	POR QUE ES MUY BUENO PERO ES LO MAS CARO Y LO BUENO ME HACE CONFORME CON LO CARO	Buen servicio / conforme / satisfecho con el servicio,Precios altos / es caro / alzas de precio	7	7	6	7	5	7	7	6	7	7	6	6	7	No	Si	No	Si	Si	No	Si	No	NA	7	NA	7	7	NA	6	NA	NA	2.Call center	NA	2.Call center	2.Call center	NA	2.Call center	NA	NA	7	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios	Sí	NA	NA	NA	7	NA	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	7	Ha mejorado	9	46	VENTAS DE REPUESTOS AUTOMOTRICES	HACE 3 O 4 AÑOS EN GENERAL	SAN FERNANDO	FINANZAS
fBCQWVu5pU9H	PEQUEÑA	Mas	REGIONES	NA	No	Sí	Entel,Movistar	NA	Entel	6	PORQUE ENCUENTRO CARO LOS SERVICIOS	Precios altos / es caro / alzas de precio	7	6	6	6	6	6	7	4	4	4	4	5	5	No	Si	No	No	No	No	Si	No	NA	6	NA	NA	NA	NA	6	NA	NA	2.Call center	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	5	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	Está Igual	8	10	SERVICIO JURIDICO	15 AÑOS	CURICO	GERENTE GENERAL
Pnl1Ql9gv0Nm	PEQUEÑA	Mas	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	7	PORQUE NO HE TENIDO  NINGUN PROBLEMA NI DE COMUNICACIÓN  NI NADA POR EL ESTILO	Funciona bien /sin problemas,Continuidad del servicio	7	7	7	7	Ns/Nr	7	7	7	7	7	Ns/Nr	7	7	No	Si	Si	Si	No	No	No	No	NA	7	7	7	NA	NA	NA	NA	NA	3.Página Web Entel Empresas	3.Página Web Entel Empresas	3.Página Web Entel Empresas	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Ha mejorado	10	6	CONTABLE	15 AÑOS	RANCAGUA	ADMINISTRATIVO
ikOo68WHVxwP	MEDIANA	MasPrem	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	7	PORQUE SEGUN SERVICIO ES BUENA LA RESPUESTA EL SERVICIO EN GENERAL EN TODO PROBLEMA DE EQUIPO FACTURACIÓN O VER OTRO EQUIPO	Buen servicio / conforme / satisfecho con el servicio,Responden / resuelven requerimientos,Buena calidad de equipos / buenos aparatos,Transparencia / claridad en las cuentas / facturas / exactitud en cobros	6	6	6	6	3	6	6	5	5	5	4	7	7	No	Si	Si	No	Si	No	Si	No	NA	6	7	NA	7	NA	7	NA	NA	3.Página Web Entel Empresas	3.Página Web Entel Empresas	NA	4.En tiendas/ sucursales	NA	4.En tiendas/ sucursales	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	8	11	COMERCIAL SERVICIO TECNICO PARA LANCHAS DEPORTIVAS	9 AÑOS	LA DEHESA SANTIAGO	GERENTE DE VENTAS
dX0rowdenAn4	PEQUEÑA	AP	REGIONES	Mujer	Sí	Sí	Entel	NA	NA	6	DE REPENTE HEMOS TENIDO PROBLEMAS CON LA CANCELACION DE LA CUENTA	Poca transparencia en cuentas / cobros indebidos / problemas de facturación	7	7	7	7	7	7	7	7	7	7	6	7	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios	No	NA	NA	NA	NA	NA	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	7	Está Igual	10	30	CENTRO MEDICO	5 AÑOS	OSORNO	SECRETARIA
r9As09SIujBP	GGEE	AP	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	7	PORQUE EL SERVICIO ESTA MUY BIEN, LAS FACTURAS CORRESPONDEN CON EL MONTO A FIN DE MES Y NO HA TENIDOS FALLAS CON EL SERVICIO	Buen servicio / conforme / satisfecho con el servicio,Transparencia / claridad en las cuentas / facturas / exactitud en cobros,Funciona bien /sin problemas	7	7	7	7	5	6	7	6	6	6	7	7	7	No	No	No	No	No	No	Si	No	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	1.Ejecutivo asignado para su empresa	NA	7	NA	NA	NA	NA	Ejecutivo de Atención que atiende sus requerimientos Post-Venta	NA	Sí	NA	NA	NA	7	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	7	Está Igual	10	50	CONSTRUCCION	MAS DE 10 AÑOS	VIÑA DEL MAR	GERENTE ADMINISTRATIVO Y FINANZAS
wRhk5t4iINWr	PEQUEÑA	Mas	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	6	PORQUE EL SERVICIO ES BUENO PERO TENGO QUE ESTAR CONTACTANDOME CON LA EMPRESA PARA QUE SOLUCIONEN UNO QUE OTRO PROBLEMA	Buen servicio / conforme / satisfecho con el servicio,No apoyan / no ayudan al cliente	7	7	5	7	Ns/Nr	6	6	7	Ns/Nr	Ns/Nr	Ns/Nr	4	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	EL PROBLEMA FUE QUE SE BLOQUE SE CLAUSURO UNA CASILLA DE INTERNET Y ME DIJERON QUE ME ENVIARON UN EMAIL EN JUNIO PERO YO NO VI ESE MAIL, Y YO NO TENGO COMO PROBAR ESO Y ENTEL TAMPOCO Y ESTUVE DESDE EL VIERNES HASTA EL LUNES, Y EL LUNES ENTEL LE ENVIO UN CORREO CON LA PLANILLA Y LO QUE TENIA QUE HACER Y APENAS ESE DIA QUEDO SOLUCIONADPO EL PROBLEMA.	Problemas con información/ Información no llega en forma oportuna/ poco clara	SI	SI	7	7	Está Igual	10	4	ARRIENDO DE VEHICUYLOS	15 AÑOS	SANTIAGO	REPRESENTANTE LEGAL
mJxFG4fmVEzT	GGEE	MP	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	6	HAY ALGUNOS DETALLES PORQUE LA SEÑAL ESTA MUY DEVIL ANTERIOR MENTE ERA MEJOR PARESE QUE BAJARON LA ANTENA	Mala señal / pérdida de señal / interferencias	7	6	7	Ns/Nr	6	6	Ns/Nr	6	7	Ns/Nr	Ns/Nr	7	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No tiene Ejecutivo (no leer)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	30	AUTO MOTRIS	MAS QUE MENOS 5 AÑOS	SAN FERNANDO	DUEÑO Y GERENTE
tHUMSiGkfzxv	MEDIANA	MV	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	6	MAS QUE NADA LOS VALORES LO QUE SE COBRA MENSUALMENTE ES FACIL PORTARSE LOS SERVICOS SON SIMILARES ESTAMOS VIENDO CAMBIARNOS A MOVISTAR MEJOR OFERTA	Precios altos / es caro / alzas de precio	7	7	7	7	Ns/Nr	6	7	5	7	6	5	6	7	Si	Si	No	No	No	Si	Si	No	7	7	NA	NA	NA	4	5	NA	1.Ejecutivo asignado para su empresa	2.Call center	NA	NA	NA	1.Ejecutivo asignado para su empresa	4.En tiendas/ sucursales	NA	6	6	NA	5	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios	Sí	NA	NA	NA	6	NA	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	5	Está Igual	7	80	FABRICACION DE PLASTICOS	2 AÑOS	STGO CENTRO	INFORMATICO
FN1eimKcMNh7	GGEE	AP	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	5	PRECIO ME LLEGARON OFERTAS DE WOM POSIBLENTE ME CAMBIO	Pocas / malas ofertas	5	5	4	4	4	6	6	3	3	3	3	3	4	No	Si	Si	Si	No	No	No	No	NA	4	4	4	NA	NA	NA	NA	NA	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	NA	NA	NA	NA	4	NA	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	4	4	NA	NA	2: No cumple las necesidades que usted tiene como administrador	SI	QUE ME DI CUENTA QUE NO PUEDO CONTROLAR LAS MINUTOS DE USUARIO EN LA PAGINA WEB EN CAMBIO CON MOVISTAR SI PODIA	Poca duración de Internet / megas / gigas	SI	NO	NA	1	Está Igual	3	150	OBRAS DE INGENIERIA	8 MESES	VALPARAISO	JEFE DE OFICINA
q6nEnfFfewad	PEQUEÑA	Mas	SANTIAGO	Mujer	Sí	Sí	Entel	NA	NA	4	A PESAR ENTEL ES UNA EMPRESA LIDER EN LA TELEFONIA, TENEMOS PROBLEMAS DE CONSTANCIA DE INTERNET Y TELEFONIA,EN EL BOSQUE HAY POCAS ANTENAS Y PROBLEMAS EN GENERAL	Buena empresa / es la mejor empresa / es mejor que otras,Internet lento / inestable,Mal servicio de telefonía/ se cortan las llamadas	7	5	5	4	2	4	4	4	5	5	5	5	6	Si	No	Si	Si	Si	Si	Si	No	7	NA	7	6	5	3	3	NA	4.En tiendas/ sucursales,5.App Administradores Empresa	NA	5.App Administradores Empresa	4.En tiendas/ sucursales	2.Call center	4.En tiendas/ sucursales	4.En tiendas/ sucursales	NA	NA	6	NA	3	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	COMPRE UN EQUIPO A LOS 3 MESES NO ME LO QUISIERON CAMBIAR SOLO LO ENVIARON AL SERVICIO TÉCNICO Y NO HABÍA EQUIPO DE REEMPLAZO, TAMPOCO HAY BAÑO PUBLICO ESTUVE MAS DE 3 HORAS, CAIDAS DE INTERNET EN TODOS MIS TELÉFONOS DE ALTA GAMA, ESTOY EN LA COMUNA DEL BOSQUE SOLO ESCUSAS PORQUE HAY POCAS ANTENAS, LAS LLAMADAS NO SE GENERAN, EN REGIONES SE ENTIENDE PERO ESTANDO ACÁ MISMO NO SE ENTIENDE	No realizaron cambio de equipo/ ponen trabas,Equipos de mala calidad / fallan / se apagan,Caída / Pérdida de señal de Internet / conectividad / sin servicio Internet / navegación,Problemas con servicio de telefonía	SI	NO	NA	6	Está Igual	5	15	MAESTRANZA	18 AÑOS	SANTIAGO	SUBGERENTE GENERAL
bAS10V3sc6Dx	GGEE	AP	SANTIAGO	Mujer	Sí	Sí	Entel	NA	NA	3	PORQUE CUANDO TENGO ALGUNA NECESIDAD NO HAY CON QUIEN HABLAR QUERIA AMPLIAR LA CANTIDAD DE EQUIPOS Y CAMBIAR EL NOMBRE DE LA EMP0RES PORQUE AHORA CAMBIO Y NO TENGO CON QUIEN ENVIO EMAIL Y SE DEMORAN MESES RECIEN AHORA ME ESTAN CONTESTANDO DESDE HACE TRES O CUATRO MESES ATRAS POR LO MENOS  ENVIE A UN EJECUTIVO NO SE QUIEN ES EL EJECUTIVO PERO DESPUES ME RESPONDIO Y ME DIJO QUE NO LO HABIA VISTO QUE AQUI ESTABA ES UN ENREDO GRANDE QUE TIENN	Mal ejecutivo / mala atención del ejecutivo / Difícil contactar,Lentitud / ineficiencia en solución de problemas,Poca preocupación por el cliente	5	4	4	4	5	5	5	4	5	4	5	3	6	No	No	No	No	Si	No	No	Si	NA	NA	NA	NA	3	NA	NA	4	NA	NA	NA	NA	1.Ejecutivo asignado para su empresa,2.Call center,4.En tiendas/ sucursales	NA	NA	99. NS/NR	3	3	NA	1	NA	Ejecutivo de Atención que atiende sus requerimientos Post-Venta	NA	Sí	NA	NA	NA	3	NA	NA	2: No cumple las necesidades que usted tiene como administrador	SI	NO PUEDO CONSEGUIR CAMBIO DE PLANES NI AUMENTO DE EQUIPOS	Con cambio de plan,Demora en cambio de equipo / demora en entregar equipos	SI	NO	NA	3	Está Igual	3	180	EDUCACION	10 AÑOS	QUILICURA	DUEÑO
1LSAMjj05Ls8	GGEE	AP	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	6	PORQUE DONDE ESTA LA COBERTURA NO ES BUENA	Mala / poco cobertura	7	7	5	5	Ns/Nr	4	4	5	5	7	1	5	7	Si	Si	Si	Si	No	Si	No	No	5	7	7	7	NA	1	NA	NA	2.Call center,3.Página Web Entel Empresas	3.Página Web Entel Empresas	3.Página Web Entel Empresas	2.Call center	NA	4.En tiendas/ sucursales	NA	NA	NA	7	7	4	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	7	7	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	7	Está Igual	10	160	AGRICOLA	HACE  COM 12AÑOS	SAGRADA FAMILIA	JEFE ADMINISTRATIVO
TEw9BP3ZoE8L	PEQUEÑA	Mas	SANTIAGO	Mujer	Sí	Sí	Entel	NA	NA	6	POR QUE ME GUSTARIA A LO MEJOR QUE FUERAN MAS BARATOS LOS PLANES	Precios altos / es caro / alzas de precio	7	7	7	6	Ns/Nr	7	7	6	Ns/Nr	6	5	6	6	No	No	No	Si	Si	No	No	No	NA	NA	NA	6	6	NA	NA	NA	NA	NA	NA	2.Call center	2.Call center	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	Está Igual	8	6	CORRETAJE DE PROPIEDADES	30 AÑOS	SANTIAGO	DUEÑA
dNLnYG0eTBdq	PEQUEÑA	Mas	SANTIAGO	NA	No	Sí	Entel	NA	NA	6	EL PROBLEMA ES QUE HE SACADO TELEFONOS, NO SE PUEDE CAMBIAR HASTA EL AÑO Y MEDIO, SAQUE DOS TELFS PARA DOS TRABAJADORES Y HAY OTROS PLANES PERO NO SE PUEDE CAMBIAR EL CONTRATO	No realizan cambio de equipos/ problemas con cambio de equipos,Problemas para realizar cambio de plan	7	7	7	7	7	7	7	5	5	6	7	7	7	Si	No	No	No	No	No	No	No	7	NA	NA	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	9	TRANSPORTE Y MOVIMIENTO DE TIERRAS	10 AÑOS	SAN PEDRO, MELIPILLA	DUEÑO
kENfOtpcSiKn	MICRO	Mas	SANTIAGO	NA	No	Sí	Entel	NA	NA	5	NO E TENIDO PROBLEMA HASTA EL MOMENTO	Funciona bien /sin problemas	7	5	6	6	4	6	6	6	6	6	6	6	6	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	Ha mejorado	6	1	MECANICA DE MAQUINAS Y ERRAMIENTAS	1 AÑO	SANTIAGO ESTACION CENTRAL	EL DUEÑO
SGAW8ggVvYKH	MICRO	Mas	SANTIAGO	Mujer	Sí	Sí	Entel	NA	NA	7	PORQUE SIEMPRE TENGO BUENA COBERTURA ES MUY RARO QUE ME FALLE POR LO GENERAL TENGO COBERTURA EN TODOS LADOS Y RESPUESTA RAPIDA A TODOS LOS RECLAMOS	Buena cobertura,Continuidad del servicio,Rapidez / eficiencia en solución de problemas	6	7	7	7	Ns/Nr	7	7	6	6	6	6	7	6	No	Si	Si	No	No	No	No	Si	NA	7	7	NA	NA	NA	NA	7	NA	2.Call center	2.Call center	NA	NA	NA	NA	2.Call center	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Ha mejorado	10	4	COMERCIAL	MAS DE 2 AÑOS	SANTIAGO	ADMINISTRADORA
sMAYch4BQohy	MICRO	MasPrem	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	7	HASTA EL MOMENTO NO HA TENIDO NINGUN PROBLEMA, HA TENIDO BUENA SEÑAL, PEQUEÑOS PROBLEMILLAS SOLUCIUIONABLES, BAJA LA SEÑAL	Funciona bien /sin problemas,Buena señal / no hay caídas de la señal / señal nítida	6	6	6	6	5	6	6	7	7	6	5	5	6	Si	No	No	No	Si	No	No	No	7	NA	NA	NA	7	NA	NA	NA	2.Call center	NA	NA	NA	2.Call center	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	DE REPENTE NO LE LLEGA LA SEÑAL, DE REPENTE LO LLAMAN PARA PEDIR CAMBIO DE PLANES	Caída de señal /señal / interferencias / corte de llamadas,Problemas con servicio de telefonía,Con cambio de plan	NO	NA	NA	7	Está Igual	9	4	HOSTAL	15 AÑOS	SAN PEDRO DE ATACAMA	PROPIETARIO
7Pa0RSBx8AAu	PEQUEÑA	Mas	REGIONES	Mujer	Sí	Sí	Entel	NA	NA	6	POR QUE SIEMPRE HAY VARIACIACCIONES EN LA LINEA, DE REPENTE HAY INESTABILIDAD DE SERVICIO PERO COMPARANDOLO CON OTRAS LINEAS TIENE MANOS INESTABILIDA.	Problemas con la comunicación	6	6	7	6	7	6	6	5	7	5	6	7	6	No	Si	Si	No	Si	Si	No	No	NA	7	7	NA	7	5	NA	NA	NA	3.Página Web Entel Empresas,5.App Administradores Empresa	3.Página Web Entel Empresas,5.App Administradores Empresa	NA	4.En tiendas/ sucursales	2.Call center	NA	NA	NA	7	6	7	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	HUBO UN CORTE EN LA ANTENA, LA ANTENA TRANSMISORA.	Caída de señal /señal / interferencias / corte de llamadas	SI	SI	6	6	Ha mejorado	8	10	AGRICOLA	MAS DE 10 AÑOS	CHILLAN	ADMINISTRADORA
L8oZQb9PCWxx	MICRO	Mas	REGIONES	Mujer	Sí	Sí	Entel	NA	NA	3	NO DAN SOLUCION A RECLAMOS	No responde / no resuelven requerimientos	6	4	5	5	5	3	3	4	6	6	6	5	6	No	Si	No	No	Si	No	No	Si	NA	5	NA	NA	5	NA	NA	3	NA	4.En tiendas/ sucursales	NA	NA	4.En tiendas/ sucursales	NA	NA	4.En tiendas/ sucursales,5.App Administradores Empresa	NA	NA	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	LA COBERTURA LLAMADAS E INTERNET	Cobertura,Problemas con servicio de telefonía,Caída / Pérdida de señal de Internet / conectividad / sin servicio Internet / navegación	SI	Está en trámite	NA	5	Está Igual	3	2	PRESTACION DE SERVICIOS DE MAQ AGRICOLA	3 AÑOS	LINARES	REPRESENTANTE LEGAL
7EhSSxW69B1v	GGEE	AP	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	5	PORQUE  FALTA UN POCO DE PROACTIVDAD Y NO TRANSMITEN LAS OPCIONES QUE HAY MUY SEGUIDO. LO LANZAN TV Y QUIENES NO VEMOS TV NO NOS ENTERAMOS	No llaman / no se mantienen en contacto / no visitan,No mantiene bien informado / poca claridad en la información	7	6	3	3	1	4	4	4	5	4	3	5	6	No	Si	No	Si	No	Si	No	No	NA	5	NA	5	NA	5	NA	NA	NA	3.Página Web Entel Empresas	NA	1.Ejecutivo asignado para su empresa	NA	4.En tiendas/ sucursales	NA	NA	6	NA	4	1	NA	Ejecutivo de Atención que atiende sus requerimientos Post-Venta	NA	Sí	NA	NA	NA	5	NA	NA	1: Cumple las necesidades que usted tiene como administrador	SI	ES QUE TUVO UN CELULAR QUE LLEVO PARA CAMBIO, SE LO CAMBIARON Y  DURO 3 MESES Y VOLVIO A FALLAR, CLARAMENTE ME ENTREGARON UN EQUIPO REACONDICIONADO	Equipos de mala calidad / fallan / se apagan,No realizaron cambio de equipo/ ponen trabas	NO	NA	NA	5	Está Igual	6	100	INDUSTRIAL	5 AÑOS	MELIPILLA Y EL CONTRATO ESTA POR PROVIDENCIA	SUBGERENTE DE VENTAS
rSbLsKroloqx	PEQUEÑA	Mas	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	3	PORQUE EL SERVICIO EN EQUIPOS NO ES BUENO Y SIMPLEMENTE POR ESO CUANDO UNO REQUIERE ALGO NO HAY SOLUCIÓN LLAMAS A LA LINEA UNO Y DESPUES A LA 4 Y TE PONEN UNA MUSIQUITA Y TE ABURRES Y TIENES QUE CORTAR Y LAS SOLUCIONES NO SON BUENAS YO TENGO AMIGOS O PERSONAS QUE ESTÁN EN OTRAS COMPAÑÍAS YO ESTOY ÚNICAMENTE POR LA COBERTURA PORQUE TENGO COBERTURA EN LUGARES DONDE OTRAS NO LLEGAN PERO EL SERVICIO EN DISPONIBILIDAD DE EQUIPO TODO TE LO COBRAN HAY PERSONAS EN OTRAS COMPAÑÍAS CON PLANES BÁSICOS QUE LE DAN EQUIPOS COSTO CERO Y AQUÍ TODO TE LO COBRAN TUVE QUE CONTRATAR OTRA COMPAÑÍA PARA INTERNET	Equipos de mala calidad / básicos,Lentitud / ineficiencia en solución de problemas,Precios altos / es caro / alzas de precio	4	5	5	5	6	6	6	4	4	5	4	4	6	No	No	No	Si	No	Si	Si	No	NA	NA	NA	4	NA	4	4	NA	NA	NA	NA	2.Call center,4.En tiendas/ sucursales	NA	2.Call center,4.En tiendas/ sucursales	2.Call center,4.En tiendas/ sucursales	NA	NA	4	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	5	Está Igual	6	17	SERVICIOS EN CONSTRUCCION Y MANTENCION DE AREAS VERDES Y OBRAS CIVILES MENORES	6 AÑOS	COQUIMBO	DUEÑO Y ADMINISTRADOR DE CONTRATOS
jEHF6SMQwcYp	GGEE	AV	SANTIAGO	Hombre	Sí	Sí	Entel,Movistar	NA	Entel	6	POR QUE LA SEÑAL ES BUENA LOS EJECUTIVOS LA ATENCION ES BUENA Y LOS EJECUTIVOS	Buena señal / no hay caídas de la señal / señal nítida,Buena atención / amabilidad	6	6	6	6	6	7	6	6	6	6	6	6	6	Si	No	Si	Si	Si	Si	No	Si	6	NA	6	6	6	6	NA	6	1.Ejecutivo asignado para su empresa	NA	3.Página Web Entel Empresas	2.Call center	1.Ejecutivo asignado para su empresa	3.Página Web Entel Empresas	NA	3.Página Web Entel Empresas	6	6	5	NA	NA	Ejecutivo de Atención que atiende sus requerimientos Post-Venta	NA	Sí	NA	NA	NA	6	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	6	Ha mejorado	8	300	AGRICOLA INDUSTRIAL	7 AÑOS	SANTIAGO	ENCARGADO
NCDXO5rKckCg	MEDIANA	Mas	SANTIAGO	NA	No	Sí	Entel	NA	NA	5	PORQUE CUESTA MUCHO COMUNICARSE CON LA EMPRESA Y SOLUCIONAR PROBLEMAS ROAMMING SOLICITAR TELEFONOS LINEAS ADICIONALES ETC	Mal ejecutivo / mala atención del ejecutivo / Difícil contactar,No responde / no resuelven requerimientos	7	6	5	6	Ns/Nr	6	6	5	5	5	5	5	6	No	No	No	Si	No	No	No	No	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	2.Call center,3.Página Web Entel Empresas	NA	NA	NA	NA	NA	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	Está Igual	6	450	ELECTRONICO	6 AÑOS	SANTIAGO	GERENTE DE ADMINISTRACION Y FINANZAS
fFd4oO5SDN8D	PEQUEÑA	Mas	REGIONES	NA	No	Sí	Entel	NA	NA	5	PORQUE NO LLEGA 100% A LO QUE YO QUIERO DE REPENTE COBERTURA EN ALGUNOS LUGARES	Mala / poco cobertura	6	6	5	6	5	5	6	5	5	4	5	6	5	No	No	Si	No	No	No	No	No	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	2.Call center,4.En tiendas/ sucursales	NA	NA	NA	NA	NA	NA	6	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	5	Está Igual	6	8	TRANSPORTE	10 15 AÑOS NO SE MAS O MENOS 10 AÑOS	CONCEPCION	DUEÑO
YM5LSlPhuHiP	GGEE	AV	REGIONES	NA	No	Sí	Entel	NA	NA	6	PORQUE ME OFRECIERON UN PLAN CON UNOS EQUIPOS ASOCIADOS Y LOS EQUIPOS NO SE LOS ENTREGARON TODOS LOS QUE HABIA ACORDADO	No cumplen con lo que ofrecen	7	7	7	7	6	7	7	6	6	6	6	7	7	Si	No	No	Si	Si	Si	Si	Si	5	NA	NA	7	7	5	5	5	1.Ejecutivo asignado para su empresa	NA	NA	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	7	NA	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	7	7	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	6	Está Igual	7	120	FABRICA DE JABONES	10 AÑOS	TALCAHUANO	SUBGERENTE DE ADMINISTRACION Y FINANZAS
