encriptado	SEG_CORFO	SEG_GOL	Regionx	sex_enc	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?	P4_COD	Rubro	Ciudad_comuna	Cargo
gnjfJDUzJCcl	PEQUEÑA	Mas	REGIONES	Hombre	7	USTED MISMA ME ESTA LLAMANDO A UN ENTEL, EN GENERAL NOS ENTREGAN UN BUEN SERVICIO EN GENERAL ENTEL, NOS ENTREGA UN BUEN SERVICIO.	Buen servicio / conforme / satisfecho con el servicio	FORESTAL	CONCEPCION	ADMINISTRADOR PRINCIPAL
zDB51aYETgcC	GGEE	AP	REGIONES	Hombre	6	POR QUE ES MUY BUENO PERO ES LO MAS CARO Y LO BUENO ME HACE CONFORME CON LO CARO	Buen servicio / conforme / satisfecho con el servicio,Precios altos / es caro / alzas de precio	VENTAS DE REPUESTOS AUTOMOTRICES	SAN FERNANDO	FINANZAS
fBCQWVu5pU9H	PEQUEÑA	Mas	REGIONES	NA	6	PORQUE ENCUENTRO CARO LOS SERVICIOS	Precios altos / es caro / alzas de precio	SERVICIO JURIDICO	CURICO	GERENTE GENERAL
Pnl1Ql9gv0Nm	PEQUEÑA	Mas	REGIONES	Hombre	7	PORQUE NO HE TENIDO  NINGUN PROBLEMA NI DE COMUNICACIÓN  NI NADA POR EL ESTILO	Funciona bien /sin problemas,Continuidad del servicio	CONTABLE	RANCAGUA	ADMINISTRATIVO
ikOo68WHVxwP	MEDIANA	MasPrem	SANTIAGO	Hombre	7	PORQUE SEGUN SERVICIO ES BUENA LA RESPUESTA EL SERVICIO EN GENERAL EN TODO PROBLEMA DE EQUIPO FACTURACIÓN O VER OTRO EQUIPO	Buen servicio / conforme / satisfecho con el servicio,Responden / resuelven requerimientos,Buena calidad de equipos / buenos aparatos,Transparencia / claridad en las cuentas / facturas / exactitud en cobros	COMERCIAL SERVICIO TECNICO PARA LANCHAS DEPORTIVAS	LA DEHESA SANTIAGO	GERENTE DE VENTAS
dX0rowdenAn4	PEQUEÑA	AP	REGIONES	Mujer	6	DE REPENTE HEMOS TENIDO PROBLEMAS CON LA CANCELACION DE LA CUENTA	Poca transparencia en cuentas / cobros indebidos / problemas de facturación	CENTRO MEDICO	OSORNO	SECRETARIA
r9As09SIujBP	GGEE	AP	REGIONES	Hombre	7	PORQUE EL SERVICIO ESTA MUY BIEN, LAS FACTURAS CORRESPONDEN CON EL MONTO A FIN DE MES Y NO HA TENIDOS FALLAS CON EL SERVICIO	Buen servicio / conforme / satisfecho con el servicio,Transparencia / claridad en las cuentas / facturas / exactitud en cobros,Funciona bien /sin problemas	CONSTRUCCION	VIÑA DEL MAR	GERENTE ADMINISTRATIVO Y FINANZAS
wRhk5t4iINWr	PEQUEÑA	Mas	SANTIAGO	Hombre	6	PORQUE EL SERVICIO ES BUENO PERO TENGO QUE ESTAR CONTACTANDOME CON LA EMPRESA PARA QUE SOLUCIONEN UNO QUE OTRO PROBLEMA	Buen servicio / conforme / satisfecho con el servicio,No apoyan / no ayudan al cliente	ARRIENDO DE VEHICUYLOS	SANTIAGO	REPRESENTANTE LEGAL
mJxFG4fmVEzT	GGEE	MP	REGIONES	Hombre	6	HAY ALGUNOS DETALLES PORQUE LA SEÑAL ESTA MUY DEVIL ANTERIOR MENTE ERA MEJOR PARESE QUE BAJARON LA ANTENA	Mala señal / pérdida de señal / interferencias	AUTO MOTRIS	SAN FERNANDO	DUEÑO Y GERENTE
tHUMSiGkfzxv	MEDIANA	MV	SANTIAGO	Hombre	6	MAS QUE NADA LOS VALORES LO QUE SE COBRA MENSUALMENTE ES FACIL PORTARSE LOS SERVICOS SON SIMILARES ESTAMOS VIENDO CAMBIARNOS A MOVISTAR MEJOR OFERTA	Precios altos / es caro / alzas de precio	FABRICACION DE PLASTICOS	STGO CENTRO	INFORMATICO
FN1eimKcMNh7	GGEE	AP	REGIONES	Hombre	5	PRECIO ME LLEGARON OFERTAS DE WOM POSIBLENTE ME CAMBIO	Pocas / malas ofertas	OBRAS DE INGENIERIA	VALPARAISO	JEFE DE OFICINA
q6nEnfFfewad	PEQUEÑA	Mas	SANTIAGO	Mujer	4	A PESAR ENTEL ES UNA EMPRESA LIDER EN LA TELEFONIA, TENEMOS PROBLEMAS DE CONSTANCIA DE INTERNET Y TELEFONIA,EN EL BOSQUE HAY POCAS ANTENAS Y PROBLEMAS EN GENERAL	Buena empresa / es la mejor empresa / es mejor que otras,Internet lento / inestable,Mal servicio de telefonía/ se cortan las llamadas	MAESTRANZA	SANTIAGO	SUBGERENTE GENERAL
bAS10V3sc6Dx	GGEE	AP	SANTIAGO	Mujer	3	PORQUE CUANDO TENGO ALGUNA NECESIDAD NO HAY CON QUIEN HABLAR QUERIA AMPLIAR LA CANTIDAD DE EQUIPOS Y CAMBIAR EL NOMBRE DE LA EMP0RES PORQUE AHORA CAMBIO Y NO TENGO CON QUIEN ENVIO EMAIL Y SE DEMORAN MESES RECIEN AHORA ME ESTAN CONTESTANDO DESDE HACE TRES O CUATRO MESES ATRAS POR LO MENOS  ENVIE A UN EJECUTIVO NO SE QUIEN ES EL EJECUTIVO PERO DESPUES ME RESPONDIO Y ME DIJO QUE NO LO HABIA VISTO QUE AQUI ESTABA ES UN ENREDO GRANDE QUE TIENN	Mal ejecutivo / mala atención del ejecutivo / Difícil contactar,Lentitud / ineficiencia en solución de problemas,Poca preocupación por el cliente	EDUCACION	QUILICURA	DUEÑO
1LSAMjj05Ls8	GGEE	AP	REGIONES	Hombre	6	PORQUE DONDE ESTA LA COBERTURA NO ES BUENA	Mala / poco cobertura	AGRICOLA	SAGRADA FAMILIA	JEFE ADMINISTRATIVO
TEw9BP3ZoE8L	PEQUEÑA	Mas	SANTIAGO	Mujer	6	POR QUE ME GUSTARIA A LO MEJOR QUE FUERAN MAS BARATOS LOS PLANES	Precios altos / es caro / alzas de precio	CORRETAJE DE PROPIEDADES	SANTIAGO	DUEÑA
dNLnYG0eTBdq	PEQUEÑA	Mas	SANTIAGO	NA	6	EL PROBLEMA ES QUE HE SACADO TELEFONOS, NO SE PUEDE CAMBIAR HASTA EL AÑO Y MEDIO, SAQUE DOS TELFS PARA DOS TRABAJADORES Y HAY OTROS PLANES PERO NO SE PUEDE CAMBIAR EL CONTRATO	No realizan cambio de equipos/ problemas con cambio de equipos,Problemas para realizar cambio de plan	TRANSPORTE Y MOVIMIENTO DE TIERRAS	SAN PEDRO, MELIPILLA	DUEÑO
kENfOtpcSiKn	MICRO	Mas	SANTIAGO	NA	5	NO E TENIDO PROBLEMA HASTA EL MOMENTO	Funciona bien /sin problemas	MECANICA DE MAQUINAS Y ERRAMIENTAS	SANTIAGO ESTACION CENTRAL	EL DUEÑO
SGAW8ggVvYKH	MICRO	Mas	SANTIAGO	Mujer	7	PORQUE SIEMPRE TENGO BUENA COBERTURA ES MUY RARO QUE ME FALLE POR LO GENERAL TENGO COBERTURA EN TODOS LADOS Y RESPUESTA RAPIDA A TODOS LOS RECLAMOS	Buena cobertura,Continuidad del servicio,Rapidez / eficiencia en solución de problemas	COMERCIAL	SANTIAGO	ADMINISTRADORA
sMAYch4BQohy	MICRO	MasPrem	REGIONES	Hombre	7	HASTA EL MOMENTO NO HA TENIDO NINGUN PROBLEMA, HA TENIDO BUENA SEÑAL, PEQUEÑOS PROBLEMILLAS SOLUCIUIONABLES, BAJA LA SEÑAL	Funciona bien /sin problemas,Buena señal / no hay caídas de la señal / señal nítida	HOSTAL	SAN PEDRO DE ATACAMA	PROPIETARIO
7Pa0RSBx8AAu	PEQUEÑA	Mas	REGIONES	Mujer	6	POR QUE SIEMPRE HAY VARIACIACCIONES EN LA LINEA, DE REPENTE HAY INESTABILIDAD DE SERVICIO PERO COMPARANDOLO CON OTRAS LINEAS TIENE MANOS INESTABILIDA.	Problemas con la comunicación	AGRICOLA	CHILLAN	ADMINISTRADORA
L8oZQb9PCWxx	MICRO	Mas	REGIONES	Mujer	3	NO DAN SOLUCION A RECLAMOS	No responde / no resuelven requerimientos	PRESTACION DE SERVICIOS DE MAQ AGRICOLA	LINARES	REPRESENTANTE LEGAL
7EhSSxW69B1v	GGEE	AP	SANTIAGO	Hombre	5	PORQUE  FALTA UN POCO DE PROACTIVDAD Y NO TRANSMITEN LAS OPCIONES QUE HAY MUY SEGUIDO. LO LANZAN TV Y QUIENES NO VEMOS TV NO NOS ENTERAMOS	No llaman / no se mantienen en contacto / no visitan,No mantiene bien informado / poca claridad en la información	INDUSTRIAL	MELIPILLA Y EL CONTRATO ESTA POR PROVIDENCIA	SUBGERENTE DE VENTAS
rSbLsKroloqx	PEQUEÑA	Mas	REGIONES	Hombre	3	PORQUE EL SERVICIO EN EQUIPOS NO ES BUENO Y SIMPLEMENTE POR ESO CUANDO UNO REQUIERE ALGO NO HAY SOLUCIÓN LLAMAS A LA LINEA UNO Y DESPUES A LA 4 Y TE PONEN UNA MUSIQUITA Y TE ABURRES Y TIENES QUE CORTAR Y LAS SOLUCIONES NO SON BUENAS YO TENGO AMIGOS O PERSONAS QUE ESTÁN EN OTRAS COMPAÑÍAS YO ESTOY ÚNICAMENTE POR LA COBERTURA PORQUE TENGO COBERTURA EN LUGARES DONDE OTRAS NO LLEGAN PERO EL SERVICIO EN DISPONIBILIDAD DE EQUIPO TODO TE LO COBRAN HAY PERSONAS EN OTRAS COMPAÑÍAS CON PLANES BÁSICOS QUE LE DAN EQUIPOS COSTO CERO Y AQUÍ TODO TE LO COBRAN TUVE QUE CONTRATAR OTRA COMPAÑÍA PARA INTERNET	Equipos de mala calidad / básicos,Lentitud / ineficiencia en solución de problemas,Precios altos / es caro / alzas de precio	SERVICIOS EN CONSTRUCCION Y MANTENCION DE AREAS VERDES Y OBRAS CIVILES MENORES	COQUIMBO	DUEÑO Y ADMINISTRADOR DE CONTRATOS
jEHF6SMQwcYp	GGEE	AV	SANTIAGO	Hombre	6	POR QUE LA SEÑAL ES BUENA LOS EJECUTIVOS LA ATENCION ES BUENA Y LOS EJECUTIVOS	Buena señal / no hay caídas de la señal / señal nítida,Buena atención / amabilidad	AGRICOLA INDUSTRIAL	SANTIAGO	ENCARGADO
NCDXO5rKckCg	MEDIANA	Mas	SANTIAGO	NA	5	PORQUE CUESTA MUCHO COMUNICARSE CON LA EMPRESA Y SOLUCIONAR PROBLEMAS ROAMMING SOLICITAR TELEFONOS LINEAS ADICIONALES ETC	Mal ejecutivo / mala atención del ejecutivo / Difícil contactar,No responde / no resuelven requerimientos	ELECTRONICO	SANTIAGO	GERENTE DE ADMINISTRACION Y FINANZAS
fFd4oO5SDN8D	PEQUEÑA	Mas	REGIONES	NA	5	PORQUE NO LLEGA 100% A LO QUE YO QUIERO DE REPENTE COBERTURA EN ALGUNOS LUGARES	Mala / poco cobertura	TRANSPORTE	CONCEPCION	DUEÑO
YM5LSlPhuHiP	GGEE	AV	REGIONES	NA	6	PORQUE ME OFRECIERON UN PLAN CON UNOS EQUIPOS ASOCIADOS Y LOS EQUIPOS NO SE LOS ENTREGARON TODOS LOS QUE HABIA ACORDADO	No cumplen con lo que ofrecen	FABRICA DE JABONES	TALCAHUANO	SUBGERENTE DE ADMINISTRACION Y FINANZAS
5i5DHuQRRo58	GGEE	AV	SANTIAGO	Hombre	6	PORQUE HAY MOMENTO EN QUE LA SEÑAL EN ALGUNOS SECTORES ES BAJA	Mala señal / pérdida de señal / interferencias	EDITORIAL DE LIBROS	PROVIDENCIA	GERENTE DE ADMINISTRACION Y FINANZA
mYAV7aTuxhJ1	GGEE	AP	SANTIAGO	Mujer	6	NO SIEMPRE NO ES TAN FACIL CONTACTARSE CON EL EJECUTIVO RECTIFICO NO TENGO CLARIDAD DIGAMOS A QUIEN DIRIGIRME AL MOMENTO DE UNA SOLICITUD TENGO UN EJECUTIVO DE  ATENCION Y OTRO EJECUTIVO COMERCIAL	Mal ejecutivo / mala atención del ejecutivo / Difícil contactar,No tiene ejecutivo asignado	INDUSTRIA FCA DE AMPOLLAS	SAN JOAQUIEN	JEFE DE ADMINISTRACION Y RECURSOS  HUMANOS
MPGpc2LCCyZD	MEDIANA	MV	SANTIAGO	Hombre	5	TENEMOS PROBLEMAS CON LA SEÑAL DE VEZ EN CUANDO CON ENTEL SOLAMENTE ESO NOS PASA TODOS LOS MESES	Mala señal / pérdida de señal / interferencias	PARABRISAS INSTALACION DE PARABRISAS PARA VEHICULOS	COPIAPÓ, SANTIAGO CENTREO, TALCA, CURICÓ, CHILLÁN Y PUERTO MONTT EN ESTOS MOMENTOS ESTOY LLAMANDO A SANTIAGO	TECNICO DE INFORMATICA
wBd4sg2f8Y3v	MICRO	Mas	REGIONES	Hombre	7	PORQUE NO E TENIDO PROBLEMA CON ELLOS	Funciona bien /sin problemas	SERVICIOS AGRICULA	TALCA	DUEÑO
0Xyb7TpRLm4d	MICRO	Mas	REGIONES	Hombre	6	POR DETALLES POR EJEMPLO DEBERIAN INFORMARLE DE NUEVOS PLANES, CUANDO LLAMA NO LE INFORMA CUAL PLAN LE FAVORECE	No mantiene bien informado / poca claridad en la información	JOYERIA	OVALLE	DUEÑO
SxZOE4aW1TV6	PEQUEÑA	Mas	REGIONES	Hombre	4	EL VALOR	Precios altos / es caro / alzas de precio	COMUNICACIONES	4TA REGION	ADMINISTRADOR
eAywsRAU8cHm	MICRO	Mas	REGIONES	Hombre	5	PORQUE SE NOS PIERDE LA SEÑAL Y EL WIFI TENGO BANDA ANCHA Y CON EL WIFI DE LA CASA ME LLEGAN LOS MENSAJES SE PIERDEN LOS MENSAJES EN LA PRECORDILLERA EN CHILLAN	Mala señal / pérdida de señal / interferencias,Poca continuidad del servicio  / se corta el servicio	CONTRATISTA ELECTROMECÁNICO DE REPARACIÓN EN OBRAS MENORES EN FRONTEL	CHILLAN	DUEÑO
tJa8VhlrcLA4	PEQUEÑA	Mas	SANTIAGO	Hombre	1	HAN CAMBIADO MUCHOS LOS SISTEMA DE PLAN Y COMPRAR EQUIPO NUEVOS LAS CONDICIONES PARA EMPRESAS SON PEORES QUE LAS PERSONAS TIENE MAS BENEFICIOS QUE PARA LAS EMPRESAS AUNQUE PAGAMOS MAS	Pocos beneficios,Pocas / malas ofertas	DISEÑO INDUSTRIAL	STGO NUÑOA	DUEÑO
7AfEmJTkOOOh	PEQUEÑA	Mas	SANTIAGO	Hombre	1	POR QUE NO HAY SERIEDAD DE LA COMPAÑÍA ENTEL COMPRE UN TELÉFONO Y NO ME RESPETARON LA GR ANTIA UN IPHON X EL ULTIMO TELÉFONO Y NO ME QUISIERON RESPONDER , EL TELÉFONO TENIA COMO TRES SEMANA Y LO DEJE EN UN SILLÓN Y SE CAYO Y SE PEGO UN TOCÓN Y SE PARTIÓ LA PARTE DE ATRÁS Y ME MANDARON DE UN LADO HA OTRO Y NO ME RESPONDIERON Y NO SE HICIERON RESPONSABLES	Empresa poco seria / poco confiable,No cumplen con lo que ofrecen,No responde / no resuelven requerimientos	CONSTRUCCION	EN PUENTE ALTO	DUEÑO
iNyNn1xs1Nre	MICRO	Mas	REGIONES	Hombre	5	PORQUE LLEVA TANTOS AÑOS Y LAS OFERTAS NO SON CLARAS YA QUE PODRIAN MANDAR UN MENSAJITO TUVO QUE AUMENTAR SU PLAN DE 16 MIL A 19 MIL POR EL TELEFONO MOVIL	Pocos beneficios para clientes antiguos,Pocas / malas ofertas	PESCA ARTESANAL	CHILOE	GERENTE GENERAL
bBqov9sw5Ff3	PEQUEÑA	Mas	REGIONES	Mujer	7	POR QUE NUNCA AH TENIDO PROBLEMA CUANDO AH NECESITADO ALGO SIEMPRE HA TENIDOP RESPUESTA INMEDIATA	Funciona bien /sin problemas,Rapidez / eficiencia en solución de problemas	TRANSPORTE	REGION DEL MAULE CURICO	AREA TECNOLOGICA
LnbIUkCROAZF	GGEE	MP	SANTIAGO	Mujer	7	NUNCA HE TENIDO NINGUN PROBLEMA CON EL SERVICIO Y OCUPAN MAYORMENTE EL SERVICIO DE DATOS.	Funciona bien /sin problemas,Buen servicio / conforme / satisfecho con el servicio,Buen funcionamiento de Internet / velocidad / estabilidad	LABORATORIO FARMACEUTICO	QUIRICURA	ANALISTA DE SISTEMA
H3aZdX4c5e7L	GGEE	MP	SANTIAGO	NA	7	ESTA SATISFECHO	Buen servicio / conforme / satisfecho con el servicio	MONTAJE ELECTRICO	SANTIAGO	JEFE DE SUCURSAL
Dpz1xicyPl4p	GGEE	AP	SANTIAGO	Hombre	6	COSTOS, EL VALOR DE LAS CUENTAS LO QUE PAGA POR EL SERVICIO QUE RECIBE LE LLEGAN ALTAS LAS CUENTAS	Precios altos / es caro / alzas de precio	SERVICION DE COMPUTACION	SANTIAGO	JEFE DE LOGISTICA Y COMERCIO EXTERIOR
Bqs6ONkLKjwB	GGEE	AV	SANTIAGO	Hombre	6	POR QUE SIMPLEMENTE NO EXISTE LA ESCALA MÁXIMA SIEMPRE AHÍ UN PERO POR EJEMPLO LAS RESPUESTA NO VAN EN EL CUMPLIMIENTO DE PLAZO	Faltan cosas por mejorar / no es perfecta,Poca eficiencia	HOSPITAL Y CLÍNICAS PRIVADAS	COMUNA RECOLETA	ANALISTA DE ABASTECIMIENTO
2kNQQmtwLgvQ	GGEE	AV	SANTIAGO	Mujer	7	POR QUE NO EH TENIDO PROBLEMA FUNCIONA BIEN Y TIENE BUENA COVERTURA	Funciona bien /sin problemas,Buen servicio / conforme / satisfecho con el servicio,Buena cobertura	MUROS CORTINA	SANTIAGO	JEFE DE ADMINISTRACION Y FINANZAS
AlxAWUUcAXn6	MEDIANA	MP	SANTIAGO	Mujer	6	POR QUE HA SIDO EN REALIDAD BUENO EL SERVICIO, TIENE BUENA COBERTURA Y NO HE TENIDO MAYORES PROBLEMAS CON LA SEÑAL	Buen servicio / conforme / satisfecho con el servicio,Buena cobertura,Buena señal / no hay caídas de la señal / señal nítida	MANUFACTURERA	QUILICURA	SUB GERENTE DE ADMINISTRACION DE FINANZAS
1mCR6W7S4dJ5	MEDIANA	MV	SANTIAGO	Mujer	5	PORQUE DE REPENTE NO HAY BUENA ATENCIÓN CON LOS EJECUTIVOS	Mal ejecutivo / mala atención del ejecutivo / Difícil contactar	VENTAS DE REPUESTO	PEÑALOLEN	SECRETARIA
lD1VUgGteP2I	MICRO	Mas	REGIONES	Hombre	4	EL SERVICIO TECNICO ES EN ESTE ES MUY MALO CUANDO UD VA  A HACER UNA CONSULTA PORQUE ME COBRARON ESTO O ESTO O CUANDO FALLA UN EQUIPO NO RESUELVEN NADA LO QUE PASA ES QUE ANTES LO DEJABA Y MIENTRAS ME PASABAN UN EQUIPO LO MANDABAN A UN SERVICIO TECNICO EN RESUMIDAD CUENTAS EL SERVICIO DE ENTEL SE HA ECHADO A PERDER	Mal soporte / servicio técnico,No responde / no resuelven requerimientos	EXPORTACION DE FRUTAS Y SERVICIO DE FRIGORIFICOS	CURICO	GERENTE
IxCiPb6KTIUX	MEDIANA	AP	REGIONES	Mujer	6	PORQUE NO HA PROBLEMAS CON LA SEÑAL, CON EQUIPOS SI HA TENIDO	Buena señal / no hay caídas de la señal / señal nítida,Equipos de mala calidad / básicos	FABRICA DE MEDIAS	VIÑA DEL MAR	ASISTENTE DE LOCAL
15xnmL0zJWca	GGEE	AP	SANTIAGO	NA	6	PORQUE SIEMPRE HAY ALGUNA FALLA PERO SIEMPRE ES ALGO MENOR	Faltan cosas por mejorar / no es perfecta	CONSTRUCCIÓN	LAS CONDES	AMINISTRADOR
Lm6g1tjaijdz	PEQUEÑA	Mas	SANTIAGO	Hombre	6	PORQUE UNN 7 ES ALGO PERFECTO Y DIFICIL ES EVALUAR A UNA EMPRESSA CONM ESE PUNTAJE Y SIEMPRE HAY COSAS QUE SE PODRIAN MEJORAR COMO LA ATENCION, LA COMPAÑIA ESTA BIEN COMPARADA CON LA COMPETENCIA. LA NOTA VA POR AHI COSA CALIDAD, NO TODA EMPRESA TIENE BUEN PRESTIGIO. CON CLARO NO TUVIMOS BUENA EXPERIENCIA	Faltan cosas por mejorar / no es perfecta,Mal ejecutivo / mala atención del ejecutivo / Difícil contactar,Buen servicio / conforme / satisfecho con el servicio	ELABORACION Y COMERCIALIZACION DE AGUA PURIFICADA	SANTIAGO, LA CISTERNA	SOCIO GERENTE
V3Runl4frzZE	MEDIANA	Mas	SANTIAGO	Hombre	3	LA SEÑAL ES PESIMA,	Mala señal / pérdida de señal / interferencias	EXPORTACIONES	TALAGANTE	GERENTE DE PRODUCCION
I3GdVVrCzgDQ	MEDIANA	MP	REGIONES	Hombre	6	PROBLEMAS DE COMUNICACION CON EL EJECUTIVO	No llaman / no se mantienen en contacto / no visitan	EXPORTACION DE ALGAS	CHIGUAYAN	ADQUISICIONES
af53SDqjN10H	GGEE	MV	SANTIAGO	NA	5	POR LA MALA ACTUALISACION DE PLANES Y LOS DEMAS SERVICIO SON MUY MALOS	Malos planes  / planes poco flexibles,Funciona mal /ha tenido problemas	INPORTACION	QUILICURA	GERENTE DE AMINISTRACION EN GENERAL
EaqLqWVHI2FD	GGEE	AV	SANTIAGO	NA	6	PORQUE NO TIENE UN MOTIVO ESPECIFICO	NS/NR	COMPAÑIA DE VENTAS COMBUSTIBLES,ETC.	HUECHURABA	RECEPCIONISTA
RvSUoJFuv4oB	PEQUEÑA	Mas	SANTIAGO	Mujer	7	NUNCA TENGO PROBLEMA LA SEÑAL SIEMPRE FUNCIONA LAS CUENTAS LLEGAN CLARAS	Buena señal / no hay caídas de la señal / señal nítida,Transparencia / claridad en las cuentas / facturas / exactitud en cobros	IMPORTACIÓN Y DISTRIBUCIÓN DE ARTÍCULOS DE VESTUARIOS	SANTIAGO LAS CONDES	GERENTE
f5XilA7GnILg	MEDIANA	MP	REGIONES	Hombre	5	PORQUE SE ME HACE DIFICIL CAMBIAR DE PLANES TENGO UNO QUE ES POR  MINUTOS QUE ESTA RELATIVAMENTE CARO	Realizan cambios en el plan,Precios altos / es caro / alzas de precio	TRANSPORTE DE PASAJEROS	VALPARAISO	GERENTE
Fqv5KlKAbQBg	GGEE	AV	SANTIAGO	Hombre	7	PORQUE ME DAN UN BUEN SERICIO,  NO HE TENIDO PROBLEMAS, TENGO BUENA COBERTURA Y SERVICIO	Buen servicio / conforme / satisfecho con el servicio,Funciona bien /sin problemas,Buena cobertura	CONTRUCCION	LAS CONDES, STGO	ADMINISTRADOR DE SISTEMA
kXDvI7PdWiqc	PEQUEÑA	Mas	SANTIAGO	Hombre	6	PORQUE DERREPENTE TIENE PROBLEMA DE INTERNET	Internet lento / inestable	INMOVILIARIA	SANTIAGO	GERENTE GENERAL
MtJNmdThdd56	MEDIANA	MV	SANTIAGO	Hombre	6	PORQUE CUANDO UNO QUIERE HACER UNOS CAMBIO PARA SOLICITAR UN CAMBIO ES MUCHO EL TRAMITE Y BUROCRACIA NO ES 100 % PERSONALIZADO SI MUCHA BUROCRACIA SE DICE QUE TIENEN UN EJECUTIVO AL EJECUTIVO NO ES FACIL UBICARLO MUCHA LA BOROCRACIA	Tramitan / Burocracia,Poca preocupación por el cliente,Mal ejecutivo / mala atención del ejecutivo / Difícil contactar	ARRIENDO DE BODEGAS	SANTIANGO COMUNA DE SAN JOAQUIN	GERENTE GENERAL
mFmj0dPgGuwf	GGEE	MV	SANTIAGO	Hombre	5	EN CUANTO A PRECIOS Y TARIFAS OFERTAS ESTA POR DEBAJO DE OTROS COMPETIDORES  SON MEJORES LOS PRECIO DE OTRAS EMPRESAS Y SERVICIOS A NIVEL PRECIOS	Precios altos / es caro / alzas de precio,Pocas / malas ofertas	DISTRIBUCION DE PRODUCTOS PLASTICOS	QUIRICURA	GERENTE DE ADMON Y FINANZAS
5MjBk08J2TyN	MEDIANA	MP	SANTIAGO	NA	6	POR QUE SIEMPRE AH FALTADO UN PRODUCTIVO QUE TIENE PARA TELEFONO PERO NO PARA EMPRESA	Faltan cosas por mejorar / no es perfecta	INMOBILIARIA	PADRE HURTADO	GERENTE GENERAL
kveuIikFenGZ	MEDIANA	AV	SANTIAGO	Hombre	7	PORQUE TENGO BUEN SERVICIO BUENA COBERTURA PLAN RAZONABLE	Buen servicio / conforme / satisfecho con el servicio,Buena cobertura,Buenos precios / económicos / barato	SERVICIO DE INGENIARA	SANTIAGO	GERENTE GENERAL
b2NwsfmZZwX7	GGEE	MP	SANTIAGO	Hombre	5	PROBLEMAS QUE TUVIMOS AL RENOVAR EL CONTRATO.	Problemas para realizar cambio de plan	INDUSTRIAL	SANTIAGO-MAIPÚ	GERENTE DE RECURSOS HUMANOS
0GiBRKRzzrg4	MEDIANA	MV	REGIONES	Hombre	7	ESTA TODO PERFECTO LA COMUNICACION ES BUENA  LA SEÑAL ,  ME RENUEVAN EQUIPO ETC	Buena conectividad,Buena señal / no hay caídas de la señal / señal nítida,Buenas ofertas	TRANSPORTE	LOS ANGELES	DUEÑO
7Fo5YOQrENdw	MICRO	Mas	REGIONES	Hombre	5	DA LO MISMO UN 5,	NS/NR	INMOBILIARIA	TEMUCO	DUEÑO
w4U2PQ2FfpOJ	MEDIANA	MP	REGIONES	NA	5	LOS PLANES DE EMPRESAS SON MUCHO MAS CAROS QUE LOS PERSONALES ADEMAS QUE LA SEÑAL NO AGARRA MUY BIEN SIEMPRE SE CAE.	Precios altos / es caro / alzas de precio,Mala señal / pérdida de señal / interferencias	AGRICOLA	SAN FERNANDO	GERENTE AGRICOLA
sA99EsAHxJdh	MICRO	Mas	SANTIAGO	NA	7	PORQUE TIENE PRECIOS ADECUADOS PARA LOS QUE TENEMOS CONTRATADOS, Y EL SOPORTE TELEFÓNICO ADEMAS DE SER NACIONAL  RESUELVEN TODOS LOS PROBLEMAS Y CONSULTAS, ATIENDEN CHILENOS, NO HAY NINGUN EXTRANJERO EN EL CALL CENTER	Buenos precios / económicos / barato,Responden / resuelven requerimientos	CONSTRUCTORA E INMOBILIARIA	LO BARNECHEA	REPRESENTANTE LEGAL O GERENTE GENERAL
MwQWASjazN2Y	GGEE	MV	SANTIAGO	Hombre	6	LO QUE PASA ES QUE ES MUY BUENO PERO TIENE DETALLES COMO CUALQUIER COSA HACER TENGO QUE IR REPRERSENTANTE A UNA SUCURSAL Y NO COMO MAIL	Buen servicio / conforme / satisfecho con el servicio,Atención poco personalizada/ contestan grabadoras/ ejecutivos virtuales	GASTRONOMIA	SANTIAGO	DUEÑO
1iuhjkQXCMAJ	GGEE	MV	SANTIAGO	Hombre	7	NO HEMOS TENIDO NINGUN PROBLEMA Y EL SERVICIO HA FUNCIONADO AL CIEN POR CIENTO NO HEMOS TENIDO NINGUN PROBLEMA NO HA TENIDO UN PARON	Funciona bien /sin problemas,Buen servicio / conforme / satisfecho con el servicio	PRODUCTORA DE EVENTOS	PROVIDENCIA	ADMINISTRADOR
vSxR6kczLMhN	GGEE	AV	SANTIAGO	Hombre	4	PORQUE ANTIGUAMENTE TENÍAMOS MEJORES PLANES Y BENEFICIOS AHORA NO Y LA SEÑAL ES MUY MALA A LO QUE ERA ANTES BENEFICIOS COMO CAMBIOS DE EQUIPOS CELULARES COBERTURA INVITACIONES A EVENTOS TODO ESE TIPO DE COSAS NOS LLEGABAN PROMOCIONES REGALOS	Malos planes  / planes poco flexibles,Pocas / malas ofertas,Mala señal / pérdida de señal / interferencias,Pocos beneficios	PAPELERA	ISLA DE MAIPO	ENCARGADO DE INFORMATICA
