encriptado	SEG_CORFO	SEG_GOL	Regionx	sex_enc	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?	Rubro	Ciudad_comuna
ZAF6we08706L	Pequeña	MasPrem	Santiago	Hombre	5	PORQUE EN LA VIDA NADA ES PERFECTO PORQUE TIENE PROBLEMAS DE CAIDA DE SEÑAL	METALMECANICA	SANTIAGO
TqCyKZd4q14N	GGEE	AV	Santiago	Mujer	6	PORQUE A VECES QUEDO SIN CONEXIÓN COMO UNA VEZ AL MES, DE COBERTURA CADA DOS MESES ME SUCEDIÓ EN ENERO Y DURE 5 DÍAS CERO CAMBIOS AHÍ SE CAYO UNA ANTENA YO ESTOY EN PAINE Y AHÍ NO TENIA COBERTURA	FABRICACIÓN DE MUEBLES METAL Y MADERA	PAINE
ceEtAZnv6Efj	Pequeña	MasPrem	Santiago	NA	5	PORQUE LA SEÑAL ES MUY DEBIL SE ME CAE LA SEÑAL EN HUECHURABA DENTRO DE LA OFICINA Y FUERA DE LA EMPRESA	NA	NA
rCOdd5Wf93Fl	GGEE	AV	Santiago	Hombre	6	SE SIENTE SATISFECHO EL SERVICIO SDI TENGO FALLA EN SERVICIO LLAMO  ME DASN TRESPUESTA RAPIDA EL QUIPO FUNCION EN CUALQUIER PARTE DEL PAIS	PANIFICADORA	SANTIAGO LAS CONDES
2XEpQQY62qwP	Pequeña	MV	Santiago	Hombre	7	PORQUE NUNCA HE TENIDO UN PROBLEMA CON ELLOS,TIENEN UN BUEN SERVICIO	METAL MECÁNICA	SANTIAGO CENTRO
JurEwfImxp1a	GGEE	MV	Santiago	Mujer	6	HAN CRECIDO DEMASIADO Y ESTAN PERDIENDO LA LLEGADA CON  LOS CLIENTES	INGENIERÍA Y REPRESENTACIONES DE EQUIPOS DE SUMINISTROS PARA LA MINERÍA	SANTIAGO
88cOX2layrdn	Pequeña	MasPrem	Regiones	Hombre	6	PORQUE TIENE BUENA COBERTURA, YA	MAQUINARIA	CONCEPCIÓN
wMId7gXm21UK	GGEE	AP	Santiago	NA	7	PORQUE FUNCIONA PERFECTAMENTE BIEN, NO HE TENIDO NINGÚN PROBLEMA, COMPARADO CON LAS OTRAS COMPAÑÍAS, ME DA BUEN SERVICIO	NA	NA
ncMpWRZi20RZ	Pequeña	MasPrem	Santiago	Mujer	7	PORQUE NO ME HA CREADO UN PROBLEMA DE FALTA COMUNICACION	CONSTRUCCION	LAS CONDES
UfTHWzvXXV6d	Micro	Mas	Santiago	Hombre	7	BUEN FUNCIONAMIENTO, NO HAN HABIDO PROBLEMAS HASTA EL MOMENTO, SOLO ESO	PLÁSTICOS	MAIPU
E6ASjW53jzkP	GGEE	AV	Santiago	Hombre	6	ENGENERAL TIENEN UN BUEN SERVICIO DE POST VENTA NO HE TENIDO PROBLEMA EN TIEMPO DE RESPUESTAS, LAS RENOVACIONES DE CONTRATO EN GENERAL ES UN POCO LENTA Y LA INFORMACION LAS CONDICIONES DEL PLAN BENEFICIOS DEL AREA DE VENTA NO ES MUY COMPLETA	METALURGICA	QUILICYRA
5JJ1OIDVtU2D	GGEE	AP	Santiago	Hombre	7	PORQUE LA SEÑAL ES ESTABLE EN EL TLEFONO	CEMENTERIO	ESPEJO
1VEOOWBstZEh	Pequeña	MasPrem	Regiones	Hombre	6	PORQUE ANDA BUENO EL SERVICIO,NO ES NOTA 7 PORQUE EL PRECIO ES CARO.	TRANSPORTE	PUCHUNCAVI
a3cL15VWc0HN	Pequeña	MasPrem	Santiago	NA	3	SIN COMENTARIO CADA DIA ES MAS TECNOLIGICA Y  ES MENOS PERSONALIZADOS NO QUIEREN PAGAR SUELDO HA PERSONA SE ATIEDEN CON MAQUINA  HA UNO	NA	NA
7M7C90ECkyDZ	Micro	Mas	Santiago	Mujer	6	PORQUE TODO EL TIEMPO QUE OCUPO EL TELEFONO A RESPONDIDO NO HE TENIDO PROBLEMA	TRANSPORTE	RECOLETA
Ss0Z7Fsq8cub	GGEE	AP	Regiones	Hombre	7	PORQUE RESPONDEN SIEMPRE HA LA BREVEDAD Y NUNCA HEMOS TENIDO PROBLEMAS	MAESTRANZA	VALLENAR
YASrA8ZDghjJ	GGEE	AV	Santiago	Mujer	7	PORQUE SON RAPIDOS Y EFICIENTES CUANDO PIDO ALGO AL DIA SIGUIENTE EST EN LA OFICINA	SONDAJE MINERO	CERRILLOS
h8txDnMmIGik	Mediana	MasPrem	Santiago	Hombre	5	PORQUE EL PROBLEMA ESTA EN QUE LE SERVICIO NO LLEGA MUY BIEN DE REPENTE SE CORTA LA COMUNICACION POR EJEMPLO SI ESTA EN UNA CASA TIENES QUE SALIR PARA AFUERA PARA QUE TE CAIGAN LAS LLAMADAS EN GENERAL EN TODO TOCOPILLO	UTILIDAD PUBLICA	TOCOPILLA
w5y484DUBZOc	Mediana	MV	Santiago	Mujer	7	PORQUE NO TENEMOS NI UN PROBLEMA FUNCIONA TODO BIEN LA FACTURACION LA COBERTURA	IMPORTADORA DE PRENDAS DE VESTIR	RECOLETA
JcmG1DIvdinb	Mediana	MP	ns/nr	Mujer	6	PORQUE HAY COSAS QUE SE PUEDEN MEJORAR LA COBERTURA DE REPENTE PUEDE ESTAR EN 4G SE PUEDEN MEJORAR EN LA AVENIDA ESPAÑA SE LE CORTA LA LLAMADA EN VALPARAISO	EMPANADERIA	VALPARAISO
pHu7fT5yvvQR	Pequeña	MP	Regiones	NA	7	NO HE TENIDO PROBLEMAS CON EL TELEFONO CELULAR DE COBROS DE ACUERDO AL PLAN	NA	NA
Jhq9MqixyAqC	GGEE	AP	Santiago	Hombre	6	PORQUE HAY UNOS LUGARES DONDE EL SERVICIO NO FUNCIONA EN SANTIAGO FUNCIONA BIEN	FABRICA DE ENVACES	SANTIAGO CERRILLOS
X39WjqqmOhFC	GGEE	MV	Santiago	Hombre	3	TIENE BUENA COBERTURA Y TAM,BIEN CUANDO TE QUEIEN VENDER SON RAPIDISMOA PARA VENDERLO EN LO QUE SON MUY MALOS ES EN SERVICIO TENCICO EL DESGASTE ES TREMENDO LOS PRE4CIOS SON MUY ALTOS SON MUY CAROS TELEFONI9A MOVIL	IMPORTADORA Y DISTRIBUIDORA DE REPUESTOS Y ACCESORIOS AUTOMOTORES	SANTIAGO
Yih8FUepFtGT	Mediana	MV	Regiones	Hombre	6	POR QUE ESTA SATISFECHO, PERO SIEMPRE HAY ALGO QUE QUEDA EN EL TINTERO, NADA ES PERFECTO	EDUCACION	LOS ANGELES
joAxquzy42e6	GGEE	AV	Santiago	Hombre	6	PORQUE EN REALIDAD ESTAN HARTO PENDIENTE A SUS CLIENTES, NO TENEMOS MAYOR PROBLEMA DE COBERTURA, LO QUE PAGA UNO SE RESPETA, NO LE PONGO EL 7 PORQUE EN UN MOMENTO TUVIMOS PROBLEMAS DE SEÑAL PERO SOLAMENTE ESO	MATERIAS PRIMAS PARA LA INDUSTRIA DE ALIMENTOS	ÑUÑOA
RYKqPdV7nofp	Pequeña	MP	Regiones	Hombre	7	PORQUE NO TIENE PROBLEMA DE CORTE, INCLUYENDO PERIODO DE EMERGENCIA, NO TIENE NINGUN PROBLEMA. TAMPOCO TIENE PROBLEMA PARA PAGAR.	ESPARCIMIENTO	ARICA
OeVIBODP1xSG	Micro	Mas	Regiones	Hombre	5	TUVE MUCHOS PROBLEMAS PARA COMUNICARME  CON LA PLATAFORMA COMERCIAL PARA ACTIVAR PLAN VIAJERO	FABRICACION DE ARTICULOS  PLASTICOS	VILLA ALEMANA
Us31ACx9f5It	Mediana	MV	Santiago	Hombre	3	TUVE PROBLEMAS CON FACTURACIÓN, NO ME LLEGAN LAS FACTURAS DESPUES TENIA QUE PAGAR LAS FACTURAS ATRAASADAS EN LA SUCURSAL	COMPRA VENTA Y IMPORTACIÓN DE PRODUCTOS QUIMICOS	LA REINA
CsPr0ahrYAR0	Micro	Mas	Santiago	Hombre	7	BUENA COBERTURA	INFORMATICA	PEÑALOLEN
5BU8QRfeg5J9	Micro	Mas	Santiago	NA	6	PORQUE IGUAL DERREPENTE TENGO PROBLEMAS DE COMUNICACION EN ALGUNOS SECTORES,EN SANTIAGO Y REGIONES FUERA DE LA EMPRESA	NA	NA
yvWHIeSzQfjr	Micro	Mas	Regiones	Hombre	4	PORQUE TENGO TANTOS AÑOS CON ENTEL Y EL HECHO DE TENER CONTRATO COMO EMPRESA NO TENGO NINGUNA GARANTIA PORQUE ME COBRAN MAS COMO DE PERSONA MI HIJO MAYOR ESTABA DENTRO DEL PLAN Y CONTRATO UN PLAN PREPAGO Y ES MUCHO MAS ECONOMICO LE DAN LOS MISMOS MINUTOS Y GIGAS DE NAVEGACION PAGO 30 MIL Y TENGO 25 GIGAS DE NAVEGACION Y EN EL MES USO DOS GIGAS VOY A CAMBIAR DE LOS PLANES TODOS LOS TELEFONOS QUE TENGO A PREPAGO	CONTABILIDAD Y TRANSPORTE	LEBU PROV ARAUCA 8VA REGION
cYrxkSDKmXU3	GGEE	AV	Santiago	NA	6	PORQUE TENGO 1 MES GESTIONANDO LAS SOLICITUDES Y ME PARECE BIEN GESTIONAN BIEN,PRESTAN UN BUEN SERVICIO	NA	NA
aA3yR1xv6OXn	Pequeña	Mas	Santiago	Mujer	6	no es perfecto aveces no tiene señal de voz	bordados	santiago -centro
A7eAXrnvBApf	GGEE	AV	Santiago	NA	7	POR EL SERVICIO COMPLETO TANTO EL HOLL COMO VENTAS POST VENTA Y COBERTURA	NA	NA
OnAQbjiUwbVZ	Mediana	AV	Santiago	Hombre	6	POR EL COBRO DE ALGUNOS SERVICIOS QUE DESCONOCEMOS QUE TENEMOS PORQUE ENTEL DEJA ABIERTO Y NO RESTRINGE UNO SE ENCUENTRA	SERVIICOS DE INGENIERIA	SANTIAGO CENTRO
5rbI7F7Zw9I6	Mediana	AP	Regiones	Mujer	7	PORQUE NO HE TENIDO NINGUN PROBLEMA DESDE QUE LO CONTRATE	PREFABRICADOS DE HORMIGON	VIÑA DEL MAR
qCxNNmiapAOA	GGEE	MP	ns/nr	NA	6	NO PORQUE ME HAN DADIO SOLUCIONES CUANDO HE TENIDOS PROBLEMAS ME ACLARAN LAS DUDAS	NA	NA
knYQS6gzqWKb	Pequeña	MV	Santiago	Hombre	4	PORQUE SE LE VA LA SEÑAL INTERNET LENTO TRABAJA CON EL TELEFONO	GASFITERIA	CERRO NAVIA SANTIAGO
IhUVNHAYupUW	GGEE	AV	Regiones	Hombre	5	POCAS OFERTAS	MADERERA	TALCA
WdqFSt7Z5El1	Micro	MasPrem	Regiones	Hombre	7	PORQUE LO RELACIONADO A LA PARTE MOVIL, LA COMUNICACION VA SUPER BIEN, AL MENOS DONDE EL TRABAJO, LA VELOCIDAD DE INTERNET ES BASTANTE BUENA.	TRANSPORTE	LANCO
QVpHGv2QAzX9	Mediana	MV	Regiones	Hombre	4	PORQUE LA RECEPCION TELEFONICA ES MALA SE CORTE SE ESCUCHA RUIDO A VECES ESTA CONVERSANDO UNO Y LA OTRA PERSONA YA NO ESCUCHA O VICERVERSA,MALA COMUNICACION EN GENERAL	SERVICIOS A LA MINERIA	CALAMA
1ChayQ084rEZ	Pequeña	MasPrem	Regiones	Hombre	5	PORQUE NO TENGO BUENO SEÑAL DONDE ESTOY ESTOY EN EL CAMPO 14 KM DE LOS ANGELES SECTOR CAMINO NACIMIENTO	TRANSPORTE AGRICOLA	LOS ANGELES
hKpzX2HJcFmt	Mediana	AP	Regiones	Hombre	5	PORQUE NO, AL FINAL HE TENIDO QUE LUCHAR YO CON LOS CONTRATOS ELLOS NO LUCHAN SOY YO QUIEN QUIERE QUEDARSE CON ENTEL Y NO ELLOS NOSOTROS HEMOS TENIDO QUE HACER TODO BUSCARLOS...	RESTAURANTE FUENTE DE SODA HELADERIA CAFETERIA SANDWUICHERIA	LA CALERA
OEsFnVY6Xtt8	GGEE	AP	Regiones	Hombre	5	EL SERVICIO HA IDO BAJANDO DE CALIDAD ME CAMBIARON LA EJECUTIVA Y NO AVISARON EL CAMBIO DE EJECUTIVOS NO FUE BENEFICIOSO	AGRICOLA	COLTAUCO
e5eMsyVv64eP	Pequeña	MasPrem	Regiones	NA	5	PORQUE HE PASADO DE TODO TIPO DE COMPAÑIA Y YA NO ES FACIL RESOLVER LOS PROBLEMAS EN CUANTO A LAS FACTURAS, CON ENTEL TENGO BUENA COBERTURA	NA	NA
cbny3MEZrLMI	GGEE	AV	Santiago	Hombre	6	PORQUE EL SERVICIO FUE INSUFICIENTE( NO SE ESCUCHA BIEN RESPUESTA DE CLIENTE)	RETAIL	SANTIAGO
rrqKDnoUnVpD	Mediana	MP	Santiago	Hombre	6	OSEA NO HE TENIDO PROBLEMAS EN GENERAL ESTA CONFORME CON EL SERVICIO DERREPENTE ALGUN PROBLEMA DE SEÑAL EN ALGUNAS PARTES	FABRICA DE MOLDURAS DE MADERA	SAN JOAQUIN REGION METROPOLITANA
PpWc4huOFHCt	Mediana	MasPrem	Santiago	Hombre	5	POR EL COSTO DE LOS EQUIPOS MUY ALTOS Y NO TIENEN UN TRATAO PREFERENCIAL PARA LAS EMPRESAS PREFIEREN CONTRATAR NUEVAS EMPRESAS A MANTENER LAS QUE TIENEN COMO CAMBIO DE EQUIPOS COBRAN LO MISMO A UN NUEVO QUE A UN ANTIGUO	CONSTRUCCION	RENCA
SedAR3GWyBTf	Micro	MasPrem	Regiones	Hombre	7	PORQUE TENGO BUEN SERVICIO, Y BUENA ATENCION COMERCIAL NO TENGO MAYORES PROBLEMAS CON ENTEL	TRANSPORTE INTERNACIONAL	LOS ANDES
XVcJhgAKxcrI	GGEE	AP	ns/nr	Hombre	6	SIEMPRE HAY COSAS QUE MEJORAR NO SE A LO MEJOR CUANDO UNO LLAMA POR TELEFONO LLAME Y ME ATENDIERON COMO EN PERU	INMPORTADORES Y VENTAS DE REPUESTOS PARA LINEA FRANCESA	SANTIAGO CENTRO
C8j78u42Vl0c	Mediana	MP	Regiones	Hombre	5	PORQUE BUENA COBERTURA PERO EL VALOR ALTO EN RELACION A OTRAS PROPUESTAS	MOLINO DE TRIGO	CHILLAN
xa9voac9JLxa	Micro	MasPrem	ns/nr	Hombre	7	PORQUE ESTOY MUY SATISFECHO TODO CALIDAD PRECIO CONECTIVIDAD	CORREDORES DE PROPIEDADES	LAS CONDES
eqUZ1nfcwIM7	Pequeña	Mas	Santiago	Hombre	6	NO HE TENIDO MAYORES PROBLEMAS DE COMUNICACION SEÑAL COBERTURA CUANDO TENGO QUE LLAMAR A UN AGENTE DE ENTEL ME HA RESPONDIDO	TRANSPORTE	MAIPU
r9As09SIujBP	GGEE	AP	Regiones	Hombre	7	PORQUE EL SERVICIO ES MUY BUENO, NUNCA ESTAN LAS LINEAS SATURADAS Y RESPECTO AL INTERNET FUNCIONA MUY BIEN	CONSTRUCCION	VIÑA DEL MAR
zH6B4vf9mmn9	Pequeña	MasPrem	Regiones	Mujer	3	PORQUE LA SEÑAL ES MALISIMA LOS RECLAMOS TAMPOCO SE HACEN COMO CORRESPONDE LOS REQUERIMIENTOS HAN SIDO NULOS DICEN LA EMPRESA PORQUE NO HAN PODIDO CONTACTARSE CON USTED	TURISMO	EL CISNE
6hbdNjZ77fQS	Pequeña	MasPrem	Santiago	Hombre	7	PORQUE NO HE TENIDO NINGUN PROBLEMA CON LAS FACTURAS Y LA CORBETURA ES BUENA	FARMACIA	PROVIDENCIA
rmLrxTD71wNX	Pequeña	MasPrem	Regiones	NA	5	PODRIA FUNCIONAR MEJOR EN TEMA DE POST VENTA	NA	NA
6CM5WhwSxjjP	Pequeña	AP	Santiago	Mujer	7	PORQUE TODA LA DIFICULTADES QUE HAN TENIDO LAS SOLUCIONAN.	IMPORTACIONES DE MUEBLES	PROVIDENCIA
LSUXw0VgcRLk	Mediana	AP	Santiago	Mujer	6	PORQUE EL SERVICIO ES BUENO AL PORTARNOS AL MOMENTO DE CAMBIARNOS LA GESTION NO ES MUY BUENA	SERVICIO	SAN JOAQUIN
An48xDqTuMYV	GGEE	AP	Regiones	NA	6	PORQUE PUEDEN MEJORAR LA CONECTIVIDAD.	NA	NA
KL7oOxuT1Yt8	Micro	Mas	Santiago	Hombre	5	PORQUE PIENSA QUE ESA ES LA NOTA QUE REALMENTE SE MERECE LA EMPRESA.	REPRESENTACIONES COMERCIALES	PROVIDENCIA
uQgVWySNlgjk	GGEE	AP	Santiago	Mujer	7	CERO PROBLEMAS NUNCA HE TENIDO UN PROBLEMA SIEMPRE ME ESTA LLAMANDO LA EJECUTIVA NO TENGO PROBLEMAS CON LA FACTURA  ME RESUELVEN LAS NECESIDADES AL TIRO POR EJEMPLO CONTESTAR RUMING COSAS ASI	LABORATORIO CLINICO	PROVIDENCIA
kkoPdcYygBfF	Pequeña	MV	Santiago	Hombre	7	cumple con TODAS MIS NECESIDADES CALIDAD DE COMUNICACION PRECIO VALORES PUNTUAL ATENCION	TRANSPORTE	MAIPU
wrwqSsdoLRfH	GGEE	AP	Regiones	Hombre	5	MALA SEÑAL EN LA COBERTURA QUE MEJOREN LA CALIDAD DE LA COBERTURA EN GENERAL	AGRICOLA	TALAGANTE
AG2j3Lk1o34z	Micro	Mas	Regiones	Mujer	5	LE FACTURAN A UN NOMBRE QUE NO ES LA DE ELLA. LE HA DICHO MIL VECES Y NO LO ARREGLAN. Y LE DICEN QUE TIENEN QUE QUEDARSE EN LA CUENTA EMPRESA, CUANDO ELLA QUIERE CAMBIARSE A CUENTA PERSONAL.	FRUTAS, VERDURAS, CONGELADOS.	TALCA
eKvMKNhsMYuq	Pequeña	MasPrem	Regiones	Hombre	6	PORQUE ALGUNOS LUGARES NO TIENE COBERTURA EN CUANTO A LLAMADAS	PALTA PROCESADORA DE CARNE AGRICOLA TRANSPORTES, VARIOS	CASTRO 10 REGION
RpcdIb07K2dM	Pequeña	MasPrem	Santiago	Hombre	7	PORQUE TIENEN COBERTURA PERFECTA	PC FACTORY	SANTIAGO CENTRO
5dcFkpRKeF9S	GGEE	AP	Regiones	Mujer	7	POR LA COBERTURA LO QUE PASA QUENOSOTROS NOS CAMBIAMOS HACE UNA AÑO Y MEDIO YA QUE NO TENIA LA COBERTURA NECESARIA POR ESTAR EN EL SUR EN LUGARES MAS APARTADOS	AUTOMOTRIZ	7 REGION
WRlmnotvptmv	Pequeña	MasPrem	Regiones	Hombre	5	PORQUE TIENE MUY MALA COBERTURA EN LAJA EN LA OFICINA Y FUERA DE LA EMPRESA, MALA INFORMACION HACIA LOS CLIENTES	SERVICIOS GENERALES A EMPRESAS	LAJA
4fsGPkAST3vq	GGEE	AV	Regiones	NA	4	PORQUE ULTIMAMENTE LOS SERVCIOS A EMPEORADO EN TEMA DE CALIDAD, LOS PROCESOS SON MAS BUROCRATICOS, A SIDO MAS LENTA ENDESPACHO DE PRODUCTOS, AL DIA SIGUIENTE	NA	NA
7dHiypCOO2P0	Pequeña	Mas	Regiones	NA	4	PORQUE LAS TARIFAS LAS CAMBIAN SIN CONSULTAR CUANDO UNO SE RETIRA BAJAN LAS TARIFAS	NA	NA
8s5EYPo1PR6G	Micro	Mas	ns/nr	NA	5	PORQUE NO OFRECE NADA ESPECIAL QUE GARANTIA NO LE OFRECEN NADA NADA DIFERENTE  UN BUEN SERVICIO DE INTERNET ALGO FUERA DE LO COMUN LAS OTRAS OFRECEN MAS MINUTOS MAS INTERNET MEJOR PRECIO	NA	NA
X5VJGhAZQJw1	GGEE	AP	Regiones	Mujer	5	PORQUE EL SERVICIO NO ES EXCELENTE PERO ES BUENO EN QUE LA SEÑAL NO SE CAE SIEMPRE	CONSTRUCTORA	LA SERENA
qmERKt5vRBSL	Pequeña	Mas	Regiones	Hombre	7	PORQUE EL SERVICIO HA SIDO BUENO EN CUANTO A LO QUE UNO ESTÁ PAGANDO TIENE BUENOS BENEFICIOS	ELECTRICO	PUERTO MONTT
e59oMTa4VIYa	Pequeña	MV	Santiago	Hombre	4	PORQUE HE TENIDO PROBLEMAS DE COBERTURA Y EL INTERNET NO ES MUY BUENO QUE DIGAMOS Y  SE QUE ES LO MEJOR QUE HAY	TRASPORTE	SANTIAGO
OscyzhRin5KO	Pequeña	Mas	Regiones	Mujer	6	PORQUE A VECES NO HAY PARA RED PARA CUALQUIER COSA,PARA TODOS SE CORTA LA RED Y UNO QUEDA INUTILIZADO	TRANSPORTES	TOPOPILLA
FpAkF5vR05jm	Pequeña	Mas	Regiones	Mujer	4	POR LA COBERTURA ES PESIMA HASTA HACE UNOS TRES AÑOS ATRAS ERA BUENA AHORA ES MUY MALA NOS QUEDAMOS 1/3 DE TIEMPO SIN LA COBERTURA HAN VENIDO TECNICO Y NO HAY UNA SOLUCION EN LA ZONA DONDE ESTOY HAY UNA ANTENA A LADO CAUJENA REGION DEL MAULE 1 VEZ AL DIA EN CUALQUIER HORARIO ANTES TENIAMOS COBERTURA AHORA NO LO TENEMOS SON OFICINAS EL SERVICIO TECNICO PARA HACER LOS RECLAMOS SON ETERNOS NO PUEDO CAMBIARME PORQUE LAS OTRAS FUNCIONAN PEOR COMO CLARO POR LO QUE HE INVESTIGADO Y MOVISTAR TAMBIEN LA ULTIMA VEZ QUE FUERON EL ECNICO INDICO QUE SE DEBE A QUE HAY MAYORES USUARIOS	AGRICOLA	CAUQUENES
ozi2RilsLt14	Pequeña	MasPrem	Regiones	NA	6	PORQUE SIEMPRE SE PUEDE MEJORAR EN PLANES Y PRECIO, NO PERO EN VEZ E BAJARTE LOS PLANES TE VAN SUBIENDO LOS MEGAS	NA	NA
VQ2mwtuA4l1m	Micro	MasPrem	Regiones	NA	6	PORQUE SIEMPRE HAY PERO ENTREMEDIO, MODULO DE ATECION	NA	NA
6pxFXgocpS2J	GGEE	AV	Santiago	Hombre	6	HE TENIDO BASTANTES PROBLEMAS DE COBERTURA	REFRIGERACIÓN INDUSTRIAL	MACUL
n1ZcXo1XX8WC	GGEE	AP	Santiago	Hombre	6	PORQUE LOS SERVICIOS FUNCIONAN Y SON ESTABLES NO SUFREN CAIDAS DE DATOS Y MOVILES	TRANSPORTES INTERNACIONALES	PUDAHUEL
Qp9CrJ4ZRyGI	Pequeña	MasPrem	Regiones	Mujer	7	PORQUE ESTUVO EN MOVISTAR, CLARO, Y DE TODAS ES LA QUE HA TENIDO ENTEL TIENE MEJOR COBERTURA. Y EL VALOR ES BUENO.	GASTRONOMA	SAN ANTONIO
b6bw25OeRXM4	Micro	MasPrem	Santiago	NA	7	PORQUE NO ESTA DESCONFORME CON NADA	NA	NA
KQVh5dirGcXP	Pequeña	MasPrem	Santiago	Hombre	6	HAY ALGUNOS DETALLES NOS QUEDMOS SIN INTERNET Y NO HAY UNA RESPUESTA RAPIDA DEL PORQUE ALGUNOS EQUIPOS QUEDAN SIN INTERNET	INYECCIO DE PLASTICO	SANTIAGO
40sP5sempF3y	GGEE	AV	ns/nr	Hombre	7	POR LA CALIDAD DEL SERVICIO LA RAPIDEZ EN LA SOLUCION DE PROBLEMAS CUANDO SOLICITO UN CAMBIO DE PLAN TODO ES TRANSPARENTE HABLEMOS DE LA COBERTURA NO SE CAE Y LOS USUARIOS NO TIENEN INTERUPCION DEL SERVICIO Y DATOS	METALMECANICA	SAN MIGUEL
rNJko2eChLbO	GGEE	AP	Santiago	Mujer	6	PORQUE SI BIEN ES BUENO EN LO QUE ES ESTABILIDAD DE LINEAS CALIDAD DE INTERNET USAMOS SOLO CELULAR Y FUNCIONA BASTANTE BIEN MAS QUE LAS CAIDAS PUBLICAMENTE CONOCIDAS ES UN SERVICIO ESTABLE EL SERVICIO Y PRODUCTOS SON BUENOS PERO TIENE ROTACION MUY ALTA DE EJECUTIVOS PARA EMPRESAS EN UN AÑO HE TENIDO 6 EJECUTIVOS	COMPAÑIA DE SEGUROS	SANTIAGO
teMEIyGTlhsw	Pequeña	MasPrem	Santiago	Hombre	7	LA COBERTURA LA RAPIDEZ DEL INTERNET	MECANICA Y COMIDA RAPIDA	PADRE HURTADO
uvwQJTypRvWF	Pequeña	MasPrem	Regiones	Hombre	7	HE HE TENIDO INCONVENIENTES  PROBLEMAS DE SEÑAL ME ATIENDEN BIEN	TRANSPORTE	CARTAGENA SAN ANTONIO
sKjkkjPDMjqG	Pequeña	Mas	Regiones	Hombre	7	NO HE TENIDO PROBL DONDE ANDO ENGO COBERTURA	TRANSPORTE	PTO MONTT
bliqmaTrHy1L	GGEE	AV	Santiago	Hombre	4	POR EL SERVICIO POST-VENTA EN REALIDAD LOS PROBLEMAS NO TENGO CON QUIEN CURSARLOS ATENCION NO PERSONALIZADA DE ENTEL HACIA NOSOTROS SIEMPRE CAMBIAN DE EJECUTIVOS	FABRICACION DE MEDICAMENTOS	LAS CONDES
89gH5aXKdqhQ	Pequeña	MasPrem	Santiago	Hombre	6	MUY CONFUSO LOS COBROS NO HAY DETALLES DE FACTURA	CONTRUCCION	SANTIAGO
H3aZdX4c5e7L	GGEE	MP	Santiago	Hombre	6	EN ALGUNOS LUGARES NO HAY COBERTURA	MONTAJE INDUSTRIAL	COMUNA STGO
lob7Hyswyegm	GGEE	AV	Santiago	Hombre	7	PORQUE EL SERVICIO ES BUENO, LA SEÑAL FUNCIONA PERFECTO	ALIMENTOS	CERRILLOS
7ZvUJ1BXkYm6	GGEE	AV	Santiago	Mujer	7	LOS REQUERIMIENTOS SON RAPIDA RESPUESTA NO TEMENOS MAYORES PROBLEMAS  DE SEÑAL BIEN	EDUCACION	LAS CONDES
Bqs6ONkLKjwB	GGEE	AV	Santiago	Hombre	6	CON OPCIONES COMERCIALES MEJORES EL SEGMENTON DE PERSONA TENIA MEJORES PLANES	SALUD	RECOLETA
y58bFltj0A1U	Mediana	AP	Regiones	Hombre	6	POR QUE CON 7  ESTA DIOS SOLAMENTE SE INSISTE	AGRICOLA	ARICA
bkRkD6shO58J	Mediana	MP	Santiago	Mujer	5	PORQUE FALTA DE INFORMACION SOBRE LOS SERVICIOS BANDA ANCHA MOVIL TAMBIEN DE TELEFONO DE REDFIJA INALAMBRICO	COMERCIALIZACION DE ACCESORIOS	SANTIGO CENTRO
qbLhfXiZRCX3	GGEE	MP	ns/nr	NA	4	NO TENGO BUENA COBERTURA POR EL LADO PONIENTE DE SANTIAGO	NA	NA
r3hgGLlMLFit	Mediana	Mas	Santiago	NA	7	SIEMPRE HA FUNCIONADO BIEN	NA	NA
KvLAhRpgTlRP	GGEE	AP	Santiago	Mujer	5	DE REPENTE  POR LOS VALORES  CAMBIAR LOS PRECIOS CAMBAIR LOS PLAN NO SE PUEDE   TIENE QUE COMPRAR UN PRODUCOT PARA CAMBIAR DE PLAN O TE LO BAJO	CONTRUCCION	PUENTE ALTO
fuN8mLqoXPvX	GGEE	AP	Santiago	Mujer	5	PORQUE EN  ENTEL LA COBERTURA HA ESTADO BASTANTE DEFICIENTE, SE CAE LA SEÑAL DE ANTENA Y NOS QUEDAMOS INCOMUNICADOS	AGRICOLA	COLINA
9NPKagbhwT2K	GGEE	AV	Santiago	Hombre	7	PORQUE ME HA ENTREGADO EL SERVICIO QUE YO REQUIERO	RADIO COMUNICACIONES VENTA ARRIENDO Y SERVICIOS	SANTIAGO LA REINA
JS3s5MdzzODp	Pequeña	MP	Santiago	Hombre	6	PORQUE ES EFICIENTE LA SEÑAL NO HE TENIDO PROBLEMAS DE COBRANZAS NO HE TENIDO PROBLEMAS DE SERVICIO, CUANDO HE QUERIDO CAMBIAR LO EQUIPO HA SIDO BUENA LA POST VENTA	DENTAL	SANTIAGO
