encriptado	SEG_CORFO_FINAL	CL_SEG_GOL_original	Regionx	sex_enc	ISO_FINAL_A	F1	P1	P2[{_1}].Rp	P2[{_2}].Rp	P2[{_3}].Rp	P2[{_1}].Rp._98	P2[{_2}].Rp._98	P2[{_3}].Rp._98	P3	P4	P4_COD	P5[{_a}].Rp	P5[{_b}].Rp	P5[{_c}].Rp	P5[{_d}].Rp	P5[{_e}].Rp	P6_aux	P6	P7[{_1}].Rp	P7[{_2}].Rp	P7[{_3}].Rp	P8	P9	P10[{_1}].Rp	P10[{_2}].Rp	P10[{_3}].Rp	P10[{_4}].Rp	P10[{_5}].Rp	P10[{_6}].Rp	P10[{_7}].Rp	P10[{_8}].Rp	P11[{_1}].Rp	P11[{_2}].Rp	P11[{_3}].Rp	P11[{_4}].Rp	P11[{_5}].Rp	P11[{_6}].Rp	P11[{_7}].Rp	P11[{_8}].Rp	P12[{_1}].Rp	P12[{_2}].Rp	P12[{_3}].Rp	P12[{_4}].Rp	P12[{_5}].Rp	P12[{_6}].Rp	P12[{_7}].Rp	P12[{_8}].Rp	P13[{_1}].Rp	P13[{_2}].Rp	P13[{_3}].Rp	P13[{_4}].Rp	P14	P15[{_1}].Rp	P15[{_2}].Rp	P15[{_3}].Rp	P15[{_4}].Rp	P16[{_1}].Rp	P16[{_2}].Rp	P16[{_3}].Rp	P16[{_4}].Rp	P17	P18	P19	P19_COD	P20	P21	P22	P23	P24	P25	P27	P28	P29	P30	P32
LAR1BUEwdagJ	GGEE	MP	NS/NR	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	6	PORQUE PRESTAN UN SERVICIO RELATIVAMENTE BUENO, DENTRO DE LAS ALTERNATIVAS QUE TENGO EN ESTA ZONA QUE NO SON MUCHAS, FUNCIONAN BIEN, CON LO ESPERADO.	Buenos servicios,Única opción/ alternativa	7	7	6	6	5	INTERNET BANDA ANCHA	6	6	6	6	6	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios	Sí	NA	NA	NA	7	NA	NA	NA	Cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	6	Está Igual	6	30	FUNDICIÓN	8 AÑOS APROXIMADAMENTE	CALERA DE TANGO	GERENTE
m3M63DPl46PZ	PEQUEÑA	MasPrem	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	7	PORQUE ME ENTREGAN UN BUEN SERVICIO TELEFONÍA E INTERNET, PORQUE ES RÁPIDO EL INTERNET Y LA TELEFONÍA MEJORA LO JUSTO.	Buen servicio de telefonía,Buen servicio de internet/ rápido/ estable	7	7	7	7	7	INTERNET BANDA ANCHA	7	7	7	7	7	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7	Ha mejorado	10	8	FERRETERÍA	CINCO AÑOS	ÑUÑOA, SANTIAGO	JEFE LOCAL
IFdJY7KbRqyg	GGEE	AV	REGIONES	Hombre	No	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel,Telefónica del Sur	Entel	Telefónica/ Movistar	NA	NA	NA	6	PORQUE HAY DISPOSICIÓN Y TODO PERO SIEMPRE LES FALTA ALGO COMO A TODAS LAS EMPRESAS O SEA MAS SERVICIO LA VERDAD NO SABRÍA QUE MAS DECIR EN ESTE MOMENTO.(NO DA MÁS INFORMACIÓN)	Buen servicio de los ejecutivos/ apoyo/ atención,No es perfecto/ podría ser mejor	7	7	7	7	7	MPLS	7	6	6	6	6	7	Sí	No	No	Sí	Sí	No	No	No	6	NA	NA	6	6	NA	NA	NA	Ejecutivo asignado	NA	NA	Ejecutivo asignado	Ejecutivo asignado	NA	NA	NA	7	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	7	7	NA	NA	Cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	6	Ha mejorado	9	3000	PUERTO	3 AÑOS	CORONEL	JEFE DE TI
bbsynB2SIlKt	GGEE	AV	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Entel	Entel	NA	NA	NA	6	PORQUE SE TRABAJA SIN PROBLEMAS.	Funciona bien	6	6	6	6	NS/NR	MPLS	6	6	6	6	4	6	Sí	Sí	No	Sí	Sí	No	No	Sí	6	6	NA	5	5	NA	NA	4	Ejecutivo asignado	Ejecutivo asignado	NA	Ejecutivo asignado	A través de la web con clave Mi Entel Empresas	NA	NA	Ejecutivo asignado,A través del Call center, empresa línea 600, línea 800	4	6	6	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	5	6	NA	NA	No cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	5	Ha mejorado	8	900	CONSTRUCCION	8 AÑOS	SANTIAGO PROVIDENCIA	GERENTE ADMINISTRACION
UPMbPLFwI6oC	PEQUEÑA	Mas	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	5	EL PRECIO ESTÁ BIEN, SIN EMBARGO LA CALIDAD DE LA SEÑAL A VECES DECAE EN EL SERVICIO DEL INTERNET, Y ES CUESTIÓN DEL INTERNET PORQUE NOSOTROS NO TRABAJAMOS CON MÁS EN CHILE	Mala señal,Se cae el servicio/ se corta/ intermitente,Mal servicio internet/ se cae/ lento/ falla	7	6	6	7	4	INTERNET BANDA ANCHA	4	6	7	6	6	7	No	Sí	No	No	Sí	No	Sí	No	NA	1	NA	NA	5	NA	4	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	A través de la web con clave Mi Entel Empresas	NA	NA	6	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	EL INTERNET CAÍDO O MUY LENTO, PASAN LAS DOS, A VECES NO FUNCIONA Y OTRAS ESTÁ MUY LENTO	Problemas con internet/ caídas/ internet lento	Sí	Está en trámite	NA	5	Está Igual	7	9	INGENIERÍA	10 AÑOS POR LO MENOS	PROVIDENCIA	DESARROLLO DE NEGOCIOS
WaRc4YzAcNmt	MEDIANA	AV	REGIONES	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	7	PORQUE SIEMPRE ESTÁN PENDIENTES Y RESPONDEN TODOS LOS REQUERIMIENTOS, NOS HA DADO MUY BUEN RESULTADO EN LAS ZONAS DONDE TRABAJAMOS ENTEL EN SERVICIO Y CONECTIVIDAD	Buen servicio de los ejecutivos/ apoyo/ atención,Solucionan problemas,Buenos servicios,Funciona bien	7	7	7	7	7	INTERNET BANDA ANCHA	7	4	4	4	7	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ejecutivo de Atención que atiende sus requerimientos Post-Venta	NA	No	NA	NA	NA	NA	NA	NA	Cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	7	Está Igual	8	50	HOTELERIA	5 AÑOS	PUERTO MONTT	GERENTE GENERAL
gXbilID4OqxJ	PEQUEÑA	Mas	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	6	PORQUE NUNCA TENGO CAÍDA LA VELOCIDAD SE MANTIENE NO HE TENDIÓ PROBLEMA DE NAVEGACIÓN NADA MAS SALVO UN PAR DE ACTOS PUNTUALES EN CUANTO A CAÍDA DE SERVICIO UNA DOS VECES NADA MAS	Servicio estable/ no se cae,Internet funciona bien	6	7	6	5	6	INTERNET BANDA ANCHA	6	7	7	6	7	6	No	Sí	No	No	Sí	No	Sí	No	NA	7	NA	NA	7	NA	6	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7	Está Igual	10	9	COMERCIO Y TURISMO	5 AÑOS	PROVIDENCIA	ADMINISTRADOR
V2InZhDzUydo	MEDIANA	AV	SANTIAGO	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel,Telefónica/ Movistar	NA	NA	NA	3	PORQUE SE DEMORA MUCHO EN PROCEDER CON LOS CAMBIOS DE PLAN, LA FACTURACIÓN NO ES CLARA (DE LO QUE ESTÁN COBRANDO) Y LOS SERVICIOS SON CAROS COMPARADOS CON OTRAS COMPAÑÍAS.	Demora en soluciones,Problemas de facturación,Cobros poco claros,Es caro/ planes caros	1	1	7	7	NS/NR	INTERNET BANDA ANCHA	7	1	1	1	1	1	Sí	No	No	Sí	Sí	Sí	Sí	Sí	1	NA	NA	1	1	1	7	1	Ejecutivo asignado,A través del Call center, empresa línea 600, línea 800	NA	NA	Ejecutivo asignado	Ejecutivo asignado	Ejecutivo asignado	A través del Call center, empresa línea 600, línea 800	Ejecutivo asignado	1	7	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	1	1	NA	NA	No cumple las necesidades que usted tiene como administrador	Sí	SIN SERVICIO DE INTERNET, SIN SERVICIO DE TELEFONÍA FIJA PORQUE LOS EQUIPOS Y EL PLAN ES ANTIGUO Y AUN NO ME PUEDEN CONTACTAR PARA HACER LA RENOVACIÓN DEL PLAN Y ESTOY SIN SERVICIO INTERNET DE UN LOCAL COMERCIAL.	Problemas con internet/ caídas/ internet lento,Cobertura para hacer y recibir llamadas/ se cortan las llamadas/ caída de líneas,Mala calidad de equipos,Con cambios de plan,No solucionan problemas	Sí	No fue solucionado	NA	1	Está Igual	3	60	VENTAS	10 AÑOS	BARNECHEA	ADMINISTRATIVA
2P9mUa1UcvI0	GGEE	AP	REGIONES	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Telefónica/ Movistar	Telefónica/ Movistar	NA	NA	NA	7	PORQUE NO PRESENTAMOS FALLAS, NO TENEMOS PROBLEMAS, NO PRESENTAMOS FALLAS EN CUANTO AL SERVICIO QUE ESTÁN PRESTANDO.	No ha tenido problemas/ conforme/ todo bien,Buenos servicios	7	7	7	7	NS/NR	INTERNET BANDA ANCHA	7	6	NS/NR	6	7	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	No	No	NA	NA	NA	NA	NA	NA	Cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	7	Está Igual	10	120	COMERCIO	10	LOS ANDES	GERENTE INFORMÁTICA
SHmBl9h1f5RN	PEQUEÑA	Mas	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	6	A VECES HEMOS TENIDO PROBLEMAS DE SEÑAL CON LOS CELULARES,  LA COBERTURA NO ES MUY BUENA EN LOS CELULARES.	Mala señal,Mala cobertura	7	6	7	7	7	INTERNET BANDA ANCHA	7	7	7	7	7	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	LA SEÑAL DE LOS CELULARES EN EL CENTRO DE LA CIUDAD SERENA NO ES BUENA.	Problemas con el internet del celular/ internet móvil,Mala señal/ problemas de señal	Sí	No fue solucionado	NA	7	Está Igual	9	5	SERVICIOS DE TOPOGRAFÍA	10 AÑOS	LA SERENA	PROPIETARIO
Xq3SrPkkN3wM	MEDIANA	AP	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel,Telefónica/ Movistar	NA	Entel	NA	NA	NA	5	PORQUE HEMOS TENIDO PROBLEMAS CON EL SOPORTE POST VENTA, LA VERDAD ES QUE YO HE NECESITADO EJECUTIVO Y NO ME LO HAN MANDADO, EJECUTIVO QUE VENGA A VER ALGUNAS FALLAS TÉCNICAS, EN EL EQUIPO DE LA CENTRAL.	Mal servicio post venta,No solucionan problemas,Mal servicio técnico	6	5	4	6	5	INTERNET BANDA ANCHA	6	5	6	6	2	5	Sí	No	No	No	No	No	Sí	No	2	NA	NA	NA	NA	NA	2	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	3	NA	NA	No tiene Ejecutivo <b>(NO LEER)</b>	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	CON LA CENTRAL TELEFÓNICA,LOS EQUIPOS.	Cobertura para hacer y recibir llamadas/ se cortan las llamadas/ caída de líneas,Mala calidad de equipos	Sí	No fue solucionado	NA	5	Está Igual	5	120	CULTURA INTEGRAL	5 AÑOS	SANTIAGO CENTRO	ADMINISTRADOR DE FINANZAS
Z3fZAYIflEOb	GGEE	AV	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	6	PORQUE EN GENERAL OFRECE UN BUEN SERVICIO, ESTABILIDAD EN LA CONEXIÓN.	Buenos servicios,Servicio estable/ no se cae	7	7	7	7	NS/NR	INTERNET BANDA ANCHA	7	6	6	6	5	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	No	NA	NA	7	NA	NA	NA	Cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	7	Está Igual	7	220	ENSEÑANZA PRIMARIA Y SECUNDARIA	240	SANTIAGO	JEFES DEL DEPARTAMENTO DE INFORMÁTICA
xMHZczGt0jya	GGEE	AP	REGIONES	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel,Telefónica/ Movistar	Entel	Entel	NA	NA	NA	4	PORQUE ES MUY DISPAREJA LA CONEXIÓN EN QUE SE CORTA, VUELVE, SE PONE LENTO, SE CORTA Y VUELVE	Problemas de conectividad/ conexión/ comunicación,Se cae el servicio/ se corta/ intermitente,Servicio lento	6	4	5	6	5	MPLS	4	5	6	4	6	6	Sí	No	No	Sí	Sí	Sí	No	Sí	5	NA	NA	5	5	5	NA	5	En tienda/ sucursales	NA	NA	A través del Call center, empresa línea 600, línea 800	A través del Call center, empresa línea 600, línea 800	A través de la web con clave Mi Entel Empresas	NA	A través del Call center, empresa línea 600, línea 800	NA	6	6	7	Sabe que tiene un ejecutivo pero desconoce su función <b>(NO LEER)</b>	NA	NA	NA	Sí	NA	NA	NA	2	Cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	5	Está Igual	5	50	FERRETERÍA	8 AÑOS	SAN VICENTE DE TAGUATAGUA	ADMINISTRADO
K153ttu1mx3h	MEDIANA	AV	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	6	PORQUE HE TENIDO BUEN SERVICIO Y EL COSTO BENEFICIO SE JUSTIFICA. NO HEMOS TENIDO INTERMITENCIA, LAS LLAMADAS FIJAS NO HA TENIDO PROBLEMAS, NO TENEMOS NI RUIDO NI ECO NI ESE TIPO DE COSAS EL TEMA INTERNET GENERALMENTE FUNCIONA MUY BIEN TENEMOS UNA LÍNEA DELICADA NOSOTROS	Buenos servicios,Servicio estable/ no se cae,Buen servicio de telefonía,Buen servicio de internet/ rápido/ estable	7	6	6	6	NS/NR	INTERNET BANDA ANCHA	7	6	6	6	5	6	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ejecutivo de Atención que atiende sus requerimientos Post-Venta	NA	No	NA	NA	NA	NA	NA	NA	No cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	6	Está Igual	6	90	CLIMATIZACIÓN	6 AÑOS	TEMUCO	GERENTE DE ADMINISTRACIÓN Y FINANZA
awI3xCVwAnXM	PEQUEÑA	Mas	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	6	PORQUE BÁSICAMENTE RESPONDEN A VECES HAY DETALLES, A VECES LA SEÑAL DE ELLOS CAE UN POCO PERO EN GENERAL CUANDO A UNO LO LLAMAN RESPONDEN. EN LA PARTE DE INTERNET HA FALLADO UN POCO LEVEMENTE PERO MUCHO NO FALLA.	Se cae el servicio/ se corta/ intermitente,Solucionan problemas,Mal servicio internet/ se cae/ lento/ falla	6	6	6	5	NS/NR	INTERNET BANDA ANCHA	6	6	NS/NR	NS/NR	6	6	Sí	Sí	Sí	No	No	No	No	No	6	6	6	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	A través del Call center, empresa línea 600, línea 800	NS/NR <b>(NO LEER)</b>	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	6	Está Igual	8	10	SERVICIO	MÁS 10 AÑOS	TEMUCO	DUEÑO
iB4NaygxXY4h	GGEE	MV	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	6	PORQUE NINGÚN SERVICIO CUMPLE TODAS LAS CONDICIONES, SIEMPRE FALTA ALGO EN ALGUNOS REQUERIMIENTOS, SE TOMAN MUCHO TIEMPO A VECES, NO DAN LA INFORMACIÓN ADECUADA AL SOLICITAR SERVICIO, A VECES NO CUMPLEN LOS PLAZOS QUE SE PRESUPUESTAN.	No es perfecto/ podría ser mejor,Demora en soluciones,Falta información	6	6	5	5	NS/NR	INTERNET BANDA ANCHA	6	6	7	6	7	6	Sí	No	No	No	Sí	No	No	No	3	NA	NA	NA	3	NA	NA	NA	Ejecutivo asignado	NA	NA	NA	Ejecutivo asignado	NA	NA	NA	5	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Equipo de ejecutivos llamado Círculo de Atención Preferente  que es el *106 desde móvil y <br/>6003600106 desde red fija que atiende sus requerimientos de post-venta	Sí	NA	No	NA	5	NA	NA	NA	Cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	6	Está Igual	8	50	INVERSIONES.	5 AÑOS.	TEMUCO	ENCARGADO DE DEPARTAMENTO DE INFORMÁTICA
eOvZOCT4KweS	GGEE	AV	SANTIAGO	Hombre	Sí	Sí	"b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	NA	Entel	Telefónica/ Movistar	NA	NA	NA	7	POR EL BUEN SERVICIO Y BUENOS  PRECIOS, EN TODO, ES DECIR QUE ATIENDE BIEN, HAY CANALES Y TODO ES RÁPIDO.	Buenos servicios,Buenos precios,Buen servicio de los ejecutivos/ apoyo/ atención,Soluciones rápidas	7	7	6	6	NS/NR	MPLS	7	6	6	6	7	7	Sí	Sí	No	No	Sí	No	No	No	7	7	NA	NA	7	NA	NA	NA	Ejecutivo asignado	Ejecutivo asignado	NA	NA	Ejecutivo asignado	NA	NA	NA	7	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	7	7	NA	NA	Cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	7	Está Igual	10	320	TRANSPORTE MARITIMO	5 AÑOS	PUNTA ARENA	GERENTE DE INFORMATICA Y TELECOMUNICACIONES
hHaLI0Fw9HqM	GGEE	AP	SANTIAGO	Hombre	No	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	5	POR ALGUNOS PROBLEMAS QUE HEMOS TENIDO Y QUE SE HAN DEMORADO EN LA SOLUCIÓN.	Ha tenido problemas,Demora en soluciones	6	6	5	6	5	INTERNET BANDA ANCHA	6	6	7	7	5	6	No	No	No	No	Sí	No	Sí	No	NA	NA	NA	NA	5	NA	4	NA	NA	NA	NA	NA	Ejecutivo asignado,A través del Call center, empresa línea 600, línea 800	NA	A través del Call center, empresa línea 600, línea 800	NA	6	4	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	No	Sí	NA	NA	NA	6	NA	NA	Cumple las necesidades que usted tiene como administrador	Sí	PROBLEMAS CON LA SALIDA TELEFÓNICA Y CORTES DE LA FIBRA DEL SERVICIO DE INTERNET.	Cobertura para hacer y recibir llamadas/ se cortan las llamadas/ caída de líneas,Con la fibra óptica,Problemas con internet/ caídas/ internet lento	Sí	Está en trámite	NA	5	Está Igual	5	150	EDUCACIÓN	3 AÑOS	LAS CONDES	ADMINISTRADOR DE REDES
8iXER0sWtknN	PEQUEÑA	MV	REGIONES	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Claro/ Telmex,Entel	NA	Entel	NA	NA	NA	6	"PORQUE FUNCIONA EN EL SERVICIO QUE ME OFRECE FUNCIONA; LO QUE NO ME GUSTA ES QUE TIENEN ERRORES EN LA FACTURACIÓN, SE EQUIVOCAN MUCHO EN LA FACTURACIÓN."	Buenos servicios,Problemas de facturación	6	5	4	4	1	INTERNET BANDA ANCHA	5	5	5	5	5	7	No	Sí	No	No	No	Sí	Sí	Sí	NA	6	NA	NA	NA	6	5	6	NA	A través del Call center, empresa línea 600, línea 800,A través de la web con clave Mi Entel Empresas,En tienda/ sucursales	NA	NA	NA	A través del Call center, empresa línea 600, línea 800,En tienda/ sucursales	A través del Call center, empresa línea 600, línea 800	A través del Call center, empresa línea 600, línea 800	NA	4	5	4	Equipo de ejecutivos llamado Círculo de Atención Preferente  que es el *106 desde móvil y <br/>6003600106 desde red fija que atiende sus requerimientos de post-venta	NA	NA	No	NA	NA	NA	NA	NA	No cumple las necesidades que usted tiene como administrador	Sí	FALLA EL INTERNET.	Problemas con internet/ caídas/ internet lento	Sí	No fue solucionado	NA	4	Está Igual	0	11	ASOCIACIÓN GREMIAL	NO LO SÉ, PERO ESTÁ POR LO MENOS UN AÑO.	IQUIQUE	GERENTE GENERAL
iBXrKd09hVG7	GGEE	MV	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	5	PORQUE A VECES SE CAE EL SISTEMA, ES DECIR QUE NOS QUEDAMOS SIN SEÑAL DE INTERNET NI TELÉFONO.	Mala señal,Se cae el servicio/ se corta/ intermitente	6	5	5	NS/NR	5	INTERNET BANDA ANCHA	5	NS/NR	5	5	4	6	No	No	No	No	Sí	No	Sí	No	NA	NA	NA	NA	5	NA	4	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	5	NA	NA	No tiene Ejecutivo <b>(NO LEER)</b>	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	CORTES DE FIBRA, ES DECIR DE SEÑAL.	Con la fibra óptica,Mala señal/ problemas de señal	Sí	Si fue solucionado	5	5	Está Igual	3	70	INDUSTRIA QUÍMICA	10 AÑOS	QUILICURA	GERENTE DE ADMINISTRACIÓN Y FINANZAS
xZ80xVnB9I4g	GGEE	AP	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel,GTD/ Manquehue	NA	Entel,GTD/ Manquehue	NA	NA	NA	6	PORQUE FUNCIONA EN QUE ESTA DISPONIBLE Y HABILITADO SIEMPRE.	Funciona bien,Buenos servicios	6	6	6	5	NS/NR	INTERNET BANDA ANCHA	4	5	5	5	4	5	No	Sí	No	Sí	No	No	No	No	NA	5	NA	5	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	Ejecutivo asignado	NA	NA	NA	NA	5	5	NA	NA	Ejecutivo de Atención que atiende sus requerimientos Post-Venta	NA	No	NA	NA	NA	NA	NA	NA	Cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	6	Está Igual	6	40	CONSTRUCCION	ENTRE 1 Y 2 AÑOS	PROVIDENCIA	GERENTE GENERAL
AufOruvafmpl	PEQUEÑA	Mas	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha"	Entel,Telefónica/ Movistar	NA	NA	NA	NA	NA	4	PORQUE ME AMARRARON CON UN PLAN, YO RENOVÉ EL MÓVIL Y ME DEJARON CON UN PLAN ALTO, CON UN PLAN A LA MITAD DE PRECIO Y NO ME PODÍA CAMBIAR PORQUE YO ESTABA CON UN CONTRATO DE UN AÑO Y 8 MESES, YO HABLE CON ENTEL, LE MANDE MI RECLAMO, NO ME CONTESTARON NUNCA.	Contratos poco flexibles,Es caro/ planes caros,No solucionan problemas	7	6	7	7	7	INTERNET BANDA ANCHA	7	7	7	7	1	7	Sí	Sí	Sí	Sí	No	No	No	Sí	7	7	7	1	NA	NA	NA	1	A través del Call center, empresa línea 600, línea 800	A través del Call center, empresa línea 600, línea 800	A través del Call center, empresa línea 600, línea 800	En tienda/ sucursales	NA	NA	NA	En tienda/ sucursales	NA	7	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7	Está Igual	10	5	ALIMENTOS	10-15 AÑOS	VITACURA - SANTIAGO	DUEÑO
