...1	ola - Ola Medicion	F1 - FiltroF1.  ¿Es usted la persona que administra la cuenta que su empresa tiene con el/los operadores de productos o servicios fijos?	"P2__1 - a.	Internet Banda Ancha :"	"P2__2 - b.	Red privada de datos/Transmisión de datos (MPLS) :"	"P2__3 - c.	Telefonía Fija :"	"P3 - Ahora hablaremos de su relación con Entel 
    3.	Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?"	"P4 - 4.	¿Por qué evalúa con esa nota? Sondear y profundizar"	"P5__A - a)	Entel es una empresa con buena imagen en general :"	"P6 - 6.	Pensando en el funcionamiento del servicio… {#P6_aux}, ¿con qué nota de 1 a 7,evalúa el Funcionamiento de este servicio en general?"	"P7__1 - a)	Precio de los servicios en relación al mercado (Competitividad) :"	P7__2 - b) Competitividad de planes en cuanto a Internet banda ancha :	"P8 - 8.	Y en lo que respecta a Servicio a Clientes, en escala de 1 a 7 ¿cuán satisfecho está usted con ENTEL?"	P9__1 - Contratación de nuevos servicios : RU cada una	P9__2 - Solicitar aumentos o disminuciones  de velocidad (cambios de plan) : RU cada una	P9__3 - Consultas del contrato/ alcances del contrato/ condiciones del contrato : RU cada una	P9__4 - 'Consultas de la factura, como fecha pago, montos, detalles de cobros' : RU cada una	P9__5 - Reclamos por fallas técnicas de los servicios fijos : RU cada una	P10__1 - Contratación de nuevos servicios : RU cada una	P10__2 - Solicitar aumentos o disminuciones  de velocidad (cambios de plan) : RU cada una	P10__3 - Consultas del contrato/ alcances del contrato/ condiciones del contrato : RU cada una	P10__4 - 'Consultas de la factura, como fecha pago, montos, detalles de cobros' : RU cada una	P10__5 - Reclamos por fallas técnicas de los servicios fijos : RU cada una	P11__1 - Contratación de nuevos servicios : RM cada una	P11__2 - Solicitar aumentos o disminuciones  de velocidad (cambios de plan) : RM cada una	P11__3 - Consultas del contrato/ alcances del contrato/ condiciones del contrato : RM cada una	P11__4 - 'Consultas de la factura, como fecha pago, montos, detalles de cobros' : RM cada una	P11__5 - Reclamos por fallas técnicas de los servicios fijos : RM cada una	"P11_1__1 - a)	La facilidad para reportar el reclamo a Entel : RU cada una"	"P11_1__2 - b)	la Rapidez de respuesta a su reclamo por parte de Entel : RU cada una"	P12__1 - Ejecutivo asignado :	P12__2 - Equipo de ejecutivos llamado Círculo de Atención Preferente - CAP :	P12__3 - Call Center Empresa :	P12__4 - Página Web Empresa :	P12__5 - Tiendas/ Sucursales :	P13__1 - Ejecutivo asignado :	P13__2 - Equipo de ejecutivos llamado Círculo de Atención Preferente - CAP :	P13__3 - Call Center Empresa :	P13__4 - Página Web Empresa :	P13__5 - Tiendas/ Sucursales :	"P14 - FACTURACIÓN 
       14.	En cuanto a la Facturación de todos los servicios fijos que tiene con ENTEL, en una escala de 1 a 7 ¿Cómo evalúa …? 
        
       El Proceso de Facturación en general"	"P15 - MODULO INCIDENCIAS 
         15. En los últimos 3 meses, ¿ha tenido su empresa algún problema con el servicio entregado por ENTEL?"	P16 - 16. ¿Qué problema ha tenido? Sondear	"P17 - LEALTAD 
         17. Utilizando una escala de 1 a 7, donde 1 significa nada dispuesto y 7 significa muy dispuesto, ¿Qué tan dispuesto estaría usted a continuar con Entel?"	P18 - 18. Pensando en este periodo de crisis Covid-19 ¿Cuan satisfecho está con ENTEL como proveedor de servicios de telecomunicaciones? Escala de 1 a 7, 99= No sabe/no responde	P19 - 19. ¿Aceptaría que Entel conozca sus respuestas y lo contactara para entender en profundidad sus requerimientos/necesidades?	SEG_CORFO	"P22 - 22.	¿Cuál es el rubro de su empresa?"	"P24 - 24.	¿Ciudad o Comuna de Ubicación de su Empresa?"	"P27 - 27.	Sexo  (No preguntar):"	"P28 - 28.	REGION (no preguntar):"	EMPTY LABEL - No Information Provided...52	EMPTY LABEL - No Information Provided...53	EMPTY LABEL - No Information Provided...54	EMPTY LABEL - No Information Provided...55
JOyBHerjTpsy	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	GTD/ Manquehue	7. Muy satisfecho	tiene buenos precios, buena calidad del servicio y no han tenido problemas con ellos.	7. En absoluto acuerdo	6	7	7	6	No	Sí	No	Sí	Sí	NA	7	NA	7	7	NA	Ejecutivo asignado	NA	A través de la web con clave	A través de la web con clave	7	6	Sí	NA	No	Sí	No	7	NA	NA	6	NA	7	No	NA	7	7	Sí	GGEE	cosmética y perfumería, distribución mayorista	las condes	Hombre	SANTIAGO	AV	GGEE	GRANDES CUENTAS	Stock Fijo
Q2AH8bHLDYf6	MEDICION SEPTIEMBRE 2020	Sí	NA	Entel	Entel	6	PORQUE HAN HABIDO ALGUNOS PROBLEMITAS EN LAS DEMORAS DE ASISTENCIA EN EL TIEMPO QUE SE TOMA ENTEL EN RESOLVER LAS INCIDENCIAS QUE UNO REPORTA. PERO, DEL RESTO, TODO BIEN.	7. En absoluto acuerdo	6	6	6	6	Sí	No	No	Sí	Sí	6	NA	NA	6	6	Ejecutivo asignado	NA	NA	Ejecutivo asignado	A través del Call Center empresa	6	6	Sí	NA	Sí	Sí	No	6	NA	6	6	NA	6	Sí	CAÍDA DE RED EN CUANTO AL ENLACE PRINCIPAL.	6	6	Sí	GGEE	SERVICIOS AEROPORTUARIOS	SANTIAGO, COMUNA PUDAHUEL	Hombre	SANTIAGO	AV	GGEE	GRANDES CUENTAS	Stock Fijo
PiGgTv6veoqw	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	7. Muy satisfecho	NO HAN TENIDO MAYORRES PROBLEMAS CON EL TEMA DE LA COMUNICACION DE INTERNET	7. En absoluto acuerdo	6	7	7	7	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	NA	No	No	No	7	NA	NA	NA	NA	7	No	NA	7	7	Sí	PEQUEÑA	AGRICOLA	OVALLE	Hombre	REGIONES	AV	GGEE	GRANDES CUENTAS	Stock Fijo
vOZlYhCyZqhO	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Telefónica/ Movistar	5	PORQUE ANTES DE EMPEZARA LA PANDEMIA TENIAMOS PROBLEMAS DE CONEXION	6	5	6	6	5	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NA	6	No	NA	5	5	Sí	MEDIANA	SERVICIOS DE INGENIERIA	VITACURA	Mujer	REGIONES	Mas	Masivo	MICRO Y SOHO	Stock Fijo
2mpG20yUV7X7	MEDICION SEPTIEMBRE 2020	Sí	Claro/ Telmex,Entel	NA	Claro/ Telmex,Entel	5	PORQUE LA CALIDAD DE LA CONEXIÓN BAJA MUCHÍSIMO A PARTIR DE LAS 5 DE LA TARDE.	6	5	4	6	5	No	No	No	Sí	Sí	NA	NA	NA	5	5	NA	NA	NA	A través del Call Center empresa	A través del Call Center empresa	5	5	No	No	Sí	No	No	NA	NA	5	NA	NA	6	No	NA	5	5	Sí	MEDIANA	COMERCIALIZACIÓN DE EQUIPOS MÉDICOS	NUÑOA	Hombre	SANTIAGO	MP	Mediana	MEDIANAS	Stock Fijo
i7BYAbQ04UNL	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	6	"PORQUE NO HAY DE LA CONTRATACIÓN DE LOS SERVICIOS; POSTERIOR A ELLOS NO HAY UN SERVICIO POST VENTA DONDE ELLOS PUEDAN ENTREGARNOS NUEVAS TECNOLOGÍAS QUE ESTÁN SURGIENDO EN EL MERCADO, QUÉ MEJORAS NOS PUEDEN HACER RELACIONADO A PRODUCTOS NUEVOS, ETC. ENTONCES, ESE SERVICIO DE POST VENTA ES EL QUE YO ENCUENTRO POBRE EN ENTEL."	7. En absoluto acuerdo	5	6	6	6	Sí	Sí	Sí	Sí	Sí	7	6	7	7	6	Ejecutivo asignado	Ejecutivo asignado	Ejecutivo asignado	A través de la web con clave	A través del Call Center empresa	6	5	Sí	NA	Sí	Sí	No	6	NA	6	7	NA	7	Sí	CAÍDA DE LA BANDA ANCHA DE INTERNET. DE TELEFONÍA, TAMBIÉN CAÍDA DE LA SEÑAL, PERO FUE PRODUCTO DE UN ACCIDENTE QUE CORTÓ UNOS CABLES Y ESO NOS DEJÓ SIN TELÉFONO. PUNTUALMENTE, HEMOS ESTADO CON MALA CALIDAD DE SEÑAL DE INTERNET, DE LA FIBRA Y EL CORTE QUE HUBO HACE UN TIEMPO ATRÁS Y TAMBIÉN CON LA LÍNEA DE SERVICIOS FIJOS DE TELEFONÍA.	6	6	Sí	GGEE	METAL MECÁNICO	SAN BERNARDO	Hombre	SANTIAGO	AV	GGEE	GRANDES CUENTAS	Stock Fijo
eNNGpiGuUTJm	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	7. Muy satisfecho	porque no  hemos tenido problemas de conectividad cuando los he tenido problemas  llamamos y hay una rápida solución y por costos si queremos acceder a mejores costo es exequible	7. En absoluto acuerdo	7. Muy satisfecho	6	7	7	Sí	Sí	No	No	Sí	7	7	NA	NA	7	A través del Call Center empresa	A través del Call Center empresa	NA	NA	A través del Call Center empresa	7	7	No	NA	Sí	No	No	NA	NA	7	NA	NA	7	Sí	cortes de servicio alguna falla de enlace fue un falla tecnica y llamamos y solucionaron	7	7	Sí	MEDIANA	agroindustria	maip	Mujer	SANTIAGO	AV	GGEE	GRANDES CUENTAS	Stock Fijo
87kewrALJi4j	MEDICION SEPTIEMBRE 2020	Sí	Entel	Entel	Entel	6	SIEMPRE HAY UNA QUE OTRA FALLA TECNICA QUE HAY QUE RESOLVER.	6	6	6	6	7	No	Sí	No	Sí	Sí	NA	6	NA	7	6	NA	A través del Call Center empresa	NA	Ejecutivo asignado,A través de la web con clave	A través del Call Center empresa	7	7	Sí	NA	Sí	No	No	7	NA	7	NA	NA	6	Sí	PROBLEMAS CON LA BANDA QUE DISMINUYE Y NO LLEGA AL ANCHO CONTRATADO	6	6	Sí	MEDIANA	INMOBILIARIA	QUILLOTA	Hombre	REGIONES	AV	GGEE	GRANDES CUENTAS	Stock Fijo
XdYBUYqotmp4	MEDICION SEPTIEMBRE 2020	Sí	Entel,GTD/ Manquehue	NA	Entel,GTD/ Manquehue	5	POR QUE  A VECES SE CAE EL SISTEMA O TENGO POCO INTERNET	7. En absoluto acuerdo	6	6	6	6	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	No	NA	NA	NA	NA	NA	7	No	NA	7	7	Sí	MEDIANA	PELUQUERIA	VITACURA	Hombre	SANTIAGO	MP	Mediana	MEDIANAS	Stock Fijo
uPf0sufgUdeG	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	5	INTERMINTENCIA EN EL SERVCIO DE INTERNET AVECES NO FUNCIONA ESTA MALO NO HAY SEÑAL	6	4	7	5	5	No	No	No	No	Sí	NA	NA	NA	NA	4	NA	NA	NA	NA	A través del Call Center empresa	1	4	No	Sí	Sí	Sí	No	NA	6	7	5	NA	7	Sí	SEÑAL NO HAY SEÑAL DE INTERNET	4	4	Sí	PEQUEÑA	CONSTRUCCION	NUÑOA	Mujer	SANTIAGO	MV	Mediana	MEDIANAS	Stock Fijo
S88CHQR5QMYC	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	6	PORQUE NO SIEMPRE ESTA BUENA EL INTERNET SE CAE.	6	6	6	6	4	No	Sí	Sí	No	No	NA	6	6	NA	NA	NA	A través del Call Center empresa	A través del Call Center empresa	NA	NA	NA	NA	No	No	Sí	Sí	No	NA	NA	6	5	NA	4	Sí	INTERMITENCIA DEL INTERNET DE MANERA EXPORADICO	7	6	Sí	PEQUEÑA	INVERSIONES	SANTIAGO-PROVIDENCIA	Hombre	SANTIAGO	MP	Mediana	MEDIANAS	Stock Fijo
yQH7JBd7CeCl	MEDICION SEPTIEMBRE 2020	Sí	Entel	Entel	Entel	6	PORQUE SIEMPRE SE PUEDE MEJORAR, QUIZÁS LOS COSTOS BAJAR LOS COSTOS.	7. En absoluto acuerdo	6	6	6	6	No	Sí	Sí	Sí	No	NA	6	6	7	NA	NA	Ejecutivo asignado	Ejecutivo asignado	Ejecutivo asignado	NA	NA	NA	Sí	NA	No	Sí	No	6	NA	NA	6	NA	6	No	NA	6	6	Sí	GGEE	COMPAÑIA IMPORTADORA DE FRUTAS	SANTIAGO PROVIDENCIA	Hombre	SANTIAGO	AV	GGEE	GRANDES CUENTAS	Stock Fijo
ChHzFHZni0Qx	MEDICION SEPTIEMBRE 2020	Sí	Entel	Entel	Entel	6	PORQUE TENGO ALGUNAS INEFICIENCIAS POR PROPUESTAS ECONOMICAS DE NUEVOS SERVICIOS O CAMBIO DE SERVICIOS SE HAN DEMORADO MUCHO EN LA RESPUESTA NO LO DEMAS ESTA BIEN SOBRE LOS PARAMETROS	7. En absoluto acuerdo	7. Muy satisfecho	7	7	6	Sí	Sí	No	No	Sí	5	5	NA	NA	7	Ejecutivo asignado	Ejecutivo asignado	NA	NA	A través del Call Center empresa	7	6	Sí	NA	Sí	Sí	No	7	NA	7	7	NA	7	Sí	CORTES EN LA RED DE INTERNET	6	6	Sí	GGEE	FORESTAL	LOS ANGELES	Hombre	SANTIAGO	AV	GGEE	GRANDES CUENTAS	Stock Fijo
K503HCEtIU0g	MEDICION SEPTIEMBRE 2020	Sí	Entel	Claro/ Telmex,Entel	Claro/ Telmex,Entel	6	"PORQUE TENGO BASTANTE PROBLEMAS CON UN SERVICIO EN ARICA CON LA RECEPCIÓN DEL SERVICIO DE INTERNET; EN LA VELOCIDAD, EN LOS CORTES Y EN LA CONTINUIDAD OPERATIVA."	7. En absoluto acuerdo	6	6	6	6	Sí	No	No	Sí	Sí	7	NA	NA	7	7	Ejecutivo asignado	NA	NA	A través de la web con clave	A través del Call Center empresa	7	7	Sí	NA	Sí	Sí	No	7	NA	7	7	NA	7	Sí	"UN SERVICIO DE CONECTIVIDAD EN ARICA; PROBLEMAS EN CONECTIVIDAD, CONTINUIDAD OPERATIVA."	6	7	Sí	GGEE	ESTRACCIÓN DE MINERALES	ARICA	Hombre	SANTIAGO	AV	GGEE	GRANDES CUENTAS	Stock Fijo
Yz2KNRNPU9zJ	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	7. Muy satisfecho	Porque la atencion al cliente es rapida, facil y sencilla.  En el fondo tienen muy buenas respuesta y la convierte en el numero 1 de las que hemos tenidos	7. En absoluto acuerdo	7. Muy satisfecho	6	7	7	No	Sí	No	No	No	NA	7	NA	NA	NA	NA	A través del Call Center empresa	NA	NA	NA	NA	NA	NA	NA	Sí	No	No	NA	NA	7	NA	NA	7	No	NA	7	7	Sí	PEQUEÑA	Agrícola	Guechuraba	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Stock Fijo
azFEN3pzjrU8	MEDICION SEPTIEMBRE 2020	Sí	NA	Entel,Telefónica/ Movistar	Entel	7. Muy satisfecho	funciona bien, servicio permanente, y los reclamos los atienden de manera rápida.	7. En absoluto acuerdo	6	7	6	7	No	Sí	Sí	No	Sí	NA	7	7	NA	7	NA	Ejecutivo asignado	Ejecutivo asignado	NA	A través del Call Center empresa	7	7	Sí	NA	Sí	No	No	7	NA	7	NA	NA	9. NS/NR	No	NA	7	7	Sí	GGEE	grandes tiendas (no se entendio bien)	Utaguel	Hombre	REGIONES	AV	GGEE	GRANDES CUENTAS	Stock Fijo
txS1HhjOwlDj	MEDICION SEPTIEMBRE 2020	Sí	Telefónica/ Movistar,VTR	Entel,Telefónica/ Movistar	Telefónica/ Movistar,VTR	5	PORQUE HA PRESENTADO CIERTAS FALLAS EN TELEFONÍA IP.	6	5	4	6	6	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	NA	No	Sí	No	6	NA	NA	6	NA	7	No	NA	6	5	Sí	GGEE	CONSULTORÍA EN INGENIERÍA	PROVIDENCIA	Hombre	SANTIAGO	AV	GGEE	GRANDES CUENTAS	Stock Fijo
6Ajymt3GrseB	MEDICION SEPTIEMBRE 2020	Sí	Claro/ Telmex,Entel,Telefónica/ Movistar	NA	Claro/ Telmex,Entel,Telefónica/ Movistar	6	PORQUE NO TENEMOS MUCHO PORBLEMAS Y SOLUCIONAN LOS PROBLEMAS SE DEMORAN UN POCO BIEN	7. En absoluto acuerdo	7. Muy satisfecho	5	6	6	Sí	Sí	No	Sí	No	7	7	NA	5	NA	Ejecutivo asignado	Ejecutivo asignado	NA	A través de la web con clave	NA	NA	NA	Sí	NA	Sí	Sí	No	7	NA	7	7	NA	7	Sí	LLAMADAS A LARGA DISTANCIA NO SE PODIA LLAMAR A UN PAIS	6	7	Sí	GGEE	ARRIENDO DE MAQUINARIA	SANTIAGO	Hombre	SANTIAGO	AV	GGEE	GRANDES CLIENTES	Stock Fijo
2bu9c5jQoN7f	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	6	PORQUE CONSIDERO QUE EL INTERNET DEBERIA SER MEJOR EN CUANTO A SUBIDA DE DATOS	7. En absoluto acuerdo	7. Muy satisfecho	7	7	7	No	No	No	Sí	No	NA	NA	NA	7	NA	NA	NA	NA	A través de la web con clave	NA	NA	NA	No	NA	No	Sí	No	NA	NA	NA	7	NA	7	No	NA	7	7	Sí	GGEE	ARRIENDO DE BIENES INMUEBLES	SANTIAGO LO ESPEJO	Hombre	SANTIAGO	AV	GGEE	GRANDES CUENTAS	Stock Fijo
mblHCKH0klvp	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	7. Muy satisfecho	PORQUE ESTOY COMPLETAMENTE SATISFECHOS ES UN SERVICIO CONTANTE, A PRECIO RAZONABLE, HE HECHO AJUSTES EN LA CUNETA Y LA CALIDAD  DE SERVICIO ES BUENO	6	7. Muy satisfecho	7	7	6	Sí	No	No	Sí	No	7	NA	NA	6	NA	Ejecutivo asignado	NA	NA	A través de la web con clave	NA	NA	NA	Sí	Sí	Sí	Sí	No	7	7	7	7	NA	6	No	NA	7	7	Sí	PEQUEÑA	inmobiliaria	la condes	Hombre	SANTIAGO	MV	Mediana	MEDIANAS	Stock Fijo
RPE4IrKJwF5e	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	6	EL SERVICIO ES BUENO, PERO UN POCO BUROCRÁTICO. SOLICITUDES, BUROCRACIA NADA MÁS QUE ESO.	7. En absoluto acuerdo	7. Muy satisfecho	6	6	6	No	No	No	Sí	No	NA	NA	NA	7	NA	NA	NA	NA	Ejecutivo asignado	NA	NA	NA	Sí	NA	No	No	No	7	NA	NA	NA	NA	7	No	NA	7	7	Sí	GGEE	ILUMINACIÓN PÚBLICA	METROPOLITANA	Hombre	REGIONES	AV	GGEE	GRANDES CUENTAS	Stock Fijo
PWxF7Z612TpU	MEDICION SEPTIEMBRE 2020	Sí	Entel	Entel	Entel	3	"PORQUE TENGO MUCHOS PROBLEMAS CON ELLOS EN TODOS LOS SENTIDOS POR EJEMPLO EN LA RED FIJA ME LLAMÓ UNA NIÑA COMO 2 MESES ATRÁS QUE ME CAMBIABAN LOS MONITORES, LOS MODEM, TODO ME CAMBIARON, Y YO LE DIJE ""OIGA, ÉSTO NO ME CAMBIA LOS NÚMEROS"" RESULTA QUE ERA UN PLAN NUEVO, ESO ESTÁ GRABADO, ERA UNA VENDEDORA QUE ME VENDIÓ UN PLAN NUEVO, YO TUVE QUE LLAMAR UNOS DÍAS ATRÁS A ENTEL PORQUE ELLA ME DIJO QUE IBA HABER LOS MISMOS NÚMEROS, IBA HACER LA PORTABILIDAD Y ESO NUNCA EXISTIÓ Y ESO ESTÁ HECHO, EL RECLAMO EN ENTEL, FUE UNA MENTIRA, ME ESTABAN VENDIENDO UN PLAN NUEVO NO RESPETANDO EL ANTIGUO, HABÍA UNA BAJA DE TARIFA PERO ME MINTIÓ, YO DIJE QUE SI PORQUE ME ESTABA VENDIENDO UNA COSA QUE ERA POR LO MISMO PERO ME CAMBIABA EL MODEM, TODO ESO ME CAMBIABA PERO ERA UN PLAN NUEVO, O SEA ME MINTIÓ, ESO ESTÁ GRABADO, YO LE PREGUNTÉ QUE SI ESTO ERA UNA COSA NUEVA Y ME DIJO QUE NO Y ERA UNA COSA NUEVA; PORQUE ME MINTIÓ TENGO DOS LÍNEAS FIJAS EN LA OFICINA EN ESTOS MOMENTOS LA OFICINA ESTÁ SEMI CERRADA, HACE UN MES ATRÁS ESTABA CERRADA ENTONCES ME DIJO QUE SI YO VOY A CAMBIAR VOY A SEGUIR CON LOS MISMOS NÚMEROS, ""A SEGUIR USTED IGUAL PERO ESTÁ EN BAJA PERO SI TENGO QUE CAMBIAR LOS MODEMS"" Y LA VENDEDORA ME MINTIÓ ERA UNA VENDEDORA A PARTE, Y ME CAMBIÓ TODO EL SISTEMA, TUVE QUE LLAMAR A ENTEL A LOS 10 DÍAS QUE ME HACE EL CAMBIO PORQUE NO EXISTÍA LA PORTABILIDAD Y AHÍ FUE QUE ME DIJERON QUE HICIERA UN RECLAMO, SI, EL PLAN ME BAJÓ PERO FUE UNA MENTIRA COMO LO HIZO."	6	3	5	5	6	Sí	Sí	Sí	Sí	No	3	3	2	4	NA	NS/NR <b>(NO LEER)</b>	NS/NR <b>(NO LEER)</b>	NS/NR <b>(NO LEER)</b>	A través del Call Center empresa	NA	NA	NA	NA	NA	Sí	No	No	NA	NA	6	NA	NA	6	No	NA	5	5	Sí	PEQUEÑA	CAPTACIÓN	SANTIAGO	Mujer	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Stock Fijo
LqoGHSJdxweD	MEDICION SEPTIEMBRE 2020	Sí	Entel	Entel	Otra ¿Cuál?	7. Muy satisfecho	MAS QUE NADA POR EL SOPORTE , CUANDO NECESITAMOS RESOLVER UN PROBLEMA SIEMPRE ESTAN DISPONIBLE PARA RESOLVERLO , EN RESUMEN ES MAS POR EL SOPORTE	6	7. Muy satisfecho	7	5	7	No	Sí	Sí	No	Sí	NA	6	5	NA	6	NA	Ejecutivo asignado	Ejecutivo asignado	NA	A través del Call Center empresa	6	5	No	NA	No	No	No	NA	NA	NA	NA	NA	7	No	NA	7	7	Sí	GGEE	ASENSORES	PROVIDENCIA	Hombre	SANTIAGO	AP	GGEE	EMPRESAS	Stock Fijo
H8ugenzWmRFZ	MEDICION SEPTIEMBRE 2020	Sí	Entel,Telefónica/ Movistar	Telefónica/ Movistar	Telefónica/ Movistar	6	PORQUE SIEMPRE ES PERCEPTIBLE UN POCO MÁS, EN DETALLES DE LA CUENTA Y COSAS ASÍ.	7. En absoluto acuerdo	6	6	6	6	Sí	Sí	Sí	Sí	No	7	7	7	6	NA	Ejecutivo asignado	Ejecutivo asignado	Ejecutivo asignado	Ejecutivo asignado	NA	NA	NA	Sí	NA	No	No	No	7	NA	NA	NA	NA	6	No	NA	7	7	Sí	GGEE	SERVICIOS SANITARIOS	PROVIDENCIA	Hombre	REGIONES	AV	GGEE	GRANDES CLIENTES	Stock Fijo
JllqpZG1jmwu	MEDICION SEPTIEMBRE 2020	Sí	Entel,Telefónica del Sur	Telefónica del Sur	Entel,Telefónica del Sur	5	SE NOS HAN PRESENTANDO CIERTOS INCONVENIENTES CON ENTEL POR EJM FACTURAS YA PAGADAS, CORTES DE SERVICIOS ENTRE OTROS	6	6	6	6	7	Sí	No	Sí	Sí	Sí	7	NA	6	5	5	Ejecutivo asignado	NA	Ejecutivo asignado	Ejecutivo asignado	Ejecutivo asignado	5	5	Sí	NA	No	Sí	No	7	NA	NA	7	NA	5	Sí	CORTE DE SERVCIO POR FACTURAS QUE YA SE ENCUENTRAN  PAGADAS	1	5	Sí	GGEE	CONSTRUCCION	LAS CONDES	Mujer	SANTIAGO	AV	GGEE	GRANDES CUENTAS	Stock Fijo
Z7x7cBP2TDWM	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	6	no es perfecto, a veces tiene problemas de conexión, los precios no son los mejores.	7. En absoluto acuerdo	6	6	6	6	No	No	Sí	Sí	No	NA	NA	7	7	NA	NA	NA	Ejecutivo asignado	A través de la web con clave	NA	NA	NA	Sí	Sí	Sí	Sí	No	7	7	7	7	NA	7	No	NA	6	6	Sí	PEQUEÑA	informatica	N/	Hombre	NS/NR	MV	Mediana	MEDIANAS	Stock Fijo
b8uN5qMpLOBK	MEDICION SEPTIEMBRE 2020	Sí	Entel	Entel	Entel	7. Muy satisfecho	PORQUE NO HE TENIDO NINGUN PROBLEMA Y EL SERVICIO ES MUY BUENO .	7. En absoluto acuerdo	7. Muy satisfecho	7	7	7	Sí	Sí	Sí	No	No	7	7	7	NA	NA	Ejecutivo asignado	Ejecutivo asignado	Ejecutivo asignado	NA	NA	NA	NA	Sí	Sí	Sí	Sí	No	7	7	7	7	NA	7	No	NA	7	7	Sí	MEDIANA	FABRICA DE COLCHONES	SANTIAGO	Mujer	SANTIAGO	MV	Mediana	MEDIANAS	Stock Fijo
6NRnrGNSpDQ0	MEDICION SEPTIEMBRE 2020	Sí	Entel,Telefónica/ Movistar	NA	Telefónica/ Movistar	5	la recepción es buena pero el servicio al cliente telefónico es malicimo , servicio del personal que atiende es malo	6	6	5	6	2	Sí	Sí	No	No	Sí	6	6	NA	NA	3	A través del Call Center empresa	A través del Call Center empresa	NA	NA	A través del Call Center empresa	3	1	No	NA	Sí	Sí	Sí	NA	NA	5	6	1	5	Sí	disponibilidad de servicio,no hay servicio  cortes de servicios problemas técnicos	5	5	Sí	GGEE	agricola	huelas 5 region	Hombre	REGIONES	AV	GGEE	GRANDES CUENTAS	Stock Fijo
vObRyRrV36TQ	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	6	NO HEMOS TENIDO NINGUN PROBLEMA CON ENTEL, NO SE HA CAIDO EL INERNET LA PLATA TELEFONICA FUNCIONA PERFECTO. LA EJECUTIVA ME LLAMA CADA DOS MESES ESTA PENDIENTE DEL FUNCIONAMIENTO.	7. En absoluto acuerdo	7. Muy satisfecho	6	6	7	No	Sí	Sí	No	No	NA	7	7	NA	NA	NA	Ejecutivo asignado	Ejecutivo asignado	NA	NA	NA	NA	Sí	No	No	No	No	7	NA	NA	NA	NA	7	No	NA	7	7	Sí	MEDIANA	INVERSIONES	LAS CONDES	Mujer	SANTIAGO	MV	Mediana	MEDIANAS	Stock Fijo
B6wla2hEiBON	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Telefónica/ Movistar	6	POR QUE IGUAL HAY INTERMITENCIAS EN LA SEÑAL AUNQUE NO ES SIMPRE .	6	6	5	5	5	No	No	No	No	Sí	NA	NA	NA	NA	5	NA	NA	NA	NA	Ejecutivo asignado,A través del Call Center empresa	4	5	No	NA	No	Sí	No	NA	NA	NA	6	NA	7	No	NA	6	6	Sí	GGEE	PROVEDORES DE HORMONAS AGRICOLAS	CURICO	Mujer	REGIONES	AV	GGEE	GRANDES CUENTAS	Stock Fijo
rgwInZYsbduv	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	7. Muy satisfecho	Porque a funcionado bien no he tenido incoveniente  los servicios son estable no hay intermitensia,  la resucion de los problemas a sido rapida, es bueno el servicio.	7. En absoluto acuerdo	7. Muy satisfecho	6	6	7	No	No	No	Sí	Sí	NA	NA	NA	7	7	NA	NA	NA	Ejecutivo asignado,A través de la web con clave	Ejecutivo asignado,A través de la web con clave	7	7	Sí	NA	No	Sí	No	7	NA	NA	7	NA	6	No	NA	7	7	Sí	GGEE	Vitvinicola	Rancagua	Hombre	REGIONES	AV	GGEE	GRANDES CUENTAS	Stock Fijo
