encriptado	SEG_GOL	sex_enc	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?
c0JC7S1AIcIl	MV	Hombre	5	LA PERSONA NO DA INFORMACIÓN.
UGb6u1wClLqj	MV	Hombre	3	PORQUE LA EMPRESA NO NOS HA DADO LAS FACILIDADES NI NOS HA MEJORADO EL SERVICIO EN EL TIEMPO, HEMOS TENIDO EL MISMO SERVICIO, AL MISMO PRECIO Y ES MUY INFERIOR AL A COMPETENCIA, Y SIMPLEMENTE NO ME CAMBIO YA QUE LA COMPETENCIA NO HA LLEGADO O NO TIENE INSTALADO EN EL SECTOR DONDE ESTA LA EMPRESA.
8aTz1gJPLh8P	MV	Hombre	5	HASTA EL MOMENTO NO TENEMOS RESPUESTA DE ALGUNOS PUNTOS QUE HEMOS SOLICITADO Y ES MALA COMUNICACIÓN CON EL EJECUTIVO Y VEMOS QUE NO HAY RENOVACIÓN DE EQUIPOS
f0ns12tZ92uA	AV	Hombre	6	PORQUE HAN HABIDO EVENTOS DE FALLAS EN DONDE NO NOS PERMITE LA CONEXIÓN EN LOS BENEFICIOS DE LA RED BANDA ANCHAS, ES AHÍ DONDE BÁSICAMENTE FALLA.
lgx2T19BeKQC	MV	Hombre	6	PORQUE SE HAN DEMORADO EN ALGUNAS RESPUESTAS A INQUIETUDES QUE LE HE PLANTEADO RESPECTO A ALGUNAS DE OBSERVACIONES DEL SERVICIO
y93df6qBss5Z	AP	Hombre	6	POR QUE HEMOS TENIDO ALGUNOS PROBLEMAS. ME GUSTA QUE EL SERVICIO ES ESTABLE.
Q5318tX5YxpZ	MasPrem	Mujer	6	PORQUE A TENIDO UNOS PROBLEMAS CON LOS TELÉFONOS Y NO ME HAN VENIDO A SOLUCIONAR EL PROBLEMA HACE MAS DE UNA SEMANA
A0U198kc8vam	AP	Mujer	6	PORQUE DE REPENTE NECESITO UN DATO Y NO ES TAN EXPEDITOS FALTA UN POQUITO DE COORDINACIÓN, LOS EJECUTIVOS QUE ME TOCO COMO EMPRESA SE PREOCUPAN YA QUE CUANDO NECESITO ALGO ME BUSCAN LA SOLUCIÓN ADECUADA
0zca04AFDd9c	AV	Hombre	5	PORQUE DE REPENTE LA RESOLUCIÓN DE REQUERIMIENTOS ES LENTA
CGxCsVzMWH1C	MV	Hombre	6	PORQUE ME PARECE QUE EL SERVICIO ES ESTABLE Y CUMPLE BÁSICAMENTE CON LOS REQUERIMIENTOS QUE NOSOTROS NECESITAMOS Y CONTRATAMOS.
e2f3rVM2BmNG	AV	Mujer	7	PORQUE CUMPLEN CON EL PLAZO, CUANDO SE SOLICITAN UNA GESTIÓN ADICIONAL CONTESTAN DE FORMA INMEDIATA Y LAS OFERTA QUE NOS ENTREGAN
4oqiVXBsiOpL	MP	Hombre	7	PORQUE NO HEMOS TENIDO PROBLEMAS EN LOS ÚLTIMOS MESES HA FUNCIONADO BIEN.
LAR1BUEwdagJ	MP	Hombre	5	PORQUE EN GENERAL ES UN BUEN SERVICIO EN CUANTO A CONECTIVIDAD Y A LA VELOCIDAD QUE OFRECE DENTRO DE LAS ALTERNATIVAS QUE TENGO EN EL SECTOR, PERO PRESENTA ALGUNAS DIFICULTADES OCASIONALES.
fcdzEywouCdM	MasPrem	Hombre	4	PORQUE LIMITAN MUCHO A LAS COSAS Y A LOS CAMBIOS QUE QUIERO HACER, SI QUIERO HACER MODIFICACIONES, CAMBIAR DE TELEFONO, NOS PIDE UN TIEMPO PARA PODER CAMBIARNOS. ENTEL NOS COBRA LO MISMO, PERO NO ME PERMITE CAMBIAR COSAS NECESARIAS.
iQfAjmsPjxDt	MasPrem	Hombre	6	PORQUE DAN UN BUEN SERVICIO, DIRÍA QUE EL SERVICIO ESTÁ SIEMPRE DISPONIBLE.
QDJdG6EtVYiC	AV	Hombre	7	PORQUE LOS SERVICIOS FUNCIONAN BIEN EN CUANTO A LOS SERVICIOS MÓVIL, TIENEN BUENA SEÑAL, NO SE CAEN, EN LOS FIJOS TAMBIÉN NO TENGO PROBLEMAS, EN ESTE CASO LA TELEFONÍA FIJA ANDA BIEN, EL MÓVIL TAMBIÉN, Y LAS CUENTAS LLEGAN RÁPIDO Y EN ORDEN, NO HAY PROBLEMA, LOS PRECIOS TAMBIÉN SE HAN MANTENIDO, NO HAN CAMBIADO DURANTE ESTE TIEMPO.
Ye1Nhegui8h3	MasPrem	Mujer	7	POR QUE EN REALIDAD EL SERVICIO ES BUENO, ADEMÁS HAY BUENA COBERTURA ACÁ EN EL EDIFICIO.
7drB3lnGi9J2	AV	Hombre	4	PORQUE ES DIFICIL CONTACTARLO   LAS SOLICITUDES DE LOS PROBLEMAS NO SON TAN RAPIDOS COMO UNO QUISIERA ANTES TENIAMOS GPS Y LO DEJAMOS PORQUE TENIAMOS MUCHA LENTITUD DE RESPUESTA A NUESTRAS SOLICITUDES
kRb9jKdcZDgq	AV	Mujer	7	PORQUE TODO NOS HA RESULTADO BIEN NO HEMOS TENIDO NINGÚN PROBLEMA, AL MOMENTO DE BAJAR LAS FACTURAS ESTÁN TODO BIEN TODO CLARITO
fHQa1iLMrYII	AP	Hombre	5	LA CAÍDA DEL SERVICIO A VECES (NO DIO MAS INFORMACIÓN)
OUYQDirfhPtG	MP	Hombre	7	PORQUE ME HA FUNCIONADO TODO BIEN COMO NOS OFRECIERON, ME REFIERO A QUE4 NO TENEMOS FALLAS. ESO ES LO IMPORTANTE
EhQBAh8m2Rqc	MV	Mujer	5	PORQUE HEMOS TENIDO PROBLEMAS CON LA FACTURACIÓN EN CUANTO A MONTOS.
uWwOCOrndzlX	MV	Mujer	5	NO ES DE LO MEJOR PERO TAMPOCO ESTA MAL, NEGATIVO ES LA ASISTENCIA DE LOS EJECUTIVOS HACIA LA EMPRESA, POSITIVO ES QUE HAY BUENA RECEPCIÓN A LA TECNOLOGÍA Y A LA LLEGADA DEL INTERNET
IalQb32kUU7B	AV	Hombre	7	PORQUE EN CASO DE TEMAS DE PROBLEMAS O NECESIDADES QUE TENEMOS LAS SOLUCIONAN DENTRO DEL TIEMPO QUE ELLOS INFORMAN, APARTE LA CALIDAD DEL SERVICIO Y LA POST VENTA.
V7ezoVfERFqe	AV	Hombre	7	POR LA GENTE QUE TIENE A DISPOSICIÓN DEL SERVICIO, LOS DISTINTOS EQUIPOS. ME REFIERO A EJECUTIVOS POST VENTAS, POST COMERCIAL, LA PLATAFORMA PARA RECIBIR LOS DIFERENTES REQUERIMIENTOS. LA CALIDAD DEL SERVICIO.
bup67GEZUKU5	MasPrem	Hombre	6	POR NO PONERLE LA MAYOR NOTA YA QUE ES BUENA COMPAÑÍA PERO NO PARA UN 7,ES BUENA POR LA POST VENTA, POR LA ATENCIÓN Y POR EL SERVICIO TÉCNICO, EN LA POST VENTA EL VENDEDOR ESTA SIEMPRE PREOCUPADO DE LO QUE PASA ES DECIR SI ESTAMOS SATISFECHOS CON EL SERVICIO O SI ALGO NOS FALTA
8LEVYjQ8pSqb	Mas	Hombre	7	PORQUE SOLAMENTE TENGO UNA DE LAS TRES Y FUNCIONA BIEN, SOLAMENTE ESO Y ME GUSTA EL TIEMPO QUE LLEVAN EN LA TELEFONÍA.
zHXJiPxv6aQZ	MV	Hombre	6	PORQUE NO HEMOS TENIDO PROBLEMA CON EL INTERNET, NADA MAS SOLAMENTE ESO. (NO DA MAS INFORMACIÓN)
L92LsfYXVPwO	MP	Mujer	6	HE TENIDO ALGUNOS PROBLEMAS EN LA ACTIVIDAD TÉCNICOS.
vjvpUUFjtHRD	AP	Hombre	1	"PORQUE MIENTEN NUNCA ME HAN DADO LA VELOCIDAD QUE QUEDARON EN DARME; NUNCA HAN CUMPLIDO CON NADA, EL VENDEDOR ES PÉSIMO, NO DA LA CARA, NI CUMPLIÓ CON LO QUE ME PROMETIÓ"
F4epPEOZKAoU	MP	Hombre	7	PARQUE EN  CUANTO A TELEFONÍA NO HE TENIDO PROBLEMA EL INTENTE NO SE ME CAE ES FLUIDO, ES LO QUE UNO  ESPERA
guKeAuU0tmJX	MasPrem	Mujer	5	POR QUE RESULTA QUE FALLA MUCHO EL SISTEMA.
vjqgVVlVTInQ	MV	Hombre	6	PORQUE HAY ALGUNOS SERVICIOS, POR EJEMPLO SOPORTE, POR EJEMPLO EN EL TEMA DE CAÍDA DEL SERVICIO, QUE NO SOLO AVISA EN SU MOMENTO, SE CAE EL SERVICIO DE INTERNET Y DE TELÉFONO, Y UNO TIENE QUE ANDAR, PREGUNTANDO A LA EMPRESA,  CUANDO ES LA EMPRESA ES LA QUE TIENE QUE AVISAR, Y EL SERVICIO DE SOPORTE TÉCNICO NO HA SIDO MUY BUENO
cVAqeemcM5V0	MP	Hombre	7	"PORQUE CUMPLE LO OFRECIDO; EL SERVICIO CONTRATADO ES EL SERVICIO QUE ESTÁN DANDO."
TkxdTR5KAC16	AP	Hombre	6	"PORQUE NO SON PERFECTOS, EN ALGUNAS COSAS PUDIERON HABER DADO MEJOR RESPUESTA, PERO TE INDICO QUE DE TODAS LAS COMPAÑÍAS QUE TENEMOS, ES LA QUE MEJOR NOS RESPONDE; NOSOTROS NOS MUDAMOS EN SEPTIEMBRE Y TIENE FALLAS CON LA COBERTURA DE LOS CELULARES EN ESA ZONA Y HASTA AHORA NO SE HA RESUELTO, ES UN PUNTO EN CONTRA, ALGUNOS RETRASOS EN TEMA DE ATENCIÓN, PERO EN GENERAL RESPONDEN BASTANTE RÁPIDO."
3utrtRcKali5	MP	Hombre	4	PORQUE LA VELOCIDAD ES MUY BAJA, LOS SERVICIOS SON MUY CAROS Y HAY MUY POCA FLEXIBILIDAD PARA MODIFICAR LOS TÉRMINOS DEL CONTRATO.
K153ttu1mx3h	AV	Hombre	6	PORQUE LOS SERVICIOS QUE NOS HAN OTORGADO SON LO QUE NOSOTROS REQUERIMOS AUN PRECIO ADECUADO.
2GwStiVlpkEW	MP	Mujer	6	PORQUE ME FUNCIONA TODO BIEN Y LAS VECES QUE HE NECESITADO SERVICIO TÉCNICO, TAMBIÉN ME RESPONDEN BIEN
l3NzaX3nyfnc	MV	Hombre	5	PORQUE EL INTERNET NO ES TAN BUENO COMO LO QUE NOS OFRECÍAN EN LA VELOCIDAD DE NAVEGACIÓN, LA NAVEGACIÓN DEL INTERNET, Y LOS SERVICIOS TELEFÓNICOS TAMBIÉN QUE TUVIMOS ALGUNOS PROBLEMAS, NOSOTROS TRASPASAMOS UNA CENTENA DE NÚMEROS Y HA HABIDO ALGUNOS PROBLEMAS QUE SE HAN IDO SOLUCIONANDO EN EL TIEMPO PERO HA COSTADO UN POQUITO.
hHaLI0Fw9HqM	AP	Hombre	7	"POR BUEN SERVICIO;EN LAS 3 COSAS QUE TENGO (NO DA MAS INFORMACIÓN )"
NL96pu3zyLta	AV	Hombre	5	PORQUE CREO QUE ES LA MAS APROPIADA SEGÚN LO QUE SE ME HA PRESENTADO, PROBLEMAS CON POS-VENTA
k4eXgfweNBjL	Mas	Hombre	5	POR QUE HAY VECES QUE SE CORTA EL INTERNET.
Py8NQM8KkhCy	AV	Hombre	6	PORQUE COMO TODAS LAS COMPAÑÍAS TIENE ALGUNAS DEFICIENCIAS. EN GENERAL EL SIETE ES LA PERFECCIÓN Y NO ES CIEN POR CIENTO PERFECTA, NINGUNA COMPAÑÍA ES PERFECTA Y POR ESO ES UN SEIS (NO DIO MAS INFORMACIÓN)
uHuCsqKZXEI6	AV	Hombre	7	PORQUE LA CONEXIÓN ES ESTABLE Y NO HEMOS TENIDO NINGÚN PROBLEMA EN CUANTO A ESO Y ADEMAS LA ATENCIÓN AL CLIENTE ES MUY BUENA.
zpUPD817rT0l	AV	Hombre	6	PORQUE NO ES PERFECTO PERO TAMPOCO ES MUY MAL SERVICIO, ME GUSTA LA CONFIABILIDAD.
LQD4O0Pmfrmx	AV	Hombre	6	SOLO PORQUE LA OFERTA COMERCIAL CREO QUE LES FALTA MEJORARLA PERO ME HA GUSTADO LA ESTABILIDAD DEL SERVICIO, EL SERVICIO POST VENTA Y LA ASISTENCIA TÉCNICA.
jILO4K5cV6LT	MP	Hombre	5	PORQUE ESO NORMALMENTE SE CAE Y POR ESO LO EVALÚO COMO CINCO.
CkdjzuOKDucT	MV	Hombre	6	PORQUE ÚLTIMAMENTE TUVIMOS ALGUNAS DIFICULTADES PERO YA ESTÁN RESUELTOS, UN 6 NO ES MALA NOTA Y LE PERMITE SEGUIR MEJORANDO A LA EMPRESA, ME HA GUSTADO LA ATENCIÓN QUE RECIBÍ AL LLAMARLOS POR EL DEFECTO QUE TENIA FUE MUY BUENA.
MiJm9XaoU81K	AP	Hombre	6	HA CUMPLIDO HASTA EL MOMENTO, RARAMENTE TIENE FALLAS TÉCNICAS COMO TODAS LAS COMPAÑÍAS PERO EN GENERAL RESPONDEN BASTANTE RÁPIDO.
mJ53tifrT2Rv	MP	Mujer	7	PORQUE NO HEMOS TENIDO PROBLEMAS, (NO DA MÁS INFORMACIÓN)
cZwtdgOKBHOg	AV	Hombre	6	PORQUE A VECES HAY UNA DEMORA EN LA RESPUESTA POR PARTE DE ELLOS, ES DECIR CUANDO UNO TIENE UN PROBLEMA, LA RESPUESTA FRENTE A LOS PROBLEMAS. CONTINUIDAD DEL SERVICIO, ME REFIERO A BAJA TASAS DE FALLAS.
OBQFR1eRkpJc	MV	Hombre	7	PORQUE NO HEMOS TENIDO NINGÚN PROBLEMA CON ENTEL, ME HA GUSTADO LA RAPIDEZ PARA ATENDER Y TODO, ES BUENO Y TODO LO QUE TIENEN ES BUENO, ENTREGAN UN BUEN SERVICIO Y TODO.
KUu6psp7khlB	AV	Hombre	6	POR QUE HAY VARIAS COSAS QUE HAN DECAÍDO. ME GUSTA LA COBERTURA, LA CANTIDAD DE EQUIPOS, LA CALIDAD.
wXfPIUsoiDxS	MV	Mujer	5	"YO CREERÍA POR EL SERVICIO;POS VENTA CUANDO UNO TIENE UN PROBLEMA CON LA LINEA CON INTERNED EL TEMA DE RESOLVER ES SÚPER BUROCRÁTICO"
x4bJRVOt0xPK	AV	Mujer	7	POR EL SERVICIO, ES DECIR COMO LO ATIENDEN A UNO, NOSOTROS SOMOS USUARIOS DE ELLOS Y LA COMUNICACIÓN QUE ENTREGAN.
5HPwNsqsKk1f	Mas	Hombre	5	PORQUE EN OCASIONES HEMOS TENIDO ALGUNAS DIFICULTADES EN CUANTO A LA CAÍDA DE INTERNET Y COSAS POR EL ESTILO, Y SE DEMORA UN POQUITO EN RESOLVER.
k2PSFRelROLJ	AV	Hombre	6	PORQUE ESTAMOS SATISFECHOS EN CUANTO AQUE CUMPLE CON LO QUE YO NECESITO.
Syw6mKn7b482	AV	Hombre	7	PORQUE NO HE TENIDO PROBLEMAS (NO DA MÁS INFORMACIÓN)
pfKfnRBkaV78	AV	Hombre	7	PORQUE ES UN BUEN SERVICIO  EN TODO
U7Gu3GBoCRkx	MP	Hombre	5	PORQUE DE REPENTE NO NOS DAN TODA LO QUE OFRECEN YA QUE SE CAE EL SISTEMA O PASA ALGUNA COSA.
SLs6PZgZDjfq	MV	Hombre	7	PORQUE ESTOY CONTENTO CON EL SERVICIO QUE ME DAN. EL SERVICIO QUE ME DAN. EN TODO ESTOY SATISFECHO.
Ep26iZDadBPM	MP	Hombre	6	POR QUE EL SERVICIO ES CONSTANTE,NO ES DIFÍCIL QUE SE CAIGA LA SEÑAL
fkb6Ss0tijZ0	MP	Hombre	7	PORQUE TIENE BUEN SERVICIO, ES RESPONSABLE EFICAZ, ES BUENA EMPRESA, AMBOS TIENEN BUEN SERVICIO, TELEFONÍA FIJA E INTERNET
DGwX2Jd8XZc9	AV	Hombre	6	POR EL COSTO DEL SERVICIO, ES MUY CARO EN CUANTO A INTERNET DEDICADO (NO DIO MAS INFORMACIÓN)
36AlTmf7Nc6e	AV	Mujer	7	PORQUE ESTOY SATISFECHA, OPTIMIZAN LOS PLANES Y CUANDO LOS MEJORAN, NOS DEJAN AL MISMO PRECIO LA MEJORA.
tWhQcGLNbq1V	MasPrem	Mujer	5	PORQUE CADA VEZ HAY ALGÚN TIPO DE PROBLEMA SIEMPRE EN CUALQUIER CASO PARA TODO ES UN PROBLEMA HASTA PARA PAGAR LA CUENTA ES UN PROBLEMA .
meNoVuNbRBpL	MP	Hombre	6	PORQUE CREO QUE UNA COMPAÑÍA QUE NO ES TAN GENIAL PARA UN 7, SIEMPRE HAY DEMORA Y NO ES EFICIENTE, ME HA GUSTADO UN POCO EL SERVICIO TÉCNICO, CUANDO TENEMOS UN PROBLEMA SE DEMORAN PERO CUMPLEN Y LAS RESPUESTAS SON BASTANTE SOLIDAS.
ZMDzVTtPZHyD	AV	Hombre	7	POR QUE ME SOLUCIONAN LOS PROBLEMAS QUE HE TENIDO.
a9826yOjUjVX	AP	Hombre	7	CUMPLEN EL OBJETIVO POR EL CUAL TENGO CONTRATADO AL SERVICIO
zM9MkFL3nQDH	MV	Mujer	5	PORQUE HEMOS TENIDO PROBLEMAS YA QUE PEDIMOS UN TRASLADO Y SE DEMORARON COMO TRES MESES EN HACERLO, Y SE DEMORAN MUCHO TIEMPO EN LA ATENCIÓN A CLIENTES(NO DA MAS INFORMACIÓN)
VFQyX0TEL0bd	AP	Hombre	6	SOLAMENTE UNA FALLA PERO MUY POCO, EN GENERAL EL SERVICIO ES BUENO Y LO VAMOS A MANTENER CUMPLE CON LO QUE NECESITAMOS.
0wS0rNeJ0I8M	AV	Hombre	5	EL SISTEMA DE SOPORTE ES UN POCO DEFICIENTE, POR EJEMPLO FALTA DE COMUNICACIÓN ENTRE ELLOS, VIENE ALGUIEN QUE CONFIGURA ALGO Y DESPUÉS APARECE OTRO Y YA HICE LA CONFIGURACIÓN. LOS TIEMPOS DE RESPUESTA A VECES PASAN DE LO REQUERIDO.
1dKRlYwY00SE	MP	Mujer	5	PORQUE HAY MOMENTO QUE SE VA LA SEÑAL DE INTERNET, HAY QUE VOLVER A REINICIAR EQUIPOS, EL TELÉFONO  SE ESCUCHA MAL, NO SE SI ES DONDE ESTAMOS UBICADOS, NO HEMOS TENIDO BUENO EXPERIENCIA
LLeBslYHfObO	MP	Hombre	5	"POR PROBLEMAS DE CONECTIVIDAD; ES QUE DE REPENTE TENEMOS TIPOS DE CONTACTO Y CAMBIOS DE EJECUTIVO DE VENTA QUE TIENE LA EMPRESA."
Ne3MZVfhz4fA	AP	Hombre	7	POR EL BUEN SERVICIO QUE PRESTA ENTEL, BUEN SERVICIO EN CUANTO A LA CONECTIVIDAD NADA MAS QUE ESO.
E1ZzuvOsZ81h	AV	Hombre	6	PORQUE NO HE TENIDO NINGÚN PROBLEMA CON ELLOS EN ESTE TIEMPO EN CUANTO AL SERVICIO HA SIDO BUENO
gYjpUYz4TeVz	MasPrem	Mujer	5	PORQUE NO ES MALO, TAMPOCO ES EXCELENTE, POR QUE A VECES SE CAE EL INTERNET, EL INTERNET NO ES BUENO EN LA CONECTIVIDAD
rshbfcaqU1c8	MV	Mujer	5	PORQUE A VECES CUANDO TENEMOS PROBLEMAS SE DEMORAN MUCHO EN VENIR.
6L8FIWqGSdSG	MasPrem	Mujer	6	PORQUE NUNCA HE TENIDO PROBLEMAS DE CONECTIVIDAD EN CUANTO A LA PARTE DE INTERNET.
WWBRPrN0p0Mg	AV	Hombre	7	PORQUE NO HEMOS TENIDO NINGÚN PROBLEMAS, SIEMPRE NOS HAN SOLUCIONADO BIEN. ES DECIR QUE SI TENEMOS ALGO LO LLAMAMOS Y NOS LOS SOLUCIONAN A LA BREVEDAD.
rt8nNP2wym8Q	AV	Mujer	6	PORQUE TODAVÍA PODRÍA MEJORAR EN CUANTO A LA ATENCIÓN, ME GUSTA QUE FUNCIONA BIEN.
J7RFu5NuOKOM	MV	Hombre	6	PORQUE PODRÍAN SER MÁS AGILES EN EL MOMENTO DE LA CAÍDA DEL SISTEMA EN CUANTO A LA SOLUCIÓN.
kHcN6rxrmM9s	AV	Mujer	6	"PORQUE NUNCA TODO ES TAN PERFECTO, PERO ES BUENO EL SERVICIO; CUMPLEN CON LO CONTRATADO."
Nwr0GDXtOu5u	MasPrem	Mujer	5	"PORQUE NO ESTOY COMPLETAMENTE SATISFECHA; INTERNET CONECTIVIDAD BAJA Y SOLUCIONAR PROBLEMAS DE REPENTE TAMBIÉN NO ES COMO TAN RÁPIDA."
xkWcJ4506nAT	MasPrem	Hombre	6	LA VERDAD QUE ENTREGAN BUEN SERVICIO, PERO HE TENIDO UNOS PROBLEMAS CON EL INTERNET. POR QUE ATIENDEN CUANDO UNO LO REQUIERE, DAN SOLUCIONES.
YjOWBV0T76sC	AV	Hombre	6	POR QUE LO ENCUENTRO BUENO, PERO NO VEO PERFECCIÓN. POR LO MENOS NOS HA CUMPLIDO, ES UNA BUENA EMPRESA.
O2yzUW3mLpgF	AP	Hombre	6	PORQUE CUMPLE CON LO CONTRATADO.
vQvWu9zUnbqi	Mas	Hombre	7	PORQUE NO TENGO NINGÚN PROBLEMA CON ELLOS EL SERVICIO ES BUENO POR ALGO LE PONGO EN 7
pTnjjcpFdjnZ	AV	Hombre	4	POR LOS CONSTANTES PROBLEMAS Y RETRASOS QUE TENEMOS EN LA ENTREGA DE LOS SERVICIOS
49r5BIVsmw91	AV	Mujer	6	PORQUE TIENEN MUCHAS COSAS PARA FIRMAR, MUCHA BUROCRACIA. HAY OTRAS EMPRESAS QUE COMO YA TENEMOS CONTRATO NO EXIGEN EL FIRMAR CADA DOCUMENTO (NO DIO MAS INFORMACIÓN)
LXAoS9ygVlOD	AV	Hombre	5	PORQUE ES UN SERVICIO LENTO QUE RESPONDEN PARA EL SERVICIO MUY LENTO EN REPARAR ALGO, DESPUÉS DE LA CONTRATACIÓN MUY LENTO LAS GESTIONES DE SOPORTE
hrHvQfMeqF0h	AV	Hombre	5	PORQUE   LOS SERVICIO NO FUNCIONAN  BIEN AVECES  SE DEMORAN EN ARREGLARLOS  Y EL EJECUTIVO NO ATIENDE MUCHO
n8PlcwYpseyW	AV	Hombre	7	ES UN SERVICIO QUE NUNCA HA TENIDO PROBLEMA, LOS PRECIOS ESTÁN BIEN, APARTE LOS EJECUTIVOS ME RESPONDEN RÁPIDO Y NO HAY PROBLEMA.
Qrl3FI2HQzdj	MasPrem	Mujer	6	PORQUE NO TODO ES PERFECTO YA QUE DE REPENTE HAY PROBLEMAS, ES CONFIABLE Y ES UNA EMPRESA GRANDE, AUNQUE DE REPENTE FALLA LA BANDA ANCHA
OnrTb2zU7qjY	AP	Hombre	7	"PORQUE NO HEMOS TENIDO PROBLEMA, FUNCIONA TODO CORRECTAMENTE; LA CALIDAD DEL SERVICIO, LA ATENCIÓN."
4HGPnsj2WSNw	AP	Hombre	5	PORQUE POR EJEMPLO EN COMPARACIÓN A CLARO, A MI SE ME CALLO UN ENLACE QUE TENGO CON ELLOS, DE INTERNET, Y ELLOS NO AVISAN NADA, EN CAMBIO CLARO SI SE ANTICIPA AL TEMA, ESTA MAS CONECTADO CON EL CLIENTE, EN ENTEL TIENE QUE DARSE CUENTA, Y UNO COMO CLIENTE BUSCARLO A ELLOS PARA LA SOLUCIÓN
P8BzKkg2GYqR	AV	Hombre	7	PORQUE NO TENEMOS MAYOR PROBLEMA, EN EL TIEMPO DE RESPUESTA SON RÁPIDOS EN CUANTO A LA RESOLUCIÓN DE PROBLEMA Y LA CALIDAD DE SERVICIO ES BUENA.
Vkm0zllwDaxx	AV	Hombre	5	EN GENERAL ESTA BIEN,PERO HEMOS TENIDO PROBLEMAS CON EL CORTE DEL SERVICIO.
U8tdHgTRspdc	MasPrem	Hombre	3	"POR QUE EL CABLE DE INTERNET, LA SEÑAL DE INTERNE ES MALA, NO ES ESTABLE; PORQUE ENTEL ME DIJO QUE PODÍA CONECTAR 5 EQUIPOS, A SU LINEA DE INTERNET, Y NO ES CAPAZ, SOLO CON UNO SE SATURA"
cFdYaKL2kuuG	AP	Hombre	7	PORQUE EL SERVICIO QUE RECIBO ES MUY BUENO, CUMPLE CON MIS EXPECTATIVAS  Y MIS NECESIDADES
6dJ5fy0OTEkr	MV	Mujer	7	PORQUE NO HEMOS TENIDO NUNCA NINGÚN PROBLEMA, (NO DA MÁS INFORMACIÓN)
JOyBHerjTpsy	AV	Hombre	7	PORQUE EL SERVICIO ES BUENO Y EL PRECIO ES RAZONABLE,Y NO HE TENIDO MAYORES INCONVENIENTES, ES BUENO EN CUANTO A QUE NO SUFRE CAÍDAS HABITUALES A QUE LA VELOCIDAD DE DATOS ES  ACEPTABLE Y PAREJA.
lYMHyaFI3ah2	AV	Hombre	7	PORQUE ES ESTABLE EL SERVICIO, Y NO TENGO PROBLEMAS Y CUANDO TENGO PROBLEMAS ME RESPONDEN Y SOLUCIONAN RÁPIDO
PiGgTv6veoqw	AV	Hombre	6	PORQUE A PESAR DE QUE EL SERVICIOS ES BUENO A VECES SE CAE SON POCAS VECES EN REALIDAD PERO NOS GENERA ALGÚN TIPO DE PROBLEMAS, PERO POR LO MENOS HAN MEJORADO EL SERVICIOS DE ACUERDO AL ULTIMO CAMBIO DE OFICINA Y YA HAY MEJOR RELACIÓN CON EL EJECUTIVO
TF5MAvWUie1w	MasPrem	Mujer	7	PORQUE MANDAN LAS CUENTAS CLARAS SIEMPRE ESTÁN DISPUESTOS SI UNO COTIZAR O PARA CAMBIOS DE PLAN O RENOVACIÓN DE ALGÚN TIPO (NO DA MAS INFORMACIÓN)
jj0MN5HLqs5z	AV	Hombre	7	PORQUE JAMÁS HEMOS TENIDO PROBLEMAS Y TIENEN BUEN SERVICIO TÉCNICO CUANDO LE LLAMO POR ALGÚN PROBLEMA, SON BUENOS.
HIkIItcdGXfv	MP	Hombre	6	"PORQUE FUNCIONA NORMAL; QUE LOS SERVICIOS DIGAMOS FUNCIONAN COMO YO QUIERO."
9V6D0xn0bi8c	MV	Hombre	6	POR LO GENERAL HAY MUCHA CAIDAS D LINA EN EL SECTOR FALTA MANITENCION, ME HYE QUEDADO D¿SIN LINEA TELEFNICA E INTENET
YUrMRmUA7FED	MV	Hombre	5	PORQUE PUEDE SER MEJOR EL SERVICIO T0ODAVA YA QUE SE LES CAE.
EM0Wkq62eJCU	AV	Hombre	7	POR QUE FUNCIONAN BASTANTE BIEN NO TENEMOS PROBLEMAS CON LOS COBROS, LA INFORMACIÓN ES TRANSPARENTE NO APARECEN SORPRESAS TODO ESTA BIEN. HAY DISPONIBILIDAD DE SERVICIOS 100%.
StboE3AgSpUp	MasPrem	Hombre	7	PORQUE  NO HE TENIDO PROBLEMAS CON LA COMPAÑÍA,  EL SERVICIO SE HA MANTENIDO CONSTANTE
A0qYrjmnIm9K	Mas	Mujer	6	PORQUE EL 7 ES EL MÁXIMO Y NADIE ES EXCELENTE, PORQUE NADIE LE DA EL MÁXIMO A NADIE, PERFECTO NO ES. (NO DA MÁS INFORMACIÓN).
egSvTJpNogyH	AV	Hombre	6	POR LA RESPUESTA A INFORMACIÓN QUE SE REQUIERE. HAGO UNA SOLICITUD QUE SE GENERA Y NO ES TAN RÁPIDO.
Qu7nSiHpCH55	AV	Hombre	6	PORQUE SON BASTANTES EFICIENTES EN CUANTO A LOS TIEMPOS DE RESPUESTA, EN DARNOS SOLUCIONES, BUENOS PLANES EN ASPECTOS DE TELEFONÍA QUE TENEMOS CON ELLOS.
TXFh4xLlGl5m	MP	Hombre	4	PORQUE TUVIMOS PROBLEMAS AL PRINCIPIO A QUE IMPLEMENTARAN PORQUE SE DEMORARON MUCHO, PERO AHORA ESTA FUNCIONANDO BIEN YA QUE NO SE CAE EL SERVICIO.
